"accepted_taxa","original_taxa_BIEN","Flower.color_BIEN","Leaf.area_mm2_BIEN","SLA_m2.kg-1_BIEN","Leaf.carbon.to.nitrogen.content_mg.g-1_BIEN","Leaf.dry.mass.content_mg.g-1_BIEN","Leaf.nitrogen.content_mg.g-1_BIEN","Flowering_begin.month_BIEN","Seed.mass_mg_BIEN","Plant.height_m_BIEN"
"Rhamnus saxatilis","Rhamnus saxatilis","",NA,13.5,NA,NA,NA,"4",10.53,0.6
"Rheum x hybridum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhinanthus","Rhinanthus alectorolophus_Rhinanthus minor","",360.333333333333,20.5629072472727,NA,178.666666666667,NA,"5",2.19492857142857,0.421875
"Rhinanthus alectorolophus","Rhinanthus alectorolophus","",NA,21.102,NA,NA,NA,"5",2.38,0.45
"Rhinanthus minor","Rhinanthus minor","",360.333333333333,20.0238144945455,NA,178.666666666667,NA,"5",2.00985714285714,0.39375
"Rhinanthus pumilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhizogemma staphylina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ribes uva-crispa","Ribes uva-crispa","",902.34,23.2087899544025,15.362,233.327142857143,21.3,"4",NA,0.69
"Riccia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riccia sorocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riccia warnstorfii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridolfia segetum","Ridolfia segetum","",NA,NA,NA,NA,NA,"",0.5,NA
"Robinia pseudoacacia","Robinia pseudoacacia","White",4186.948,16.4904824366166,9.437,792.414,37.768,"5_6_9",19.5873364,16.0907499420488
"Roemeria apula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria argemone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria hispida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roemeria hybrida","Roemeria hybrida","",NA,NA,NA,NA,NA,"",0.2385,NA
"Rorippa","Rorippa amphibia_Rorippa austriaca_Rorippa islandica_Rorippa palustris_Rorippa sylvestris","Yellow",5391.77363492064,32.237158513312,NA,111.68641025641,35.7186351475,"5_6_6_7",0.0873645833333333,0.430836538461538
"Rorippa amphibia","Rorippa amphibia","",12853,30.16038619,NA,110,NA,"5",0.103333333333333,0.653125
"Rorippa austriaca","Rorippa austriaca","",NA,NA,NA,NA,NA,"6",NA,0.73
"Rorippa islandica","Rorippa islandica","",NA,25.6,NA,NA,35.7186351475,"6_7",0.062125,0.15
"Rorippa palustris","Rorippa palustris","",2167.98757142857,41.2226923076923,NA,118.559230769231,NA,"6",0.074,0.327307692307692
"Rorippa sylvestris","Rorippa sylvestris","Yellow",1154.33333333333,31.9655555555556,NA,106.5,NA,"5",0.11,0.29375
"Rorippa x armoracioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa","Rosa agrestis_Rosa arvensis_Rosa canina_Rosa multiflora_Rosa rubiginosa","",1478.15366666667,15.3253420249481,11.609,343.315833333333,21.9,"10_5_6_5_6",14.2869939772727,1.428
"Rosa agrestis","Rosa agrestis","",337.65,10.3731818181818,NA,376.104,NA,"6",18,1.375
"Rosa arvensis","Rosa arvensis","",329.833333333333,21.975,NA,259.333333333333,NA,"6",NA,1.0625
"Rosa canina","Rosa canina","",257,12.3085283065587,11.609,NA,21.9,"5",15.5887229090909,1.64
"Rosa multiflora","Rosa multiflora","",5549,20.34,NA,280.054,NA,"6",8.9,1.5
"Rosa rubiginosa","Rosa rubiginosa","",917.285,11.63,NA,457.772,NA,"10_5_6",14.659253,1.5625
"Rosa sempervirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rostraria","Rostraria cristata","",766.914736842105,114.508738271667,11.7923333333333,353.6284875,21.32928275,"6",0.155571428571429,0.6
"Rostraria cristata","Rostraria cristata","",766.914736842105,114.508738271667,11.7923333333333,353.6284875,21.32928275,"6",0.155571428571429,0.6
"Rubia peregrina","Rubia peregrina","",303,14.6469473684211,9.686,226.946666666667,19.4739,"",21.185,0.434
"Rubia tinctorum","Rubia tinctorum","",590,17.436,NA,176.25,NA,"",15.1,NA
"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus","Rubus arcticus_Rubus armeniacus_Rubus caesius_Rubus fruticosus_Rubus idaeus_Rubus nessensis_Rubus spectabilis_Rubus ulmifolius_Rubus vestitus","Purple_Red_White",3145.98606666667,17.5865847443314,11.609,309.770444444444,17.2,"5_6_7_9",8.01690798677249,1.73904829545455
"Rubus arcticus","Rubus arcticus","Red",NA,NA,NA,NA,NA,"",NA,NA
"Rubus armeniacus","Rubus armeniacus","",NA,NA,NA,NA,NA,"6",NA,1.75
"Rubus caesius","Rubus caesius","",9655.33333333333,19.3,NA,386.666666666667,NA,"5",3.35333333333333,0.47
"Rubus fruticosus","Rubus fruticosus","",2061.8,15.78375,NA,262.666666666667,NA,"9",2.295,1.82875
"Rubus idaeus","Rubus idaeus","White",1250,21.2070937216572,NA,279.978,NA,"5",1.92276711111111,1.36363636363636
"Rubus nessensis","Rubus nessensis","",NA,NA,NA,NA,NA,"5",NA,1.25
"Rubus spectabilis","Rubus spectabilis","Purple",1970.797,18.52408,NA,NA,NA,"5",3.17901414285714,4
"Rubus ulmifolius","Rubus ulmifolius","",792,13.118,11.609,NA,17.2,"6",4.35133333333333,1.25
"Rubus vestitus","Rubus vestitus","",NA,NA,NA,NA,NA,"7",33,2
"Rumex","Rumex acetosa_Rumex acetosella_Rumex conglomeratus_Rumex crispus_Rumex longifolius_Rumex obtusifolius_Rumex palustris_Rumex patientia_Rumex pulcher_Rumex sanguineus_Rumex scutatus_Rumex stenophyllus_Rumex thyrsiflorus","",8118.35882572867,25.6373892668471,10.951,150.819356505014,33.85031225,"5_5_6_6_7",1.33299936003607,0.540462772182861
"Rumex acetosa","Rumex acetosa","",2978.68681125806,31.2337672983824,10.951,148.685383394118,34.5583325,"5",0.654590909090909,0.135473684210526
"Rumex acetosa subsp. acetosa","Rumex acetosa","",2978.68681125806,31.2337672983824,10.951,148.685383394118,34.5583325,"5",0.654590909090909,0.135473684210526
"Rumex acetosella","Rumex acetosella","",104.60045,26.433089602093,NA,121.964387638889,33.142292,"5_6",0.72092435,0.1329141875
"Rumex bucephalophorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex confertus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex conglomeratus","Rumex conglomeratus","",4190,22,NA,179,NA,"7",1.86471214285714,0.725
"Rumex crispus","Rumex crispus","",8894.7,23.9109785253333,NA,114.720518166667,NA,"6",1.7043535,0.616544833333333
"Rumex crispus subsp. crispus","Rumex crispus","",8894.7,23.9109785253333,NA,114.720518166667,NA,"6",1.7043535,0.616544833333333
"Rumex cristatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex longifolius","Rumex longifolius","",NA,29.9,NA,NA,NA,"7",1.505,0.75
"Rumex obtusifolius","Rumex obtusifolius","",43260.25,30.1971184935714,NA,139.650419345455,NA,"7",1.45733333333333,0.606916666666667
"Rumex obtusifolius subsp. obtusifolius","Rumex obtusifolius","",43260.25,30.1971184935714,NA,139.650419345455,NA,"7",1.45733333333333,0.606916666666667
"Rumex palustris","Rumex palustris","",1825.125,23.525,NA,187.313,NA,"7",NA,0.676666666666667
"Rumex patientia","Rumex patientia","",NA,NA,NA,NA,NA,"7",NA,1.05625
"Rumex pulcher","Rumex pulcher","",NA,NA,NA,NA,NA,"5",2.23022222222222,0.25625
"Rumex pulcher subsp. woodsii","Rumex pulcher","",NA,NA,NA,NA,NA,"5",2.23022222222222,0.25625
"Rumex roseus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex sanguineus","Rumex sanguineus","",4734,25,NA,202,NA,"6",1.13,0.745
"Rumex scutatus","Rumex scutatus","",NA,NA,NA,NA,NA,"5",1.06285714285714,0.2
"Rumex stenophyllus","Rumex stenophyllus","",4944.375,23.6285,NA,139.9655,NA,"7",1,0.55
"Rumex thyrsiflorus","Rumex thyrsiflorus","",2133.4921703,20.5454387490909,NA,124.075,NA,"7",NA,0.575
"Rumex thyrsoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rumex x pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruscus","Ruscus aculeatus","",438,13.7566666666667,NA,248,28.85,"",NA,NA
"Ruscus aculeatus","Ruscus aculeatus","",438,13.7566666666667,NA,248,28.85,"",NA,NA
"Ruta chalepensis","Ruta chalepensis","",NA,NA,NA,NA,NA,"",1.3,NA
"Ruta graveolens","Ruta graveolens","",NA,NA,NA,NA,NA,"6",1.97,0.375
"Sabulina mediterranea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sabulina tenuifolia","Sabulina tenuifolia","",NA,NA,NA,NA,NA,"",0.042,NA
"Sabulina tenuifolia subsp. laxa","Sabulina tenuifolia","",NA,NA,NA,NA,NA,"",0.042,NA
"Sagina","Sagina apetala_Sagina procumbens","",6.33333333333333,20.2083333333333,NA,227.833333333333,NA,"4_5",0.01325,0.0659375
"Sagina apetala","Sagina apetala","",4.66666666666667,21.1666666666667,NA,238.666666666667,NA,"4",0.01025,0.051875
"Sagina procumbens","Sagina procumbens","",8,19.25,NA,217,NA,"5",0.01625,0.08
"Salix","Salix alba_Salix atrocinerea_Salix aurita_Salix caprea_Salix cinerea_Salix fragilis_Salix myrsinifolia_Salix purpurea_Salix triandra","Yellow",671.840277777778,9.65025450667498,11.3193333333333,341.245833333333,25.05,"3_3_9_4_4_5",0.104973241666667,6.19806959105084
"Salix alba","Salix alba","Yellow",691.0625,10.5715039680014,NA,295.143,NA,"4_5",0.12,15.5839675675676
"Salix atrocinerea","Salix atrocinerea","",992,11.225,11.609,NA,21.55,"",NA,NA
"Salix aurita","Salix aurita","",356.666666666667,7.54940131624519,NA,NA,NA,"4",NA,1.61454545454545
"Salix caprea","Salix caprea","",2047.28333333333,12.5110544004675,11.254,255.333333333333,27,"3",0.144700875,7.43835
"Salix cinerea","Salix cinerea","",638.3,9.42294646000235,NA,428.372,NA,"3",NA,2.275
"Salix fragilis","Salix fragilis","",470,8.71230940310211,11.095,NA,26.6,"3_9",0.141165333333333,13.3501846153846
"Salix myrsinifolia","Salix myrsinifolia","",85,10.0205819414013,NA,NA,NA,"4",NA,1.945
"Salix purpurea","Salix purpurea","",130,6.23995392641904,NA,NA,NA,"3",0.09,2.95250909090909
"Salix triandra","Salix triandra","",636.25,10.5995391444358,NA,386.135,NA,"4",0.029,4.425
"Salix x fragilis","Salix fragilis","",470,8.71230940310211,11.095,NA,26.6,"3_9",0.141165333333333,13.3501846153846
"Salsola kali","Salsola kali","",62.5,9.36857142857143,NA,103.814,NA,"7",4.32444444444444,0.495
"Salvia","Salvia nemorosa_Salvia officinalis_Salvia pratensis_Salvia sclarea_Salvia verbenaca_Salvia verticillata_Salvia viridis","",3520.83499253145,20.4473092588158,16.657674,199.932616695,26.3923645,"5_6",2.32279591836735,0.361707376470588
"Salvia nemorosa","Salvia nemorosa","",1505,22.994,NA,177.656,NA,"6",1.1,0.35
"Salvia officinalis","Salvia officinalis","",916.833333333333,19.038,NA,241.924,NA,"5",5.8,0.375
"Salvia pratensis","Salvia pratensis","",9316.00663679245,24.0212370352632,16.657674,170.27346678,26.3923645,"5",1.74,0.333536882352941
"Salvia rosmarinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia sclarea","Salvia sclarea","",NA,NA,NA,NA,NA,"",2.52857142857143,NA
"Salvia verbenaca","Salvia verbenaca","",NA,NA,NA,NA,NA,"",1.6635,0.45
"Salvia verticillata","Salvia verticillata","",2345.5,15.736,NA,209.877,NA,"6",1.1375,0.3
"Salvia viridis","Salvia viridis","",NA,NA,NA,NA,NA,"",2.29,NA
"Sambucus","Sambucus ebulus_Sambucus nigra","",9895.725,19.1445150337613,10.9695,186.230714285714,36.45,"10_6_6",15.881227875,3.16340277777778
"Sambucus ebulus","Sambucus ebulus","",18801.25,19.1185714285714,NA,171.461428571429,NA,"6",18.814,0.88125
"Sambucus nigra","Sambucus nigra","",990.2,19.1704586389512,10.9695,201,36.45,"10_6",12.94845575,5.44555555555556
"Sanguisorba","Sanguisorba officinalis","",1215.98945525714,20.0735685671429,17.143,271.666666666667,18.74,"6",2.163,0.496875
"Sanguisorba officinalis","Sanguisorba officinalis","",1215.98945525714,20.0735685671429,17.143,271.666666666667,18.74,"6",2.163,0.496875
"Santolina chamaecyparissus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saponaria ocymoides subsp. ocymoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saponaria officinalis","Saponaria officinalis","Purple",2165.5,23.35,NA,199.5,NA,"6",1.71709090909091,0.491666666666667
"Satureja","Satureja montana","",NA,17.6,NA,NA,NA,"",NA,0.3
"Satureja montana","Satureja montana","",NA,17.6,NA,NA,NA,"",NA,0.3
"Saxifraga granulata","Saxifraga granulata","",519.5,33.5666666666667,NA,83.5,NA,"5",0.0314285714285714,0.175
"Saxifraga tridactylites","Saxifraga tridactylites","",38,28.77,NA,128.311428571429,NA,"4",0.0133,0.0627777777777778
"Scabiosa","Scabiosa atropurpurea_Scabiosa columbaria_Scabiosa lucida","",3120.04166666667,16.1905367748718,NA,178.854743589744,NA,"7",1.93,0.353716931216931
"Scabiosa atropurpurea","Scabiosa atropurpurea","",946.75,13.1846666666667,NA,186.376153846154,NA,"7",1.9,0.522222222222222
"Scabiosa columbaria","Scabiosa columbaria","",5293.33333333333,19.1964068830769,NA,171.333333333333,NA,"7",1.96,0.363928571428571
"Scabiosa lucida","Scabiosa lucida","",NA,NA,NA,NA,NA,"7",NA,0.175
"Scandix australis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scandix pecten-veneris","Scandix pecten-veneris","",835.77,21.1911111111111,NA,128.258,NA,"5",14.7275,0.24375
"Schedonorus arundinaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus arundinaceus subsp. arundinaceus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus giganteus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schedonorus pratensis subsp. pratensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scirpoides holoschoenus","Scirpoides holoschoenus","",NA,NA,NA,NA,NA,"6",0.19,0.65
"Scirpus sylvaticus","Scirpus sylvaticus","",6962.625,21.0407142857143,NA,227.692857142857,NA,"5",0.12225,0.775
"Scleranthus annuus","Scleranthus annuus","",7.22333333333333,36.0885,NA,166.996666666667,NA,"4",0.938,0.0852777777777778
"Scleranthus annuus subsp. annuus","Scleranthus annuus","",7.22333333333333,36.0885,NA,166.996666666667,NA,"4",0.938,0.0852777777777778
"Scleranthus perennis","Scleranthus perennis","",4.62,18.812,NA,214.474,NA,"5",1.35,0.155
"Sclerochloa dura","Sclerochloa dura","",NA,NA,NA,NA,NA,"4",0.7,0.1
"Scolymus","Scolymus hispanicus","",NA,NA,NA,NA,NA,"",2.2,NA
"Scolymus hispanicus","Scolymus hispanicus","",NA,NA,NA,NA,NA,"",2.2,NA
"Scolymus maculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorpiurus muricatus","Scorpiurus muricatus","",NA,NA,NA,NA,NA,"",10.7428571428571,NA
"Scorpiurus subvillosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorpiurus vermiculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzonera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzonera hirsuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scorzoneroides","Scorzoneroides autumnalis","",112.0193,25.82912,NA,NA,21.42406,"",0.694395,NA
"Scorzoneroides autumnalis","Scorzoneroides autumnalis","",112.0193,25.82912,NA,NA,21.42406,"",0.694395,NA
"Scrophularia auriculata","Scrophularia auriculata","",15875.6666666667,22.825,NA,137,NA,"6",0.12,0.40625
"Scrophularia nodosa","Scrophularia nodosa","",8166,26,NA,182,NA,"6",0.11,0.60625
"Scutellaria galericulata","Scutellaria galericulata","",640.416666666667,41.0322222222222,NA,218.462222222222,NA,"6",0.8,0.253125
"Secale","Secale cereale","Yellow",3459.96666666667,30.2745,NA,1.565,NA,"5_6",23.873,0.24185
"Secale cereale","Secale cereale","Yellow",3459.96666666667,30.2745,NA,1.565,NA,"5_6",23.873,0.24185
"Sedum","Sedum acre_Sedum album_Sedum anglicum_Sedum rubens","",19.11,24.7331016666667,NA,50.3613333333333,NA,"6",0.0335781666666667,0.0688571428571429
"Sedum acre","Sedum acre","",NA,10.9,NA,64,NA,"6",0.035,0.0655555555555556
"Sedum album","Sedum album","",22.97,15.6584066666667,NA,49.584,NA,"6",0.0307345,0.109444444444444
"Sedum anglicum","Sedum anglicum","",NA,39.8,NA,NA,NA,"",0.035,0.029
"Sedum rubens","Sedum rubens","",15.25,32.574,NA,37.5,NA,"6",NA,0.0714285714285714
"Selinum carvifolia","Selinum carvifolia","",6043.335,19.004,NA,221.528,NA,"7",1.3595,0.50625
"Senecio","Senecio inaequidens_Senecio sylvaticus_Senecio vernalis_Senecio viscosus_Senecio vulgaris","Yellow",1722.1909437,32.3081057116402,NA,119.5606,NA,"2_5_6_7",0.278427426977688,0.456145354275609
"Senecio gallicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio inaequidens","Senecio inaequidens","",281.375,22.241,NA,188.273,NA,"7",NA,0.6
"Senecio leucanthemifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio lividus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senecio sylvaticus","Senecio sylvaticus","",3477.6390625,34.8042314814815,NA,114,NA,"6",0.177166413793103,0.663142857142857
"Senecio vernalis","Senecio vernalis","",2460.388,39.5192489285714,NA,91.53,NA,"5",0.19,0.220514948717949
"Senecio viscosus","Senecio viscosus","",1560,22.4666666666667,NA,120,NA,"6",0.5375,0.375
"Senecio vulgaris","Senecio vulgaris","Yellow",831.552656,42.5093814814815,NA,84,NA,"2",0.209043294117647,0.422068965517241
"Senecio vulgaris subsp. vulgaris","Senecio vulgaris","Yellow",831.552656,42.5093814814815,NA,84,NA,"2",0.209043294117647,0.422068965517241
"Serapias lingua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Serapias vomeracea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria","Setaria faberi_Setaria italica_Setaria parviflora_Setaria pumila_Setaria verticillata","White",4403.19987857143,23.8712857142857,NA,212.607,15,"6_6_7_7",1.51565476190476,0.56952380952381
"Setaria adhaerens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Setaria faberi","Setaria faberi","",6113.15714285714,NA,NA,NA,NA,"7",1.9,NA
"Setaria italica","Setaria italica","White",6528.40125,23.928,NA,208.844,15,"6",2.29733333333333,0.798571428571429
"Setaria italica subsp. italica","Setaria italica","White",6528.40125,23.928,NA,208.844,15,"6",2.29733333333333,0.798571428571429
"Setaria italica subsp. viridis","Setaria italica","White",6528.40125,23.928,NA,208.844,15,"6",2.29733333333333,0.798571428571429
"Setaria parviflora","Setaria parviflora","",2948.77,NA,NA,NA,NA,"",NA,NA
"Setaria pumila","Setaria pumila","White",1890.75,23.8145714285714,NA,216.37,NA,"7",0.871,0.46
"Setaria verticillata","Setaria verticillata","",4534.921,NA,NA,NA,NA,"6_7",0.994285714285714,0.45
"Setaria verticillata var. ambigua","Setaria verticillata","",4534.921,NA,NA,NA,NA,"6_7",0.994285714285714,0.45
"Sherardia","Sherardia arvensis","",11.0413333333333,22.4180885714286,NA,188.5,NA,"6",1.5929246,0.14375
"Sherardia arvensis","Sherardia arvensis","",11.0413333333333,22.4180885714286,NA,188.5,NA,"6",1.5929246,0.14375
"Sicyos","Sicyos angulatus","",NA,NA,NA,NA,NA,"",93,NA
"Sicyos angulatus","Sicyos angulatus","",NA,NA,NA,NA,NA,"",93,NA
"Sideritis romana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silaum silaus","Silaum silaus","",5888,17.4333333333333,NA,287.333333333333,NA,"6",2.055,0.50625
"Silene","Silene conica_Silene conoidea_Silene cretica_Silene dichotoma_Silene dioica_Silene gallica_Silene italica_Silene latifolia_Silene noctiflora_Silene nutans_Silene vulgaris","",5296.20100791901,27.2831359111731,NA,146.290518470833,NA,"4_5_6",0.707335180181259,0.403218538528138
"Silene baccifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene bellidifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene conica","Silene conica","",NA,NA,NA,NA,NA,"6",0.346666666666667,0.125625
"Silene conoidea","Silene conoidea","",NA,NA,NA,NA,NA,"",1.058,NA
"Silene cretica","Silene cretica","",294,23.378,NA,135.868,NA,"6",1,0.467142857142857
"Silene dichotoma","Silene dichotoma","",1040.75,25.698,NA,122.81,NA,"6",0.965,0.401428571428571
"Silene dioica","Silene dioica","",3533,39.2691578947368,NA,112,NA,"4",0.662,0.589
"Silene dioica var. dioica","Silene dioica","",3533,39.2691578947368,NA,112,NA,"4",0.662,0.589
"Silene gallica","Silene gallica","",443.7667,32.2819157142857,NA,131.598,NA,"6",0.344090363636364,0.295714285714286
"Silene italica","Silene italica","",NA,NA,NA,NA,NA,"5",0.478,0.7
"Silene latifolia","Silene latifolia","",25295.2196153846,21.217893583,NA,159.09975185,NA,"6",0.603888888888889,0.45975
"Silene muscipula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene nicaeensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene noctiflora","Silene noctiflora","",1882.5,21.9,NA,172.5,NA,"6",1.0692,0.303333333333333
"Silene nocturna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene nutans","Silene nutans","",659.303414634146,25.2148293181818,NA,168,NA,"5",0.315688888888889,0.282369909090909
"Silene nutans subsp. nutans","Silene nutans","",659.303414634146,25.2148293181818,NA,168,NA,"5",0.315688888888889,0.282369909090909
"Silene stricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene vulgaris","Silene vulgaris","",9221.06833333333,29.3052907791803,NA,168.448395916667,NA,"5",0.938152173913044,0.407821428571429
"Silene vulgaris subsp. vulgaris","Silene vulgaris","",9221.06833333333,29.3052907791803,NA,168.448395916667,NA,"5",0.938152173913044,0.407821428571429
"Silphium perfoliatum","Silphium perfoliatum","Yellow",NA,NA,NA,NA,NA,"",6.85,NA
"Silybum","Silybum marianum","",NA,NA,NA,NA,NA,"7",22.7065,0.85
"Silybum marianum","Silybum marianum","",NA,NA,NA,NA,NA,"7",22.7065,0.85
"Sinapis","Sinapis alba_Sinapis arvensis","",5528.895875,30.8322016917293,NA,128.809047619048,NA,"5_6_6",3.92225415384615,0.41708335
"Sinapis alba","Sinapis alba","",2316,23.0171428571429,NA,147.951428571429,NA,"6",5.48125,0.4025
"Sinapis arvensis","Sinapis arvensis","",8741.79175,38.6472605263158,NA,109.666666666667,NA,"5_6",2.36325830769231,0.4316667
"Sinapis arvensis subsp. arvensis","Sinapis arvensis","",8741.79175,38.6472605263158,NA,109.666666666667,NA,"5_6",2.36325830769231,0.4316667
"Sison","Sison amomum","",6204,22.7,NA,210,NA,"",1.24,0.65
"Sison amomum","Sison amomum","",6204,22.7,NA,210,NA,"",1.24,0.65
"Sison segetum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrella aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium","Sisymbrium altissimum_Sisymbrium austriacum_Sisymbrium irio_Sisymbrium loeselii_Sisymbrium officinale_Sisymbrium orientale","Yellow",3954.40645833333,23.1455627705628,NA,143.837234848485,NA,"5_5_6_6",0.154566558441558,0.395408653846154
"Sisymbrium altissimum","Sisymbrium altissimum","",6618.54666666667,21.4566666666667,NA,121.966666666667,NA,"5_6",0.173909090909091,0.658076923076923
"Sisymbrium austriacum","Sisymbrium austriacum","",NA,NA,NA,NA,NA,"5",NA,0.25
"Sisymbrium irio","Sisymbrium irio","Yellow",NA,NA,NA,NA,NA,"5",0.107857142857143,0.240625
"Sisymbrium loeselii","Sisymbrium loeselii","",3960.1,17.6177272727273,NA,193.882272727273,NA,"5_6",0.0425,0.454375
"Sisymbrium officinale","Sisymbrium officinale","",1728.47916666667,31.1828571428571,NA,139,NA,"5",0.294,0.36
"Sisymbrium orientale","Sisymbrium orientale","",3510.5,22.325,NA,120.5,NA,"6",NA,0.409375
"Sisymbrium runcinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax aspera","Smilax aspera","",1497,14.69,NA,NA,27.2,"",38.23,NA
"Smyrnium olusatrum","Smyrnium olusatrum","",6838,39.6,NA,155,NA,"",35.8457142857143,0.8
"Solanum","Solanum americanum_Solanum chenopodioides_Solanum dulcamara_Solanum lycopersicum_Solanum nigrum_Solanum tuberosum_Solanum villosum","Purple",6310.49289285714,20.8953632260761,NA,106.779275,39.8873,"6_7",5.1831165734127,0.684979545454545
"Solanum americanum","Solanum americanum","",NA,NA,NA,NA,NA,"",0.672333333333333,NA
"Solanum chenopodioides","Solanum chenopodioides","",NA,NA,NA,NA,NA,"",0.31,NA
"Solanum dulcamara","Solanum dulcamara","Purple",1825.17157142857,33.3669708333333,NA,167.062,39.8873,"6",26.48972325,1.18181818181818
"Solanum lycopersicum","Solanum lycopersicum","",9016.3,1.02376778525689,NA,1.8871,NA,"",2.251,0.3581
"Solanum nigrum","Solanum nigrum","",1272.5,25.225,NA,131.5,NA,"6",0.675642857142857,0.6
"Solanum nitidibaccatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum tuberosum","Solanum tuberosum","",13128,23.9657142857143,NA,126.668,NA,"7",0.7,0.6
"Solanum villosum","Solanum villosum","",NA,NA,NA,NA,NA,"6",NA,NA
"Solidago","Solidago canadensis_Solidago gigantea_Solidago virgaurea","Yellow",13622.9426153846,18.7378474443683,11.378,317.682298276364,23.2,"7_7_8",0.213704545454545,0.923087020648968
"Solidago canadensis","Solidago canadensis","Yellow",36413.294,13.0623831648696,NA,418.046894829091,NA,"7_8",0.0723636363636364,0.831761061946903
"Solidago gigantea","Solidago gigantea","Yellow",1517,20.25,NA,308,NA,"7_8",0.10875,1.375
"Solidago virgaurea","Solidago virgaurea","",2938.53384615385,22.9011591682353,11.378,227,23.2,"7",0.46,0.5625
"Sonchus","Sonchus arvensis_Sonchus asper_Sonchus oleraceus","Yellow",7038.51117886667,28.1150103295906,NA,130.492825897222,31.2919166666667,"6_7",0.323345992063492,0.966780303030303
"Sonchus arvensis","Sonchus arvensis","",9056.2990366,22.231954108,NA,138.666666666667,NA,"6_7",0.410976333333333,1.165
"Sonchus arvensis subsp. arvensis","Sonchus arvensis","",9056.2990366,22.231954108,NA,138.666666666667,NA,"6_7",0.410976333333333,1.165
"Sonchus arvensis subsp. uliginosus","Sonchus arvensis","",9056.2990366,22.231954108,NA,138.666666666667,NA,"6_7",0.410976333333333,1.165
"Sonchus asper","Sonchus asper","Yellow",5327.992,24.1478616986667,NA,128.934851025,32.9,"6_7",0.255358714285714,0.70125
"Sonchus asper subsp. asper","Sonchus asper","Yellow",5327.992,24.1478616986667,NA,128.934851025,32.9,"6_7",0.255358714285714,0.70125
