"original_taxa","original_ID","database_ID","simplified_taxa","accepted_taxa","in_WFO","match","accepted_wfo"
"Plantago arenaria","863","EU_HMETCALF","Plantago arenaria","Plantago indica","Accepted","Synonym","Plantago indica"
"Plantago pauciflora","872","EU_HMETCALF","Plantago pauciflora","Plantago barbata barbata","Accepted","Synonym","Plantago barbata barbata"
"Poa trivialis subsp. trivialis","881","EU_HMETCALF","Poa trivialis trivialis","Poa trivialis","Accepted","Synonym","Poa trivialis"
"Rumex acetosella subsp. acetosella","955","EU_HMETCALF","Rumex acetosella acetosella","Rumex acetosella","Accepted","Synonym","Rumex acetosella"
"Schedonorus arundinaceus","985","EU_HMETCALF","Schedonorus arundinaceus","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Schedonorus pratensis","986","EU_HMETCALF","Schedonorus pratensis","Lolium pratense","Accepted","Synonym","Lolium pratense"
"Setaria glauca","1013","EU_HMETCALF","Setaria glauca","Cenchrus americanus","Accepted","Synonym","Cenchrus americanus"
"Setaria viridis subsp. viridis","1018","EU_HMETCALF","Setaria viridis viridis","Setaria viridis","Accepted","Synonym","Setaria viridis"
"Silene niceensis","1035","EU_HMETCALF","Silene niceensis","Silene nicaeensis","Accepted","Fuzzy","Silene nicaeensis"
"Sixalix atropurpurea subsp. maritima","1054","EU_HMETCALF","Sixalix atropurpurea maritima","Scabiosa atropurpurea","Accepted","Synonym","Scabiosa atropurpurea"
"Unknown","1171","EU_HMETCALF","Unknown",NA,"NOT FOUND","NOT FOUND",NA
"Unknown","1172","EU_HMETCALF","Unknown",NA,"NOT FOUND","NOT FOUND",NA
"Unknown","1174","EU_HMETCALF","Unknown",NA,"NOT FOUND","NOT FOUND",NA
"Unknown","1175","EU_HMETCALF","Unknown",NA,"NOT FOUND","NOT FOUND",NA
"Unknown","1176","EU_HMETCALF","Unknown",NA,"NOT FOUND","NOT FOUND",NA
"Unknown","1177","EU_HMETCALF","Unknown",NA,"NOT FOUND","NOT FOUND",NA
"Unknown","1178","EU_HMETCALF","Unknown",NA,"NOT FOUND","NOT FOUND",NA
"Unknown","1179","EU_HMETCALF","Unknown",NA,"NOT FOUND","NOT FOUND",NA
"Valerianella eriocarpa","1192","EU_HMETCALF","Valerianella eriocarpa","Valeriana eriocarpa","Accepted","Synonym","Valeriana eriocarpa"
"Elytrigia repens",NA,"FR_ANN_37","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Schoedonorus arundinaceus",NA,"FR_ANN_37","Schoedonorus arundinaceus","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Anisantha sterilis",NA,"FR_ANN_37","Anisantha sterilis","Bromus sterilis","Accepted","Synonym","Bromus sterilis"
"Brachypodium rupestre",NA,"FR_ANN_37","Brachypodium rupestre","Brachypodium pinnatum","Accepted","Synonym","Brachypodium pinnatum"
"Ceratochloa cathartica",NA,"FR_ANN_37","Ceratochloa cathartica","Bromus catharticus","Accepted","Synonym","Bromus catharticus"
"Convolvulus sepium",NA,"FR_ANN_37","Convolvulus sepium","Calystegia sepium","Accepted","Synonym","Calystegia sepium"
"Ononis repens",NA,"FR_ANN_37","Ononis repens","Ononis spinosa procurrens","Accepted","Synonym","Ononis spinosa subsp. procurrens"
"Sinapis arvensis",NA,"FR_ANN_37","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Vulpia myuros",NA,"FR_ANN_37","Vulpia myuros","Festuca myuros","Accepted","Synonym","Festuca myuros"
"Anisantha diandra",NA,"FR_ANN_37","Anisantha diandra","Bromus diandrus","Accepted","Synonym","Bromus diandrus"
"Elytrigia campestre",NA,"FR_ANN_37","Elytrigia campestre","Elymus pungens campestris","Accepted","Synonym","Elymus pungens campestris"
"Arenaria leptoclados",NA,"FR_ANN_37","Arenaria leptoclados","Arenaria serpyllifolia leptoclados","Accepted","Synonym","Arenaria serpyllifolia subsp. leptoclados"
"Lepidium squamatum",NA,"FR_ANN_37","Lepidium squamatum","Lepidium coronopus","Accepted","Synonym","Lepidium coronopus"
"Lycopsis arvensis",NA,"FR_ANN_37","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"Vicia segetalis",NA,"FR_ANN_37","Vicia segetalis","Vicia sativa nigra","Accepted","Synonym","Vicia sativa subsp. nigra"
"Acinos arvensis",NA,"FR_ANN_37","Acinos arvensis","Clinopodium acinos","Accepted","Synonym","Clinopodium acinos"
"Ailanthus altissimus",NA,"FR_ANN_37","Ailanthus altissimus","Ailanthus altissima","Accepted","Fuzzy","Ailanthus altissima"
"Colchicum autumnalis",NA,"FR_ANN_37","Colchicum autumnalis","Colchicum autumnale","Accepted","Fuzzy","Colchicum autumnale"
"Tamus communis",NA,"FR_ANN_37","Tamus communis","Dioscorea communis","Accepted","Synonym","Dioscorea communis"
"Papaver argemone",NA,"FR_ANN_37","Papaver argemone","Roemeria argemone","Accepted","Synonym","Roemeria argemone"
"Cyanus segetum",NA,"FR_ANN_37","Cyanus segetum","Centaurea cyanus","Accepted","Synonym","Centaurea cyanus"
"Aira armoricana",NA,"FR_ANN_37","Aira armoricana","Aira caryophyllea","Accepted","Synonym","Aira caryophyllea"
"Leontodon autumnale",NA,"FR_ANN_37","Leontodon autumnale","Scorzoneroides autumnalis","Accepted","Synonym","Scorzoneroides autumnalis"
"Medicago polymorpha polycarpa",NA,"FR_ANN_37","Medicago polymorpha polycarpa","Medicago polymorpha","Accepted","Synonym","Medicago polymorpha"
"Valerianella dentata",NA,"FR_ANN_37","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Minuartia hybrida tenuifolia",NA,"FR_ANN_37","Minuartia hybrida tenuifolia","Sabulina tenuifolia hybrida","Accepted","Synonym","Sabulina tenuifolia hybrida"
"Valerianella dentata (f. rimosa)",NA,"FR_ANN_37","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Papaver hybridum",NA,"FR_ANN_37","Papaver hybridum","Roemeria hispida","Accepted","Synonym","Roemeria hispida"
"Schoedonorus pratensis",NA,"FR_ANN_37","Schoedonorus pratensis","Lolium pratense","Accepted","Synonym","Lolium pratense"
"Vicia dasycarpa",NA,"FR_ANN_37","Vicia dasycarpa","Vicia villosa varia","Accepted","Synonym","Vicia villosa subsp. varia"
"Anisantha diandra (Roth) Tutin ex Tzvelev, 1963","82750","FR_ANN_45","Anisantha diandra","Bromus diandrus","Accepted","Synonym","Bromus diandrus"
"Anisantha sterilis (L.) Nevski, 1934","82757","FR_ANN_45","Anisantha sterilis","Bromus sterilis","Accepted","Synonym","Bromus sterilis"
"Arenaria leptoclados (Rchb.) Guss., 1844","131605","FR_ANN_45","Arenaria leptoclados","Arenaria serpyllifolia leptoclados","Accepted","Synonym","Arenaria serpyllifolia subsp. leptoclados"
"Brachypodium rupestre (Host) Roem. & Schult., 1817","86301","FR_ANN_45","Brachypodium rupestre","Brachypodium pinnatum","Accepted","Synonym","Brachypodium pinnatum"
"Bryum dichotomum Hedw., 1801","434325","FR_ANN_45","Bryum dichotomum","Gemmabryum dichotomum","Accepted","Synonym","Gemmabryum dichotomum"
"Carthamus mitissimus L., 1753","89235","FR_ANN_45","Carthamus mitissimus","Carduncellus mitissimus","Accepted","Synonym","Carduncellus mitissimus"
"Ceratochloa cathartica (Vahl) Herter, 1940","90192","FR_ANN_45","Ceratochloa cathartica","Bromus catharticus","Accepted","Synonym","Bromus catharticus"
"Convolvulus sepium L., 1753","92353","FR_ANN_45","Convolvulus sepium","Calystegia sepium","Accepted","Synonym","Calystegia sepium"
"Cyanus segetum Hill, 1762","93680","FR_ANN_45","Cyanus segetum","Centaurea cyanus","Accepted","Synonym","Centaurea cyanus"
"Elytrigia campestris (Godr. & Gren.) KerguÃ©len, 1987","96029","FR_ANN_45","Elytrigia campestris","Elymus pungens campestris","Accepted","Synonym","Elymus pungens subsp. campestris"
"Elytrigia Desv., 1810","192126","FR_ANN_45","Elytrigia","Elymus","Accepted","Synonym","Elymus"
"Elytrigia repens [groupe]","20000030","FR_ANN_45","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Ervilia hirsuta (L.) Opiz, 1852","97084","FR_ANN_45","Ervilia hirsuta","Vicia hirsuta","Accepted","Synonym","Vicia hirsuta"
"Ervum tetraspermum L., 1753","97128","FR_ANN_45","Ervum tetraspermum","Vicia tetrasperma","Accepted","Synonym","Vicia tetrasperma"
"Holcus x hybridus Wein, 1913","102906","FR_ANN_45","Holcus x hybridus","Holcus hybridus","Accepted","Synonym","Holcus hybridus"
"Loncomelos pyrenaicus (L.) Hrouda, 1988","106546","FR_ANN_45","Loncomelos pyrenaicus","Loncomelos pyrenaicum","Accepted","Fuzzy","Loncomelos pyrenaicum"
"Lycopsis arvensis L., 1753","82369","FR_ANN_45","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"Phleum nodosum L., 1759","113212","FR_ANN_45","Phleum nodosum","Phleum pratense","Accepted","Synonym","Phleum pratense"
"Poterium sanguisorba L., 1753","115789","FR_ANN_45","Poterium sanguisorba","Sanguisorba minor","Accepted","Synonym","Sanguisorba minor"
"Schedonorus arundinaceus (Schreb.) Dumort., 1824 [nom. cons.]","717533","FR_ANN_45","Schedonorus arundinaceus","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Setaria italica subsp. viridis (L.) Thell., 1912","718292","FR_ANN_45","Setaria italica viridis","Setaria viridis","Accepted","Synonym","Setaria viridis"
"Sinapis arvensis L., 1753","123713","FR_ANN_45","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"Trifolium incarnatum var. incarnatum L., 1753","141861","FR_ANN_45","Trifolium incarnatum incarnatum","Trifolium incarnatum","Accepted","Synonym","Trifolium incarnatum"
"Valerianella dentata (L.) Pollich, 1776","128467","FR_ANN_45","Valerianella dentata","Valeriana dentata","Accepted","Synonym","Valeriana dentata"
"Valerianella locusta (L.) Laterr., 1821","128476","FR_ANN_45","Valerianella locusta","Valeriana locusta","Accepted","Synonym","Valeriana locusta"
"Vicia angustifolia L., 1759","129109","FR_ANN_45","Vicia angustifolia","Vicia sativa nigra","Accepted","Synonym","Vicia sativa nigra"
"Vicia dasycarpa Ten., 1829","129153","FR_ANN_45","Vicia dasycarpa","Vicia villosa varia","Accepted","Synonym","Vicia villosa subsp. varia"
"Vicia segetalis Thuill., 1799","129302","FR_ANN_45","Vicia segetalis","Vicia sativa nigra","Accepted","Synonym","Vicia sativa subsp. nigra"
"Vulpia bromoides (L.) Gray, 1821","129997","FR_ANN_45","Vulpia bromoides","Festuca bromoides","Accepted","Synonym","Festuca bromoides"
"Vulpia myuros (L.) C.C.Gmel., 1805","130028","FR_ANN_45","Vulpia myuros","Festuca myuros","Accepted","Synonym","Festuca myuros"
"Vulpia unilateralis (L.) Stace, 1978","130046","FR_ANN_45","Vulpia unilateralis","Festuca maritima","Accepted","Synonym","Festuca maritima"
"Ziziphora acinos (L.) Melnikov, 2016","91898","FR_ANN_45","Ziziphora acinos","Clinopodium acinos","Accepted","Synonym","Clinopodium acinos"
"Aethusa cynapium f. agrestis (Wallr.) Schube, 1903","613836","FR_ANN_BOURGOGNE","Aethusa cynapium agrestis","Aethusa cynapium segetalis","Accepted","Synonym","Aethusa cynapium subsp. segetalis"
"Aira caryophyllea L. subsp. caryophyllea","131012","FR_ANN_BOURGOGNE","Aira caryophyllea caryophyllea","Aira caryophyllea","Accepted","Synonym","Aira caryophyllea"
"Amaranthus cf. bouchonii","81968","FR_ANN_BOURGOGNE","Amaranthus bouchonii","Amaranthus powellii bouchonii","Accepted","Synonym","Amaranthus powellii subsp. bouchonii"
"Amaranthus cf. hybridus subsp. hybridus","131296","FR_ANN_BOURGOGNE","Amaranthus hybridus hybridus","Amaranthus hybridus","Accepted","Synonym","Amaranthus hybridus"
"Amaranthus hybridus L. subsp. hybridus","131296","FR_ANN_BOURGOGNE","Amaranthus hybridus hybridus","Amaranthus hybridus","Accepted","Synonym","Amaranthus hybridus"
"Anagallis arvensis L., 1753","82321","FR_ANN_BOURGOGNE","Anagallis arvensis","Lysimachia arvensis","Accepted","Synonym","Lysimachia arvensis"
"Anagallis cf. arvensis","82321","FR_ANN_BOURGOGNE","Anagallis arvensis","Lysimachia arvensis","Accepted","Synonym","Lysimachia arvensis"
"Anagallis cf. foemina","82329","FR_ANN_BOURGOGNE","Anagallis foemina","Lysimachia foemina","Accepted","Synonym","Lysimachia foemina"
"Anagallis foemina Mill., 1768","82329","FR_ANN_BOURGOGNE","Anagallis foemina","Lysimachia foemina","Accepted","Synonym","Lysimachia foemina"
"Anisantha sterilis (L.) Nevski, 1934","82757","FR_ANN_BOURGOGNE","Anisantha sterilis","Bromus sterilis","Accepted","Synonym","Bromus sterilis"
"Aphanes australis Rydb., 1908","83160","FR_ANN_BOURGOGNE","Aphanes australis","Alchemilla australis","Accepted","Synonym","Alchemilla australis"
"Aphanes cf. australis","83160","FR_ANN_BOURGOGNE","Aphanes australis","Alchemilla australis","Accepted","Synonym","Alchemilla australis"
"Aphanes cf. australis Rydb., 1908","83160","FR_ANN_BOURGOGNE","Aphanes australis","Alchemilla australis","Accepted","Synonym","Alchemilla australis"
"Arenaria cf. leptoclados","83596","FR_ANN_BOURGOGNE","Arenaria leptoclados","Arenaria serpyllifolia leptoclados","Accepted","Synonym","Arenaria serpyllifolia subsp. leptoclados"
"Arenaria leptoclados (Rchb.) Guss., 1844","83596","FR_ANN_BOURGOGNE","Arenaria leptoclados","Arenaria serpyllifolia leptoclados","Accepted","Synonym","Arenaria serpyllifolia subsp. leptoclados"
"Arenaria serpyllifolia var. serpyllifolia","143778","FR_ANN_BOURGOGNE","Arenaria serpyllifolia serpyllifolia","Arenaria serpyllifolia","Accepted","Synonym","Arenaria serpyllifolia"
"Avena fatua L. subsp. fatua","131985","FR_ANN_BOURGOGNE","Avena fatua fatua","Avena fatua","Accepted","Synonym","Avena fatua"
"Brassica cf. nigra (L.) W.D.J.Koch, 1833","86400","FR_ANN_BOURGOGNE","Brassica nigra","Mutarda nigra","Accepted","Synonym","Mutarda nigra"
"Brassica nigra (L.) W.D.J.Koch, 1833","86400","FR_ANN_BOURGOGNE","Brassica nigra","Mutarda nigra","Accepted","Synonym","Mutarda nigra"
"Capsella bursa-pastoris (L.) Medik. subsp. bursa-pastoris","132541","FR_ANN_BOURGOGNE","Capsella bursa-pastoris bursa-pastoris","Capsella bursa-pastoris","Accepted","Synonym","Capsella bursa-pastoris"
"Capsella bursa-pastoris cf. subsp. rubella (Reut.) Hobk., 1869","132545","FR_ANN_BOURGOGNE","Capsella bursa-pastoris rubella","Capsella rubella","Accepted","Synonym","Capsella rubella"
"Capsella bursa-pastoris subsp. rubella (Reut.) Hobk., 1869","132545","FR_ANN_BOURGOGNE","Capsella bursa-pastoris rubella","Capsella rubella","Accepted","Synonym","Capsella rubella"
"Cardaminopsis arenosa (L.) Hayek subsp. arenosa","132574","FR_ANN_BOURGOGNE","Cardaminopsis arenosa arenosa","Arabidopsis arenosa arenosa","Accepted","Synonym","Arabidopsis arenosa arenosa"
"Cerastium brachypetalum subsp. luridum (Boiss.) Nyman, 1878","133090","FR_ANN_BOURGOGNE","Cerastium brachypetalum luridum","Cerastium brachypetalum roeseri","Accepted","Synonym","Cerastium brachypetalum subsp. roeseri"
"cf. Anagallis arvensis L., 1753","82321","FR_ANN_BOURGOGNE","Anagallis arvensis","Lysimachia arvensis","Accepted","Synonym","Lysimachia arvensis"
"cf. Anagallis foemina Mill., 1768","82329","FR_ANN_BOURGOGNE","Anagallis foemina","Lysimachia foemina","Accepted","Synonym","Lysimachia foemina"
"cf. Anisantha sterilis (L.) Nevski, 1934","82757","FR_ANN_BOURGOGNE","Anisantha sterilis","Bromus sterilis","Accepted","Synonym","Bromus sterilis"
"cf. Chaenorrhinum minus (L.) Lange, 1870","90316","FR_ANN_BOURGOGNE","Chaenorrhinum minus","Chaenorhinum minus","Accepted","Fuzzy","Chaenorhinum minus"
"cf. Chenopodium polyspermum L., 1753","90786","FR_ANN_BOURGOGNE","Chenopodium polyspermum","Lipandra polysperma","Accepted","Synonym","Lipandra polysperma"
"cf. Coincya cheiranthos (Vill.) Greuter & Burdet, 1983","92105","FR_ANN_BOURGOGNE","Coincya cheiranthos","Coincya monensis cheiranthos","Accepted","Synonym","Coincya monensis subsp. cheiranthos"
"cf. Conyza canadensis (L.) Cronquist, 1943","92379","FR_ANN_BOURGOGNE","Conyza canadensis","Erigeron canadensis","Accepted","Synonym","Erigeron canadensis"
"cf. Cyanus segetum Hill, 1762","93680","FR_ANN_BOURGOGNE","Cyanus segetum","Centaurea cyanus","Accepted","Synonym","Centaurea cyanus"
"cf. Elytrigia repens (L.) Desv. ex Nevski, 1934","96046","FR_ANN_BOURGOGNE","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"cf. Hordeum vulgare subsp. vulgare","612498","FR_ANN_BOURGOGNE","Hordeum vulgare vulgare","Hordeum vulgare","Accepted","Synonym","Hordeum vulgare"
"cf. Lens culinaris Medik., 1797","105447","FR_ANN_BOURGOGNE","Lens culinaris","Vicia lens","Accepted","Synonym","Vicia lens"
"cf. Listera ovata (L.) R.Br., 1813","106370","FR_ANN_BOURGOGNE","Listera ovata","Neottia ovata","Accepted","Synonym","Neottia ovata"
"cf. Logfia arvensis (L.) Holub, 1975","106448","FR_ANN_BOURGOGNE","Logfia arvensis","Filago arvensis","Accepted","Synonym","Filago arvensis"
"cf. Lolium x boucheanum Kunth, 1830","106523","FR_ANN_BOURGOGNE","Lolium x boucheanum","Lolium boucheanum","Accepted","Synonym","Lolium boucheanum"
"cf. Lycopsis arvensis L., 1753","107027","FR_ANN_BOURGOGNE","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"cf. Matricaria perforata Mérat, 1812","107470","FR_ANN_BOURGOGNE","Matricaria perforata","Tripleurospermum inodorum","Accepted","Synonym","Tripleurospermum inodorum"
"cf. Medicago sativa subsp. falcata (L.) Arcang., 1882","137666","FR_ANN_BOURGOGNE","Medicago sativa falcata","Medicago falcata","Accepted","Synonym","Medicago falcata"
"cf. Oxalis fontana Bunge, 1835","111886","FR_ANN_BOURGOGNE","Oxalis fontana","Oxalis stricta","Accepted","Synonym","Oxalis stricta"
"cf. Parthenocissus inserta (A.Kern.) Fritsch, 1922","112463","FR_ANN_BOURGOGNE","Parthenocissus inserta","Parthenocissus quinquefolia","Accepted","Synonym","Parthenocissus quinquefolia"
"cf. Polygonum mite Schrank, 1789","114785","FR_ANN_BOURGOGNE","Polygonum mite","Persicaria mitis","Accepted","Synonym","Persicaria mitis"
"cf. Polygonum persicaria L., 1753","114822","FR_ANN_BOURGOGNE","Polygonum persicaria","Persicaria maculosa","Accepted","Synonym","Persicaria maculosa"
"cf. Sinapis arvensis L., 1753","123713","FR_ANN_BOURGOGNE","Sinapis arvensis","Mutarda arvensis","Accepted","Synonym","Mutarda arvensis"
"cf. Solanum nigrum L. subsp. nigrum","141273","FR_ANN_BOURGOGNE","Solanum nigrum nigrum","Solanum nigrum","Accepted","Binomial","Solanum nigrum"
"cf. Triticum durum Desf., 1798","127727","FR_ANN_BOURGOGNE","Triticum durum","Triticum turgidum durum","Accepted","Synonym","Triticum turgidum subsp. durum"
"cf. Valerianella carinata Loisel., 1810","128460","FR_ANN_BOURGOGNE","Valerianella carinata","Valeriana carinata","Accepted","Synonym","Valeriana carinata"
"cf. Vulpia bromoides (L.) Gray, 1821","129997","FR_ANN_BOURGOGNE","Vulpia bromoides","Festuca bromoides","Accepted","Synonym","Festuca bromoides"
"cf. x Triticosecale rimpaui Wittm., 1899","130471","FR_ANN_BOURGOGNE","x Rimpaui","Triticale x rimpaui","Accepted","Synonym","Triticale x rimpaui"
"Chaenorrhinum minus (L.) Lange, 1870","90316","FR_ANN_BOURGOGNE","Chaenorrhinum minus","Chaenorhinum minus","Accepted","Fuzzy","Chaenorhinum minus"
"Chenopodium cf. polyspermum","90786","FR_ANN_BOURGOGNE","Chenopodium polyspermum","Lipandra polysperma","Accepted","Synonym","Lipandra polysperma"
"Chenopodium polyspermum L., 1753","90786","FR_ANN_BOURGOGNE","Chenopodium polyspermum","Lipandra polysperma","Accepted","Synonym","Lipandra polysperma"
"Consolida regalis Gray, 1821","92270","FR_ANN_BOURGOGNE","Consolida regalis","Delphinium consolida","Accepted","Synonym","Delphinium consolida"
"Convolvulus cf. sepium L., 1753","92353","FR_ANN_BOURGOGNE","Convolvulus sepium","Calystegia sepium","Accepted","Synonym","Calystegia sepium"
"Convolvulus sepium L., 1753","92353","FR_ANN_BOURGOGNE","Convolvulus sepium","Calystegia sepium","Accepted","Synonym","Calystegia sepium"
"Conyza canadensis (L.) Cronquist, 1943","92379","FR_ANN_BOURGOGNE","Conyza canadensis","Erigeron canadensis","Accepted","Synonym","Erigeron canadensis"
"Corrigiola littoralis L., 1753","92566","FR_ANN_BOURGOGNE","Corrigiola littoralis","Corrigiola litoralis","Accepted","Fuzzy","Corrigiola litoralis"
"Cyanus segetum Hill, 1762","93680","FR_ANN_BOURGOGNE","Cyanus segetum","Centaurea cyanus","Accepted","Synonym","Centaurea cyanus"
"Elytrigia cf. repens (L.) Desv. ex Nevski, 1934","96046","FR_ANN_BOURGOGNE","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Elytrigia repens (L.) Desv. ex Nevski, 1934","96046","FR_ANN_BOURGOGNE","Elytrigia repens","Elymus repens","Accepted","Synonym","Elymus repens"
"Erophila cf. spathulata","97003","FR_ANN_BOURGOGNE","Erophila spathulata","Draba verna","Accepted","Synonym","Draba verna"
"Erophila spathulata Láng, 1824","97003","FR_ANN_BOURGOGNE","Erophila spathulata","Draba verna","Accepted","Synonym","Draba verna"
"Erophila verna (Groupe)","5","FR_ANN_BOURGOGNE","Erophila verna","Draba verna","Accepted","Synonym","Draba verna"
"Erophila verna (L.) Chevall. subsp. verna","159889","FR_ANN_BOURGOGNE","Erophila verna verna","Draba verna","Accepted","Synonym","Draba verna"
"Ervum cf. tetraspermum L., 1753","97128","FR_ANN_BOURGOGNE","Ervum tetraspermum","Vicia tetrasperma","Accepted","Synonym","Vicia tetrasperma"
"Ervum tetraspermum L., 1753","97128","FR_ANN_BOURGOGNE","Ervum tetraspermum","Vicia tetrasperma","Accepted","Synonym","Vicia tetrasperma"
"Festuca arundinacea Schreb., 1771","98078","FR_ANN_BOURGOGNE","Festuca arundinacea","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Festuca cf. arundinacea","98078","FR_ANN_BOURGOGNE","Festuca arundinacea","Lolium arundinaceum","Accepted","Synonym","Lolium arundinaceum"
"Festuca cf. pratensis","98460","FR_ANN_BOURGOGNE","Festuca pratensis","Lolium pratense","Accepted","Synonym","Lolium pratense"
"Festuca pratensis Huds., 1762","98460","FR_ANN_BOURGOGNE","Festuca pratensis","Lolium pratense","Accepted","Synonym","Lolium pratense"
"Filago vulgaris Lam., 1779","98707","FR_ANN_BOURGOGNE","Filago vulgaris","Filago germanica","Accepted","Synonym","Filago germanica"
"Fumaria officinalis f. officinalis","134778","FR_ANN_BOURGOGNE","Fumaria officinalis officinalis","Fumaria officinalis","Accepted","Synonym","Fumaria officinalis"
"Galium aparine subsp. spurium (L.) Hartm., 1846","134858","FR_ANN_BOURGOGNE","Galium aparine spurium","Galium spurium","Accepted","Synonym","Galium spurium"
"Galium cf. spurium subsp. tenerum","134938","FR_ANN_BOURGOGNE","Galium spurium tenerum","Galium spurium spurium","Accepted","Synonym","Galium spurium subsp. spurium"
"Galium spurium subsp. tenerum (Schleich. ex Gaudin) Nyman, 1879","134938","FR_ANN_BOURGOGNE","Galium spurium tenerum","Galium spurium spurium","Accepted","Synonym","Galium spurium subsp. spurium"
"Gypsophila muralis L., 1753","100677","FR_ANN_BOURGOGNE","Gypsophila muralis","Psammophiliella muralis","Accepted","Synonym","Psammophiliella muralis"
"Hordeum vulgare subsp. vulgare L., 1753","612498","FR_ANN_BOURGOGNE","Hordeum vulgare vulgare","Hordeum vulgare","Accepted","Synonym","Hordeum vulgare"
"Lens cf. culinaris","105447","FR_ANN_BOURGOGNE","Lens culinaris","Vicia lens","Accepted","Synonym","Vicia lens"
"Lens culinaris Medik., 1797","105447","FR_ANN_BOURGOGNE","Lens culinaris","Vicia lens","Accepted","Synonym","Vicia lens"
"Lolium cf. x boucheanum","106523","FR_ANN_BOURGOGNE","Lolium x boucheanum","Lolium boucheanum","Accepted","Synonym","Lolium boucheanum"
"Lolium cf. x boucheanum Kunth, 1830","106523","FR_ANN_BOURGOGNE","Lolium x boucheanum","Lolium boucheanum","Accepted","Synonym","Lolium boucheanum"
"Lolium x boucheanum Kunth, 1830","106523","FR_ANN_BOURGOGNE","Lolium x boucheanum","Lolium boucheanum","Accepted","Synonym","Lolium boucheanum"
"Lycopsis arvensis L., 1753","107027","FR_ANN_BOURGOGNE","Lycopsis arvensis","Anchusa arvensis","Accepted","Synonym","Anchusa arvensis"
"Lysimachia arvensis subsp. arvensis","612638","FR_ANN_BOURGOGNE","Lysimachia arvensis arvensis","Lysimachia arvensis","Accepted","Synonym","Lysimachia arvensis"
"Matricaria cf. perforata","107470","FR_ANN_BOURGOGNE","Matricaria perforata","Tripleurospermum inodorum","Accepted","Synonym","Tripleurospermum inodorum"
"Matricaria perforata Mérat, 1812","107470","FR_ANN_BOURGOGNE","Matricaria perforata","Tripleurospermum inodorum","Accepted","Synonym","Tripleurospermum inodorum"
"Medicago sativa subsp. falcata (L.) Arcang., 1882","137666","FR_ANN_BOURGOGNE","Medicago sativa falcata","Medicago falcata","Accepted","Synonym","Medicago falcata"
"Ononis spinosa subsp. maritima (Dumort. ex Piré) P.Fourn., 1937","138211","FR_ANN_BOURGOGNE","Ononis spinosa maritima","Ononis spinosa procurrens","Accepted","Synonym","Ononis spinosa subsp. procurrens"
"Oxalis cf. fontana","111886","FR_ANN_BOURGOGNE","Oxalis fontana","Oxalis stricta","Accepted","Synonym","Oxalis stricta"
"Oxalis cf. fontana Bunge, 1835","111886","FR_ANN_BOURGOGNE","Oxalis fontana","Oxalis stricta","Accepted","Synonym","Oxalis stricta"
"Oxalis fontana Bunge, 1835","111886","FR_ANN_BOURGOGNE","Oxalis fontana","Oxalis stricta","Accepted","Synonym","Oxalis stricta"
"Papaver argemone L., 1753","112285","FR_ANN_BOURGOGNE","Papaver argemone","Roemeria argemone","Accepted","Synonym","Roemeria argemone"
"Papaver cf. x hungaricum","112383","FR_ANN_BOURGOGNE","Papaver x hungaricum","Papaver x strigosum","Accepted","Synonym","Papaver x strigosum"
"Papaver x hungaricum Borbás, 1900","112383","FR_ANN_BOURGOGNE","Papaver x hungaricum","Papaver x strigosum","Accepted","Synonym","Papaver x strigosum"
"Parthenocissus inserta (A.Kern.) Fritsch, 1922","112463","FR_ANN_BOURGOGNE","Parthenocissus inserta","Parthenocissus quinquefolia","Accepted","Synonym","Parthenocissus quinquefolia"
"Phleum nodosum L., 1759","113212","FR_ANN_BOURGOGNE","Phleum nodosum","Phleum pratense","Accepted","Synonym","Phleum pratense"
"Phleum pratense L. subsp. pratense","138726","FR_ANN_BOURGOGNE","Phleum pratense pratense","Phleum pratense","Accepted","Synonym","Phleum pratense"
"Phleum pratense subsp. serotinum (Jord.) Berher, 1887","138727","FR_ANN_BOURGOGNE","Phleum pratense serotinum","Phleum bertolonii","Accepted","Synonym","Phleum bertolonii"
"Pisum sativum L., 1753","113778","FR_ANN_BOURGOGNE","Pisum sativum","Lathyrus oleraceus","Accepted","Synonym","Lathyrus oleraceus"
