"accepted_taxa","full_name","wfo_rank"
"Symphoricarpos albus","Symphoricarpos albus (L.) S.F.Blake","species"
"Symphyotrichum","Symphyotrichum Nees","genus"
"Symphyotrichum lanceolatum","Symphyotrichum lanceolatum (Willd.) G.L.Nesom","species"
"Symphytum","Symphytum L.","genus"
"Symphytum officinale","Symphytum officinale L.","species"
"Symphytum orientale","Symphytum orientale L.","species"
"Symphytum tuberosum","Symphytum tuberosum L.","species"
"Syringa vulgaris","Syringa vulgaris L.","species"
"Taeniatherum caput-medusae","Taeniatherum caput-medusae (L.) Nevski","species"
"Tagetes","Tagetes L.","genus"
"Tagetes minuta","Tagetes minuta L.","species"
"Tanacetum","Tanacetum L.","genus"
"Tanacetum annuum","Tanacetum annuum L.","species"
"Tanacetum corymbosum","Tanacetum corymbosum (L.) Sch.Bip.","species"
"Tanacetum vulgare","Tanacetum vulgare L.","species"
"Taraxacum","Taraxacum F.H.Wigg.","genus"
"Taraxacum campylodes","Taraxacum campylodes G.E.Haglund","species"
"Taraxacum erythrospermum","Taraxacum erythrospermum Andrz. ex Besser","species"
"Taraxacum officinale","Taraxacum officinale F.H.Wigg.","species"
"Taraxacum taraxacoides","Taraxacum taraxacoides (Hoppe & Hornsch.) Willk.","species"
"Taraxacum tiroliense","Taraxacum tiroliense Dahlst.","species"
"Taxus baccata","Taxus baccata L.","species"
"Teesdalia nudicaulis","Teesdalia nudicaulis (L.) W.T.Aiton","species"
"Teloxys aristata","Teloxys aristata (L.) Moq.","species"
"Teucrium","Teucrium L.","genus"
"Teucrium botrys","Teucrium botrys L.","species"
"Teucrium chamaedrys","Teucrium chamaedrys L.","species"
"Teucrium polium","Teucrium polium L.","species"
"Teucrium scorodonia","Teucrium scorodonia L.","species"
"Thalictrum flavum","Thalictrum flavum L.","species"
"Thalictrum lucidum","Thalictrum lucidum L.","species"
"Thalictrum minus","Thalictrum minus L.","species"
"Thapsia","Thapsia L.","genus"
"Thesium dollineri","Thesium dollineri Murb. ex Velen.","species"
"Thesium humile","Thesium humile Vahl","species"
"Thinopyrum elongatum","Thinopyrum elongatum (Host) D.R.Dewey","species"
"Thinopyrum intermedium","Thinopyrum intermedium (Host) Barkworth & D.R.Dewey","species"
"Thinopyrum intermedium intermedium","Thinopyrum intermedium subsp. intermedium ","subspecies"
"Thinopyrum junceum","Thinopyrum junceum (L.) Á.Löve","species"
"Thlaspi","Thlaspi L.","genus"
"Thlaspi arvense","Thlaspi arvense L.","species"
"Thymbra capitata","Thymbra capitata (L.) Cav.","species"
"Thymelaea passerina","Thymelaea passerina (L.) Coss. & Germ.","species"
"Thymelaea sanamunda","Thymelaea sanamunda All.","species"
"Thymus","Thymus L.","genus"
"Thymus pulegioides","Thymus pulegioides L.","species"
"Thymus serpyllum","Thymus serpyllum L.","species"
"Thymus spinulosus","Thymus spinulosus Ten.","species"
"Thymus striatus","Thymus striatus Vahl","species"
"Thymus vulgaris","Thymus vulgaris L.","species"
"Tilia","Tilia L.","genus"
"Tilia cordata","Tilia cordata Mill.","species"
"Tilia platyphyllos","Tilia platyphyllos Scop.","species"
"Tolpis barbata","Tolpis barbata (L.) Gaertn.","species"
"Tolpis lagopoda","Tolpis lagopoda C.Sm. ex Link","species"
"Tolpis umbellata","Tolpis umbellata Bertol.","species"
"Tordylium","Tordylium Tourn. ex L.","genus"
"Tordylium apulum","Tordylium apulum L.","species"
"Tordylium maximum","Tordylium maximum L.","species"
"Tordylium officinale","Tordylium officinale L.","species"
"Torilis","Torilis Adans.","genus"
"Torilis arvensis","Torilis arvensis (Huds.) Link","species"
"Torilis japonica","Torilis japonica DC.","species"
"Torilis leptophylla","Torilis leptophylla Rchb.f.","species"
"Torilis nodosa","Torilis nodosa (L.) Gaertn.","species"
"Tragopogon","Tragopogon L.","genus"
"Tragopogon crocifolius","Tragopogon crocifolius L.","species"
"Tragopogon dubius","Tragopogon dubius Scop.","species"
"Tragopogon orientalis","Tragopogon orientalis L.","species"
"Tragopogon porrifolius","Tragopogon porrifolius L.","species"
"Tragopogon pratensis","Tragopogon pratensis L.","species"
"Tragopogon pratensis pratensis","Tragopogon pratensis f. pratensis L.","form"
"Tragus racemosus","Tragus racemosus (L.) All.","species"
"Tribulus terrestris","Tribulus terrestris L.","species"
"Trifolium","Trifolium Tourn. ex L.","genus"
"Trifolium alexandrinum","Trifolium alexandrinum L.","species"
"Trifolium alpestre","Trifolium alpestre L.","species"
"Trifolium angustifolium","Trifolium angustifolium L.","species"
"Trifolium arvense","Trifolium arvense L.","species"
"Trifolium aureum","Trifolium aureum Pollich","species"
"Trifolium campestre","Trifolium campestre Schreb.","species"
"Trifolium cherleri","Trifolium cherleri L.","species"
"Trifolium dubium","Trifolium dubium Sibth.","species"
"Trifolium fragiferum","Trifolium fragiferum L.","species"
"Trifolium glomeratum","Trifolium glomeratum L.","species"
"Trifolium hirtum","Trifolium hirtum All.","species"
"Trifolium hybridum","Trifolium hybridum L.","species"
"Trifolium incarnatum","Trifolium incarnatum L.","species"
"Trifolium lappaceum","Trifolium lappaceum L.","species"
"Trifolium medium","Trifolium medium L.","species"
"Trifolium micranthum","Trifolium micranthum Viv.","species"
"Trifolium montanum","Trifolium montanum L.","species"
"Trifolium nigrescens","Trifolium nigrescens Viv.","species"
"Trifolium pallidum","Trifolium pallidum Waldst. & Kit.","species"
"Trifolium patens","Trifolium patens Schreb.","species"
"Trifolium pratense","Trifolium pratense L.","species"
"Trifolium repens","Trifolium repens L.","species"
"Trifolium resupinatum","Trifolium resupinatum L.","species"
"Trifolium rubens","Trifolium rubens L.","species"
"Trifolium scabrum","Trifolium scabrum L.","species"
"Trifolium squamosum","Trifolium squamosum L.","species"
"Trifolium squarrosum","Trifolium squarrosum L.","species"
"Trifolium stellatum","Trifolium stellatum L.","species"
"Trifolium striatum","Trifolium striatum L.","species"
"Trifolium strictum","Trifolium strictum L.","species"
"Trifolium subterraneum","Trifolium subterraneum L.","species"
"Trifolium suffocatum","Trifolium suffocatum L.","species"
"Trifolium tomentosum","Trifolium tomentosum L.","species"
"Trifolium vessiculosum","Trifolium vessiculosum Savi","species"
"Trigonella","Trigonella L.","genus"
"Trigonella balansae","Trigonella balansae Boiss. & Reut.","species"
"Trigonella esculenta","Trigonella esculenta Willd.","species"
"Trigonella foenum-graecum","Trigonella foenum-graecum L.","species"
"Trigonella gladiata","Trigonella gladiata Steven ex M.Bieb.","species"
"Trigonotis","Trigonotis Steven","genus"
"Trigonotis peduncularis","Trigonotis peduncularis Steven ex Palib.","species"
"Tripleurospermum","Tripleurospermum Sch.Bip.","genus"
"Tripleurospermum inodorum","Tripleurospermum inodorum (L.) Sch.Bip.","species"
"Tripleurospermum maritimum","Tripleurospermum maritimum (L.) W.D.J.Koch","species"
"Trisetaria aurea","Trisetaria aurea (Ten.) Pignatti","species"
"Trisetaria panicea","Trisetaria panicea (Lam.) Paunero","species"
"Trisetum flavescens","Trisetum flavescens (L.) P.Beauv.","species"
"Triticosecale","Triticosecale Wittm. ex Degen","genus"
"Triticosecale rimpaui","Triticosecale rimpaui Wittm.","species"
"Triticum","Triticum L.","genus"
"Triticum aestivum","Triticum aestivum L.","species"
"Triticum aestivum spelta","Triticum aestivum subsp. spelta (L.) Thell.","subspecies"
"Triticum monococcum","Triticum monococcum L.","species"
"Triticum turgidum","Triticum turgidum L.","species"
"Triticum turgidum durum","Triticum turgidum subsp. durum (Desf.) Husn.","subspecies"
"Tulipa","Tulipa L.","genus"
"Tulipa agenensis","Tulipa agenensis Redouté","species"
"Tulipa clusiana","Tulipa clusiana Redouté","species"
"Tulipa gesneriana","Tulipa gesneriana L.","species"
"Tulipa sylvestris","Tulipa sylvestris L.","species"
"Turgenia latifolia","Turgenia latifolia (L.) Hoffm.","species"
"Tussilago farfara","Tussilago farfara L.","species"
"Typha latifolia","Typha latifolia L.","species"
"Tyrimnus leucographus","Tyrimnus leucographus Cass.","species"
"Ulex","Ulex L.","genus"
"Ulex europaeus","Ulex europaeus L.","species"
"Ulmaceae","Ulmaceae Mirb.","family"
"Ulmus","Ulmus L.","genus"
"Ulmus glabra","Ulmus glabra Huds.","species"
"Ulmus laevis","Ulmus laevis Pall.","species"
"Ulmus minor","Ulmus minor Mill.","species"
"Ulmus minor minor","Ulmus minor subsp. minor ","subspecies"
"Umbilicus rupestris","Umbilicus rupestris (Salisb.) Dandy","species"
"Urospermum dalechampii","Urospermum dalechampii (L.) Scop.","species"
"Urospermum picroides","Urospermum picroides (L.) Scop. ex F.W.Schmidt","species"
"Urtica","Urtica L.","genus"
"Urtica dioica","Urtica dioica L.","species"
"Urtica urens","Urtica urens L.","species"
"Valeriana","Valeriana L.","genus"
"Valeriana calcitrapae","Valeriana calcitrapae L.","species"
"Valeriana carinata","Valeriana carinata (Loisel.) Christenh. & Byng","species"
"Valeriana dentata","Valeriana dentata (L.) All.","species"
"Valeriana dioica","Valeriana dioica L.","species"
"Valeriana discoidea","Valeriana discoidea (L.) Willd.","species"
"Valeriana echinata","Valeriana echinata L.","species"
"Valeriana eriocarpa","Valeriana eriocarpa (Desv.) Christenh. & Byng","species"
"Valeriana excelsa","Valeriana excelsa Poir.","species"
"Valeriana excelsa sambucifolia","Valeriana excelsa subsp. sambucifolia (J.C.Mikan ex Pohl) Holub","subspecies"
"Valeriana locusta","Valeriana locusta L.","species"
"Valeriana officinalis","Valeriana officinalis L.","species"
"Valeriana pumila","Valeriana pumila (L.) Willd.","species"
"Valeriana rimosa","Valeriana rimosa (Bastard) Christenh. & Byng","species"
"Valeriana rubra","Valeriana rubra L.","species"
"Valerianella","Valerianella Mill.","genus"
"Valerianella abyssinica","Valerianella abyssinica Fresen.","species"
"Valerianella coronata","Valerianella coronata (L.) DC.","species"
"Valerianella multidentata","Valerianella multidentata Loscos & J.Pardo","species"
"Valerianella muricata","Valerianella muricata (Steven ex M.Bieb.) W.H.Baxter","species"
"Verbascum","Verbascum L.","genus"
"Verbascum blattaria","Verbascum blattaria L.","species"
"Verbascum boerhavii","Verbascum boerhavii L.","species"
"Verbascum chaixii","Verbascum chaixii Vill.","species"
"Verbascum densiflorum","Verbascum densiflorum Bertol.","species"
"Verbascum lychnitis","Verbascum lychnitis L.","species"
"Verbascum nigrum","Verbascum nigrum L.","species"
"Verbascum phlomoides","Verbascum phlomoides L.","species"
"Verbascum phoeniceum","Verbascum phoeniceum L.","species"
"Verbascum pulverulentum","Verbascum pulverulentum Vill.","species"
"Verbascum sinuatum","Verbascum sinuatum L.","species"
"Verbascum speciosum","Verbascum speciosum Schrad.","species"
"Verbascum thapsus","Verbascum thapsus L.","species"
"Verbena","Verbena L.","genus"
"Verbena officinalis","Verbena officinalis L.","species"
"Verbena supina","Verbena supina L.","species"
"Veronica","Veronica L.","genus"
"Veronica acinifolia","Veronica acinifolia L.","species"
"Veronica agrestis","Veronica agrestis L.","species"
"Veronica anagallis-aquatica","Veronica anagallis-aquatica L.","species"
"Veronica arvensis","Veronica arvensis L.","species"
"Veronica beccabunga","Veronica beccabunga L.","species"
"Veronica catenata","Veronica catenata Pennell","species"
"Veronica chamaedrys","Veronica chamaedrys L.","species"
"Veronica cymbalaria","Veronica cymbalaria Bodard","species"
"Veronica filiformis","Veronica filiformis Sm.","species"
"Veronica hederifolia","Veronica hederifolia L.","species"
"Veronica montana","Veronica montana L.","species"
"Veronica officinalis","Veronica officinalis L.","species"
"Veronica opaca","Veronica opaca Fr.","species"
"Veronica peregrina","Veronica peregrina L.","species"
"Veronica persica","Veronica persica Poir.","species"
"Veronica polita","Veronica polita Fr.","species"
"Veronica praecox","Veronica praecox All.","species"
"Veronica prostrata","Veronica prostrata L.","species"
"Veronica serpyllifolia","Veronica serpyllifolia L.","species"
"Veronica spicata","Veronica spicata L.","species"
"Veronica triloba","Veronica triloba (Opiz) Opiz","species"
"Veronica triphyllos","Veronica triphyllos L.","species"
"Veronica urticifolia","Veronica urticifolia Jacq.","species"
"Veronica verna","Veronica verna L.","species"
"Viburnum","Viburnum L.","genus"
"Viburnum lantana","Viburnum lantana L.","species"
"Vicia","Vicia L.","genus"
"Vicia articulata","Vicia articulata Hornem.","species"
"Vicia benghalensis","Vicia benghalensis L.","species"
"Vicia bithynica","Vicia bithynica (L.) L.","species"
"Vicia ciliatula","Vicia ciliatula Lipsky","species"
"Vicia cracca","Vicia cracca L.","species"
"Vicia disperma","Vicia disperma DC.","species"
"Vicia eriocarpa","Vicia eriocarpa (Hausskn.) Halácsy","species"
"Vicia ervilia","Vicia ervilia (L.) Willd.","species"
"Vicia faba","Vicia faba L.","species"
"Vicia grandiflora","Vicia grandiflora Scop.","species"
"Vicia hirsuta","Vicia hirsuta (L.) Gray","species"
"Vicia hybrida","Vicia hybrida L.","species"
"Vicia johannis","Vicia johannis Tamamsch.","species"
"Vicia lathyroides","Vicia lathyroides L.","species"
"Vicia lens","Vicia lens (L.) Coss. & Germ.","species"
"Vicia lutea","Vicia lutea L.","species"
"Vicia monantha","Vicia monantha Retz.","species"
"Vicia narbonensis","Vicia narbonensis L.","species"
"Vicia pannonica","Vicia pannonica Crantz","species"
"Vicia parviflora","Vicia parviflora Cav.","species"
"Vicia peregrina","Vicia peregrina L.","species"
"Vicia pisiformis","Vicia pisiformis L.","species"
"Vicia pubescens","Vicia pubescens (DC.) Link","species"
"Vicia sativa","Vicia sativa L.","species"
"Vicia sativa nigra","Vicia sativa subsp. nigra Ehrh.","subspecies"
"Vicia sepium","Vicia sepium L.","species"
"Vicia serratifolia","Vicia serratifolia Jacq.","species"
"Vicia setifolia setifolia","Vicia setifolia var. setifolia ","variety"
"Vicia tenuifolia","Vicia tenuifolia Roth","species"
"Vicia tetrasperma","Vicia tetrasperma (L.) Schreb.","species"
"Vicia villosa","Vicia villosa Roth","species"
"Vicia villosa varia","Vicia villosa subsp. varia (Host) Corb.","subspecies"
"Vinca major","Vinca major L.","species"
"Vincetoxicum hirundinaria","Vincetoxicum hirundinaria Medik.","species"
"Viola","Viola L.","genus"
"Viola alba","Viola alba Besser","species"
"Viola arvensis","Viola arvensis Murray","species"
"Viola canina","Viola canina L.","species"
"Viola hirta","Viola hirta L.","species"
"Viola kitaibeliana","Viola kitaibeliana Schult.","species"
"Viola odorata","Viola odorata L.","species"
"Viola palustris","Viola palustris L.","species"
"Viola reichenbachiana","Viola reichenbachiana Jord. ex Boreau","species"
"Viola riviniana","Viola riviniana Rchb.","species"
"Viola tricolor","Viola tricolor L.","species"
"Visnaga daucoides","Visnaga daucoides Gaertn.","species"
"Vitis","Vitis L.","genus"
"Vitis rupestris","Vitis rupestris Scheele","species"
"Vitis vinifera","Vitis vinifera L.","species"
"x Hesperotropsis x leylandii","× Hesperotropsis × leylandii (A.B.Jacks. & Dallim.) Garland & Gerry Moore","species"
"Xanthium","Xanthium L.","genus"
"Xanthium cavanillesii","Xanthium cavanillesii Schouw ex Didr.","species"
"Xanthium orientale","Xanthium orientale L.","species"
"Xanthium spinosum","Xanthium spinosum L.","species"
"Xanthium strumarium","Xanthium strumarium L.","species"
"Xanthium strumarium","Xanthium strumarium Lour.","species"
"Xanthium strumarium strumarium","Xanthium strumarium subsp. strumarium ","subspecies"
"Xeranthemum","Xeranthemum L.","genus"
"Xeranthemum cylindraceum","Xeranthemum cylindraceum Sm.","species"
"Xeranthemum inapertum","Xeranthemum inapertum (L.) Mill.","species"
"Zea mays","Zea mays L.","species"
