"synonym_taxa","synonym_full_name","accepted_taxa"
"Arachnospermum resedaefolium","Arachnospermum resedaefolium (L.) F.W.Schmidt","Podospermum laciniatum"
"Hieracium podospermum","Hieracium podospermum E.H.L.Krause","Podospermum laciniatum"
"Podospermum angustissimum","Podospermum angustissimum Schur","Podospermum laciniatum"
"Podospermum buxbaumii","Podospermum buxbaumii K.Koch","Podospermum laciniatum"
"Podospermum coronipifolium","Podospermum coronipifolium Sch.Bip.","Podospermum laciniatum"
"Podospermum decumbens intermedium","Podospermum decumbens subsp. intermedium (DC.) Arcang.","Podospermum laciniatum"
"Podospermum heterophyllum","Podospermum heterophyllum K.Koch","Podospermum laciniatum"
"Podospermum laciniatum laeve","Podospermum laciniatum f. laeve Bisch.","Podospermum laciniatum"
"Podospermum laciniatum muricatum","Podospermum laciniatum f. muricatum (DC.) Bisch.","Podospermum laciniatum"
"Podospermum laciniatum integrifolium","Podospermum laciniatum subsp. integrifolium Arcang.","Podospermum laciniatum"
"Podospermum laciniatum tenorei","Podospermum laciniatum subsp. tenorei (C.Presl) Nyman","Podospermum laciniatum"
"Podospermum laciniatum elatum","Podospermum laciniatum var. elatum Schur","Podospermum laciniatum"
"Podospermum laciniatum heterophyllum","Podospermum laciniatum var. heterophyllum Dumort.","Podospermum laciniatum"
"Podospermum laciniatum intermedium","Podospermum laciniatum var. intermedium (Guss.) Batt.","Podospermum laciniatum"
"Podospermum laciniatum laciniatum","Podospermum laciniatum var. laciniatum","Podospermum laciniatum"
"Podospermum laciniatum latifolium","Podospermum laciniatum var. latifolium Gren. & Godr.","Podospermum laciniatum"
"Podospermum laciniatum leve","Podospermum laciniatum var. leve Bisch.","Podospermum laciniatum"
"Podospermum laciniatum minus","Podospermum laciniatum var. minus Schur","Podospermum laciniatum"
"Podospermum laciniatum muriculatum","Podospermum laciniatum var. muriculatum Schur","Podospermum laciniatum"
"Podospermum laciniatum octangulare","Podospermum laciniatum var. octangulare (Willd.) Batt.","Podospermum laciniatum"
"Podospermum laciniatum tenuisectum","Podospermum laciniatum var. tenuisectum Schur","Podospermum laciniatum"
"Podospermum muricatum","Podospermum muricatum (Balb.) DC.","Podospermum laciniatum"
"Podospermum muricatum spurinum","Podospermum muricatum var. spurinum Gaudin","Podospermum laciniatum"
"Podospermum octangulare","Podospermum octangulare (Willd.) DC.","Podospermum laciniatum"
"Podospermum resedaefolium","Podospermum resedaefolium (L.) DC.","Podospermum laciniatum"
"Podospermum salinum","Podospermum salinum Schur","Podospermum laciniatum"
"Podospermum tenorei","Podospermum tenorei DC.","Podospermum laciniatum"
"Podospermum tenuifolium","Podospermum tenuifolium Hoffmanns. & Link","Podospermum laciniatum"
"Podospermum willkommii","Podospermum willkommii Sch.Bip.","Podospermum laciniatum"
"Rhabdotheca resedifolia","Rhabdotheca resedifolia Pomel","Podospermum laciniatum"
"Scorzonera biennis","Scorzonera biennis J.P.Wolff","Podospermum laciniatum"
"Scorzonera calvescens","Scorzonera calvescens DC.","Podospermum laciniatum"
"Scorzonera hoffmanseggiana","Scorzonera hoffmanseggiana P.Silva","Podospermum laciniatum"
"Scorzonera intermedia","Scorzonera intermedia Guss.","Podospermum laciniatum"
"Scorzonera laciniata latifolia","Scorzonera laciniata f. latifolia (Gren. & Godr.) O.Bolòs & Vigo","Podospermum laciniatum"
"Scorzonera laciniata intermedia","Scorzonera laciniata subsp. intermedia","Podospermum laciniatum"
"Scorzonera laciniata laciniata","Scorzonera laciniata subsp. laciniata","Podospermum laciniatum"
"Scorzonera laciniata calcitrapifolia","Scorzonera laciniata var. calcitrapifolia (Vahl) Moris","Podospermum laciniatum"
"Scorzonera laciniata genuina","Scorzonera laciniata var. genuina Gren. & Godr.","Podospermum laciniatum"
"Scorzonera laciniata integrifolia","Scorzonera laciniata var. integrifolia (Gren. & Godr.) Rouy","Podospermum laciniatum"
"Scorzonera laciniata muricata","Scorzonera laciniata var. muricata (Balb.) Jáv.","Podospermum laciniatum"
"Scorzonera laciniata octangularis","Scorzonera laciniata var. octangularis (Willd.) Maire","Podospermum laciniatum"
"Scorzonera laciniata subintegrifolia","Scorzonera laciniata var. subintegrifolia Lipsch.","Podospermum laciniatum"
"Scorzonera laciniata tenuifolia","Scorzonera laciniata var. tenuifolia (Hoffmanns. & Link) Cout.","Podospermum laciniatum"
"Scorzonera messeniaca","Scorzonera messeniaca Bory & Chaub.","Podospermum laciniatum"
"Scorzonera muricata","Scorzonera muricata Balb.","Podospermum laciniatum"
"Scorzonera octangularis","Scorzonera octangularis Willd.","Podospermum laciniatum"
"Scorzonera paucifida","Scorzonera paucifida Lam.","Podospermum laciniatum"
"Scorzonera petiolaris","Scorzonera petiolaris Lapeyr.","Podospermum laciniatum"
"Scorzonera tenorei","Scorzonera tenorei C.Presl","Podospermum laciniatum"
"? pumilum","? pumilum Hoppe","Polycnemum arvense"
"Polycnemum arvense pumilum","Polycnemum arvense f. pumilum (Hoppe) Zapal.","Polycnemum arvense"
"Polycnemum arvense minus","Polycnemum arvense subsp. minus (Döll) Briq.","Polycnemum arvense"
"Polycnemum arvense recurvifolium","Polycnemum arvense subsp. recurvifolium Moq.","Polycnemum arvense"
"Polycnemum arvense viaticum","Polycnemum arvense subsp. viaticum (Pall.) Schübl. & G.Martens","Polycnemum arvense"
"Polycnemum arvense erectum","Polycnemum arvense var. erectum Schltdl.","Polycnemum arvense"
"Polycnemum arvense inundatum","Polycnemum arvense var. inundatum (Schrank) Wirtg.","Polycnemum arvense"
"Polycnemum arvense longifolium","Polycnemum arvense var. longifolium Neilr.","Polycnemum arvense"
"Polycnemum arvense macrophyllum","Polycnemum arvense var. macrophyllum Neilr.","Polycnemum arvense"
"Polycnemum arvense multicaule","Polycnemum arvense var. multicaule Wallr.","Polycnemum arvense"
"Polycnemum arvense procumbens","Polycnemum arvense var. procumbens Gaudin","Polycnemum arvense"
"Polycnemum arvense recurvum","Polycnemum arvense var. recurvum (Loisel.) Gaudin","Polycnemum arvense"
"Polycnemum arvense setaceum","Polycnemum arvense var. setaceum Celak.","Polycnemum arvense"
"Polycnemum inundatum","Polycnemum inundatum Schrank","Polycnemum arvense"
"Polycnemum minus","Polycnemum minus (Döll) Jord.","Polycnemum arvense"
"Polycnemum pumilum","Polycnemum pumilum Hoppe","Polycnemum arvense"
"Polycnemum recurvum","Polycnemum recurvum Loisel.","Polycnemum arvense"
"Polycnemum viaticum","Polycnemum viaticum Pall.","Polycnemum arvense"
"Polycnemum vulgare","Polycnemum vulgare Pall.","Polycnemum arvense"
"Rovillia glabra","Rovillia glabra Bubani","Polycnemum arvense"
"Polycnemum arvense majus","Polycnemum arvense subsp. majus (A.Braun) Briq.","Polycnemum majus"
"Polycnemum arvense maximum","Polycnemum arvense var. maximum Bogenh.","Polycnemum majus"
"Polycnemum arvense pinifolium","Polycnemum arvense var. pinifolium Rchb.","Polycnemum majus"
"Polycnemum arvense simplex","Polycnemum arvense var. simplex Wallr.","Polycnemum majus"
"Polycnemum majus erectum","Polycnemum majus f. erectum Bogenh.","Polycnemum majus"
"Polycnemum majus mediterraneum","Polycnemum majus subsp. mediterraneum (Beck) E.V.Vulf","Polycnemum majus"
"Polycnemum majus humilius","Polycnemum majus var. humilius Bogenh.","Polycnemum majus"
"Polygala acutifolia","Polygala acutifolia L.","Polygala monspeliaca"
"Polygala glumacea","Polygala glumacea Sm.","Polygala monspeliaca"
"Polygala monspeliaca livida","Polygala monspeliaca f. livida Cout.","Polygala monspeliaca"
"Polygala monspeliaca glumacea","Polygala monspeliaca subsp. glumacea (Sm.) Gand.","Polygala monspeliaca"
"Polygala monspeliaca straminea","Polygala monspeliaca subsp. straminea (C.Presl) Gand.","Polygala monspeliaca"
"Polygala monspeliaca angustisepala","Polygala monspeliaca var. angustisepala Sennen","Polygala monspeliaca"
"Polygala sicula","Polygala sicula Ten.","Polygala monspeliaca"
"Polygala straminea","Polygala straminea C.Presl","Polygala monspeliaca"
"Polygala vulgaris monspeliaca","Polygala vulgaris var. monspeliaca (L.) Poir.","Polygala monspeliaca"
"Tricholophus monspeliacus","Tricholophus monspeliacus (L.) Spach","Polygala monspeliaca"
"Asicaria","Asicaria Neck.","Polygonum"
"Avicularia","Avicularia (Meisn.) Börner","Polygonum"
"Centinodia","Centinodia Rchb.","Polygonum"
"Centinodium","Centinodium (Rchb.) Drejer","Polygonum"
"Chulusium","Chulusium Raf.","Polygonum"
"Cnopos","Cnopos Raf.","Polygonum"
"Delopyrum","Delopyrum Small","Polygonum"
"Dentoceras","Dentoceras Small","Polygonum"
"Dioctis","Dioctis Raf.","Polygonum"
"Discolenta","Discolenta Raf.","Polygonum"
"Duravia","Duravia (S.Watson) Greene","Polygonum"
"Gononcus","Gononcus Raf.","Polygonum"
"Gonopyrum","Gonopyrum Fisch. & C.A.Mey.","Polygonum"
"Lyonella","Lyonella Raf.","Polygonum"
"Lyonia","Lyonia Raf.","Polygonum"
"Phyllepidum","Phyllepidum Raf.","Polygonum"
"Pleurostena","Pleurostena Raf.","Polygonum"
"Polygonon","Polygonon St.-Lag.","Polygonum"
"Polyonum","Polyonum L.","Polygonum"
"Psammogonum","Psammogonum Nieuwl.","Polygonum"
"Spermaulaxen","Spermaulaxen Raf.","Polygonum"
"Stopinaca","Stopinaca Raf.","Polygonum"
"Tephis","Tephis Adans.","Polygonum"
"Thysanella","Thysanella A.Gray","Polygonum"
"Centinodium aviculare","Centinodium aviculare (L.) Fourr., 1869","Polygonum aviculare"
"Polygonum aviculare vegetum","Polygonum aviculare subsp. vegetum Ledeb.","Polygonum aviculare"
"Polygonum aviculare aviculare","Polygonum aviculare var. aviculare","Polygonum aviculare"
"Polygonum aviculare crassifolium","Polygonum aviculare var. crassifolium Lange","Polygonum aviculare"
"Polygonum aviculare erectum","Polygonum aviculare var. erectum (Roth) W.D.J.Koch","Polygonum aviculare"
"Polygonum aviculare eximium","Polygonum aviculare var. eximium (Lindman) Asch. & Graebn.","Polygonum aviculare"
"Polygonum aviculare rurivgum","Polygonum aviculare var. rurivgum (Jord. ex Boreau) Gentil.","Polygonum aviculare"
"Polygonum aviculare virgatum","Polygonum aviculare var. virgatum Peterm.","Polygonum aviculare"
"Polygonum erythrellum","Polygonum erythrellum Gand., 1882","Polygonum aviculare"
"Polygonum gnidiifolium","Polygonum gnidiifolium Gand., 1882","Polygonum aviculare"
"Polygonum heterophyllum virgatum","Polygonum heterophyllum subsp. virgatum (Asch. & Graebn.) H.Scholz","Polygonum aviculare"
"Polygonum lapidicola","Polygonum lapidicola Gand., 1882","Polygonum aviculare"
"Polygonum microphyllum","Polygonum microphyllum Ruiz","Polygonum aviculare"
"Polygonum montivagum","Polygonum montivagum Gand., 1882","Polygonum aviculare"
"Polygonum retinerve","Polygonum retinerve Vorosch.","Polygonum aviculare"
"Polygonum segetale","Polygonum segetale Lindm.","Polygonum aviculare"
"Polygonum stypticum","Polygonum stypticum K.Koch.","Polygonum aviculare"
"Centinodia bellardii","Centinodia bellardii (All.) Fourr.","Polygonum bellardii"
"Centinodium bellardii","Centinodium bellardii (All.) Fourr., 1869","Polygonum bellardii"
"Polygonum aviculare bellardii","Polygonum aviculare subsp. bellardii (All.) Bonnier & Layens","Polygonum bellardii"
"Polygonum bellardii dissitiflorum","Polygonum bellardii subsp. dissitiflorum Guss.","Polygonum bellardii"
"Polygonum bellardii aphyllum","Polygonum bellardii var. aphyllum Costa","Polygonum bellardii"
"Polygonum bellardii densa","Polygonum bellardii var. densa Pastor & Aparicio","Polygonum bellardii"
"Polygonum bellardii effusum","Polygonum bellardii var. effusum Meisn.","Polygonum bellardii"
"Polygonum bellardii kitaibelianum","Polygonum bellardii var. kitaibelianum (Sadler) P.D.Sell","Polygonum bellardii"
"Polygonum bellardii virgatum","Polygonum bellardii var. virgatum (Loisel.) Meisn.","Polygonum bellardii"
"Polygonum flagelliforme","Polygonum flagelliforme Loisel.","Polygonum bellardii"
"Polygonum flavescens","Polygonum flavescens Jord.","Polygonum bellardii"
"Polygonum gmelinii","Polygonum gmelinii Meisn.","Polygonum bellardii"
"Polygonum kitaibelianum","Polygonum kitaibelianum Sadler","Polygonum bellardii"
"Polygonum monspeliense","Polygonum monspeliense Guss.","Polygonum bellardii"
"Polygonum murbeckii","Polygonum murbeckii Sennen & Elías, 1924","Polygonum bellardii"
"Polygonum nudum","Polygonum nudum Dulac","Polygonum bellardii"
"Polygonum patulum kitaibelianum","Polygonum patulum subsp. kitaibelianum (Sadler) Asch. & Graebn.","Polygonum bellardii"
"Polygonum patulum virgatum","Polygonum patulum var. virgatum (Loisel.) Rouy","Polygonum bellardii"
"Polygonum ramiflorum","Polygonum ramiflorum Janka","Polygonum bellardii"
"Polygonum reticulatum","Polygonum reticulatum K.Koch","Polygonum bellardii"
"Polygonum reynieri","Polygonum reynieri Giraudias, 1903","Polygonum bellardii"
"Polygonum rubriflorum","Polygonum rubriflorum Friv.","Polygonum bellardii"
"Polygonum tiflisiense","Polygonum tiflisiense Kom.","Polygonum bellardii"
"Polygonum virgatum","Polygonum virgatum Loisel.","Polygonum bellardii"
"Agrostis alopecuroides","Agrostis alopecuroides Lam.","Polypogon monspeliensis"
"Agrostis crinita","Agrostis crinita Moench","Polypogon monspeliensis"
"Agrostis panicea major","Agrostis panicea var. major Aiton","Polypogon monspeliensis"
"Agrostis triaristata","Agrostis triaristata Knapp","Polypogon monspeliensis"
"Alopecurus aristatus","Alopecurus aristatus Gouan","Polypogon monspeliensis"
"Alopecurus aristatus monspeliensis","Alopecurus aristatus subsp. monspeliensis (L.) Huds.","Polypogon monspeliensis"
"Alopecurus aristatus paniceus","Alopecurus aristatus var. paniceus (L.) Huds.","Polypogon monspeliensis"
"Alopecurus monspeliensis","Alopecurus monspeliensis L.","Polypogon monspeliensis"
"Panicum aristatum","Panicum aristatum Cav.","Polypogon monspeliensis"
"Panicum tenuissimum","Panicum tenuissimum Vest","Polypogon monspeliensis"
"Panicum vagum","Panicum vagum Scop.","Polypogon monspeliensis"
"Phalaris aristata","Phalaris aristata Gouan","Polypogon monspeliensis"
"Phalaris crinita","Phalaris crinita Forssk.","Polypogon monspeliensis"
"Phalaris cristata","Phalaris cristata Forssk.","Polypogon monspeliensis"
"Phleum crinitum","Phleum crinitum Roxb.","Polypogon monspeliensis"
"Phleum monospliense","Phleum monospliense (Linnaeus) Koeler","Polypogon monspeliensis"
"Phleum monspeliense","Phleum monspeliense (L.) Koeler","Polypogon monspeliensis"
"Polypogon alopecurus","Polypogon alopecurus Bubani","Polypogon monspeliensis"
"Polypogon crinitus","Polypogon crinitus Nutt.","Polypogon monspeliensis"
"Polypogon flavescens","Polypogon flavescens J.Presl","Polypogon monspeliensis"
"Polypogon intermedius","Polypogon intermedius Guss.","Polypogon monspeliensis"
"Polypogon maritimus paniceus","Polypogon maritimus subsp. paniceus (L.) DC.","Polypogon monspeliensis"
"Polypogon massiliensis","Polypogon massiliensis Desf.","Polypogon monspeliensis"
"Polypogon melillensis","Polypogon melillensis Sennen","Polypogon monspeliensis"
"Polypogon monspeliensis argentinus","Polypogon monspeliensis f. argentinus Hack.","Polypogon monspeliensis"
"Polypogon monspeliensis nanus","Polypogon monspeliensis f. nanus Stuck.","Polypogon monspeliensis"
"Polypogon monspeliensis capensis","Polypogon monspeliensis subsp. capensis Steud.","Polypogon monspeliensis"
"Polypogon monspeliensis indicus","Polypogon monspeliensis subsp. indicus Bhattacharya & S.K.Jain","Polypogon monspeliensis"
"Polypogon monspeliensis nana","Polypogon monspeliensis subsp. nana Stuck.","Polypogon monspeliensis"
"Polypogon monspeliensis giganteus","Polypogon monspeliensis var. giganteus Font Quer","Polypogon monspeliensis"
"Polypogon monspeliensis intermedius","Polypogon monspeliensis var. intermedius (Guss.) Nyman","Polypogon monspeliensis"
"Polypogon monspeliensis interruptus","Polypogon monspeliensis var. interruptus Trin.","Polypogon monspeliensis"
"Polypogon monspeliensis major","Polypogon monspeliensis var. major Kunth","Polypogon monspeliensis"
"Polypogon monspeliensis maximus","Polypogon monspeliensis var. maximus Lojac.","Polypogon monspeliensis"
"Polypogon monspeliensis minor","Polypogon monspeliensis var. minor Coss. & Durieu","Polypogon monspeliensis"
"Polypogon monspeliensis pallens","Polypogon monspeliensis var. pallens Nees","Polypogon monspeliensis"
"Polypogon monspeliensis paniceus","Polypogon monspeliensis var. paniceus (L.) Gray","Polypogon monspeliensis"
"Polypogon monspeliensis polysetus","Polypogon monspeliensis var. polysetus (Steud.) Steud.","Polypogon monspeliensis"
"Polypogon monspeliensis rosei","Polypogon monspeliensis var. rosei F.M.Bailey","Polypogon monspeliensis"
"Polypogon nepalensis","Polypogon nepalensis Nees","Polypogon monspeliensis"
"Polypogon paniceus","Polypogon paniceus (L.) Lag.","Polypogon monspeliensis"
"Polypogon paniceus monspeliensis","Polypogon paniceus var. monspeliensis (L.) Dumort.","Polypogon monspeliensis"
"Polypogon polysetus","Polypogon polysetus Steud.","Polypogon monspeliensis"
"Polypogon zeylanicus","Polypogon zeylanicus Nees","Polypogon monspeliensis"
"Santia monspeliensis","Santia monspeliensis (L.) Parl.","Polypogon monspeliensis"
"Santia plumosa","Santia plumosa Savi","Polypogon monspeliensis"
"Setaria panicea","Setaria panicea (L.) Schinz & Thell.","Polypogon monspeliensis"
"Vilfa alopecuroides","Vilfa alopecuroides P.Beauv.","Polypogon monspeliensis"
"Aigiros","Aigiros Raf.","Populus"
"Balsamiflua","Balsamiflua Griff.","Populus"
"Leuce","Leuce Opiz","Populus"
"Monilistus","Monilistus Raf.","Populus"
"Octima","Octima Raf.","Populus"
"Tacamahaca","Tacamahaca Mill.","Populus"
"Tremula","Tremula Dumort.","Populus"
"Tsavo","Tsavo Jarm.","Populus"
"Turanga","Turanga (Bunge) Kimura","Populus"
"Leuce alba","Leuce alba (L.) Opiz","Populus alba"
"Populus acerifolia","Populus acerifolia Lodd. ex Loudon","Populus alba"
"Populus aegyptiaca","Populus aegyptiaca W.Baxter","Populus alba"
"Populus alba globosa","Populus alba f. globosa Dippel","Populus alba"
"Populus alba nivea","Populus alba f. nivea (Aiton) C.K.Schneid.","Populus alba"
"Populus alba pendula","Populus alba f. pendula (Loudon) Dippel","Populus alba"
"Populus alba pyramidalis","Populus alba f. pyramidalis (Bunge) Dippel","Populus alba"
"Populus alba richardii","Populus alba f. richardii Beissn.","Populus alba"
"Populus alba alba","Populus alba subsp. alba","Populus alba"
"Populus alba major","Populus alba subsp. major (Mill.) Kamelin","Populus alba"
"Populus alba umbraculifera","Populus alba subsp. umbraculifera Sudw.","Populus alba"
"Populus alba acerifolia","Populus alba var. acerifolia Loudon","Populus alba"
"Populus alba bolleana","Populus alba var. bolleana (Lauche) Ed.Otto","Populus alba"
"Populus alba crispa","Populus alba var. crispa Mérat","Populus alba"
"Populus alba denudata","Populus alba var. denudata (A.Braun) Wesm.","Populus alba"
"Populus alba hickeliana","Populus alba var. hickeliana (Dode) Fiori","Populus alba"
"Populus alba integrifolia","Populus alba var. integrifolia Ball","Populus alba"
"Populus alba microphylla","Populus alba var. microphylla Maire","Populus alba"
"Populus alba nutans","Populus alba var. nutans Sudw.","Populus alba"
"Populus alba parvifolia","Populus alba var. parvifolia Zapal.","Populus alba"
"Populus alba salomonii","Populus alba var. salomonii (Carrière) Wesm.","Populus alba"
"Populus alba sinuata","Populus alba var. sinuata Döll","Populus alba"
"Populus alba subintegerrima","Populus alba var. subintegerrima Lange","Populus alba"
"Populus arbeel","Populus arbeel Curtis","Populus alba"
"Populus arembergiana","Populus arembergiana Dippel","Populus alba"
"Populus arembergica","Populus arembergica Lodd.","Populus alba"
"Populus belgica","Populus belgica Lodd.","Populus alba"
"Populus bolleana","Populus bolleana Lauche","Populus alba"
"Populus candicans","Populus candicans Lodd.","Populus alba"
"Populus denudata","Populus denudata A.Braun, 1850","Populus alba"
"Populus excelsa","Populus excelsa Salisb.","Populus alba"
"Populus grisea","Populus grisea Lodd.","Populus alba"
"Populus hickeliana","Populus hickeliana Dode","Populus alba"
"Populus hickeliana tremulifolia","Populus hickeliana var. tremulifolia Dode & Sennen","Populus alba"
"Populus hopeiensis","Populus hopeiensis Poljakov","Populus alba"
"Populus intermedia","Populus intermedia Mert.","Populus alba"
"Populus major","Populus major Mill.","Populus alba"
"Populus nigra","Populus nigra Mill.","Populus alba"
"Populus nivea","Populus nivea (Aiton) Willd.","Populus alba"
"Populus nivea salomonii","Populus nivea subsp. salomonii Carrière","Populus alba"
"Populus palmata","Populus palmata Loudon","Populus alba"
"Populus peroneana","Populus peroneana Dode, 1905","Populus alba"
"Populus quercifolia","Populus quercifolia Loudon","Populus alba"
"Populus subintegerrima","Populus subintegerrima (Lange) Sennen & Mauricio","Populus alba"
"Populus subintegerrima berkanensis","Populus subintegerrima var. berkanensis Sennen & Mauricio","Populus alba"
"Populus viminalis","Populus viminalis Poir.","Populus alba"
"Salix salomonii","Salix salomonii (Carrière) Carrière","Populus alba"
"Leuce canescens","Leuce ×canescens (Aiton) Opiz","Populus x canescens"
"Octima canescens","Octima ×canescens (Sm.) Raf.","Populus x canescens"
"Populus alba canescens","Populus alba subsp. canescens (Aiton) Bonnier & Layens","Populus x canescens"
"Populus bachofenii","Populus bachofenii Wierzb. ex Rochel","Populus x canescens"
"Populus canescens denudata","Populus canescens var. denudata Döll","Populus x canescens"
"Populus hybrida","Populus hybrida M.Bieb.","Populus x canescens"
"Populus schischkinii","Populus schischkinii Grossh.","Populus x canescens"
"Populus tremula canescens","Populus tremula var. canescens (Aiton) Jess.","Populus x canescens"
"Populus xcanescens","Populus xcanescens (Aiton) Sm.","Populus x canescens"
"Populus ambigua","Populus ×ambigua Beck","Populus x canescens"
"Populus canescens pendula","Populus ×canescens f. pendula Dippel","Populus x canescens"
"Populus canescens intermedia","Populus ×canescens var. intermedia Mérat","Populus x canescens"
"Populus fredroviensis","Populus ×fredroviensis Wróbl.","Populus x canescens"
"Populus gombocziana","Populus ×gombocziana Rapaics","Populus x canescens"
"Populus juliana-pendula","Populus ×juliana-pendula Dippel","Populus x canescens"
"Populus rogalinensis","Populus ×rogalinensis Wróbl.","Populus x canescens"
"Populus australis","Populus australis Ten.","Populus tremula"
"Populus cilicica","Populus cilicica Kotschy","Populus tremula"
"Populus jesoensis","Populus jesoensis Nakai","Populus tremula"
"Populus monticola","Populus monticola Mert.","Populus tremula"
"Populus oxyodonta","Populus oxyodonta Mert.","Populus tremula"
"Populus pseudotremula","Populus pseudotremula Rubtzov","Populus tremula"
"Populus repanda","Populus repanda Baumg.","Populus tremula"
"Populus stricta","Populus stricta Mert.","Populus tremula"
"Populus supina","Populus supina Lodd.","Populus tremula"
"Populus tremula flagelliformis","Populus tremula f. flagelliformis Karhu","Populus tremula"
"Populus tremula parvifolia","Populus tremula f. parvifolia Kuvaev","Populus tremula"
"Populus tremula pendula","Populus tremula f. pendula G.Kirchn.","Populus tremula"
"Populus tremula pilosa","Populus tremula f. pilosa (Nakai) Sugim.","Populus tremula"
"Populus tremula rthensis","Populus tremula f. rthensis T.Bunusevac & S.Jovanovic","Populus tremula"
"Populus tremula sallensis","Populus tremula f. sallensis Hämet-Ahti","Populus tremula"
"Populus tremula serrata","Populus tremula f. serrata Zapal.","Populus tremula"
"Populus tremula tomentella","Populus tremula f. tomentella C.K.Schneid.","Populus tremula"
"Populus tremula umbraculifera","Populus tremula f. umbraculifera T.Bunusevac & S.Jovanovic","Populus tremula"
"Populus tremula microtremula","Populus tremula subsp. microtremula (Grossh.) Kamelin","Populus tremula"
"Populus tremula arenaria","Populus tremula var. arenaria Zapal.","Populus tremula"
"Populus tremula arguta","Populus tremula var. arguta Döll","Populus tremula"
"Populus tremula australis","Populus tremula var. australis (Ten.) Nyman","Populus tremula"
"Populus tremula betulifolia","Populus tremula var. betulifolia Hausskn.","Populus tremula"
"Populus tremula dodeana","Populus tremula var. dodeana Rouy","Populus tremula"
"Populus tremula freynii","Populus tremula var. freynii Hervier","Populus tremula"
"Populus tremula glabra","Populus tremula var. glabra Syme","Populus tremula"
"Populus tremula pedicellata","Populus tremula var. pedicellata Zapal.","Populus tremula"
"Populus tremula repanda","Populus tremula var. repanda (Baumg.) Nyman","Populus tremula"
"Populus tremula sericea","Populus tremula var. sericea Döll","Populus tremula"
"Populus tremula tremula","Populus tremula var. tremula","Populus tremula"
"Populus tremula villosa","Populus tremula var. villosa (Láng ex Rchb.) Peterm.","Populus tremula"
"Populus villosa","Populus villosa Láng","Populus tremula"
"Tremula vulgaris","Tremula vulgaris Opiz","Populus tremula"
"Portulaca aurea","Portulaca aurea DC.","Portulaca oleracea"
"Portulaca consanguinea","Portulaca consanguinea Schltdl.","Portulaca oleracea"
"Portulaca cryptopetala poellnitziana","Portulaca cryptopetala var. poellnitziana (D.Legrand) D.Legrand","Portulaca oleracea"
"Portulaca dichotoma","Portulaca dichotoma Gueldenst.","Portulaca oleracea"
"Portulaca fosbergii","Portulaca fosbergii Poelln.","Portulaca oleracea"
"Portulaca fosbergii fosbergii","Portulaca fosbergii var. fosbergii","Portulaca oleracea"
"Portulaca fosbergii major","Portulaca fosbergii var. major Poelln.","Portulaca oleracea"
"Portulaca hortensis","Portulaca hortensis Rupr.","Portulaca oleracea"
"Portulaca intermedia","Portulaca intermedia Link","Portulaca oleracea"
"Portulaca laevis","Portulaca laevis Buch.-Ham.","Portulaca oleracea"
"Portulaca latifolia","Portulaca latifolia Hornem.","Portulaca oleracea"
"Portulaca marginata","Portulaca marginata Kunth","Portulaca oleracea"
"Portulaca maritima","Portulaca maritima S.G.Gmel.","Portulaca oleracea"
"Portulaca neglecta","Portulaca neglecta Mack. & Bush","Portulaca oleracea"
"Portulaca officinarum","Portulaca officinarum Crantz","Portulaca oleracea"
"Portulaca oleracea alba","Portulaca oleracea f. alba Alef.","Portulaca oleracea"
"Portulaca oleracea aurantia","Portulaca oleracea f. aurantia Alef.","Portulaca oleracea"
"Portulaca oleracea aurea","Portulaca oleracea f. aurea Alef.","Portulaca oleracea"
"Portulaca oleracea caryophyllina","Portulaca oleracea f. caryophyllina Alef.","Portulaca oleracea"
"Portulaca oleracea gillesii","Portulaca oleracea f. gillesii Alef.","Portulaca oleracea"
"Portulaca oleracea haageana","Portulaca oleracea f. haageana Alef.","Portulaca oleracea"
"Portulaca oleracea parvifolia","Portulaca oleracea f. parvifolia (Haw.) Alef.","Portulaca oleracea"
"Portulaca oleracea rosea","Portulaca oleracea f. rosea Alef.","Portulaca oleracea"
"Portulaca oleracea sativa","Portulaca oleracea f. sativa (DC.) Alef.","Portulaca oleracea"
"Portulaca oleracea striata","Portulaca oleracea f. striata Alef.","Portulaca oleracea"
"Portulaca oleracea sulfurea","Portulaca oleracea f. sulfurea Alef.","Portulaca oleracea"
"Portulaca oleracea violacea","Portulaca oleracea f. violacea Alef.","Portulaca oleracea"
"Portulaca oleracea stellata","Portulaca oleracea subsp. stellata Danin & H.G.Baker","Portulaca oleracea"
"Portulaca oleracea sylvestris","Portulaca oleracea subsp. sylvestris (DC.) Celak.","Portulaca oleracea"
"Portulaca oleracea apiculata","Portulaca oleracea var. apiculata Goffinet","Portulaca oleracea"
"Portulaca oleracea delicatula","Portulaca oleracea var. delicatula Fosberg","Portulaca oleracea"
"Portulaca oleracea emarginata","Portulaca oleracea var. emarginata Goffinet","Portulaca oleracea"
"Portulaca oleracea exigua","Portulaca oleracea var. exigua Guill.","Portulaca oleracea"
"Portulaca oleracea gracilescens","Portulaca oleracea var. gracilescens Domin","Portulaca oleracea"
"Portulaca oleracea linearifolia","Portulaca oleracea var. linearifolia Sivar. & Manilal","Portulaca oleracea"
"Portulaca oleracea macrantha","Portulaca oleracea var. macrantha Speg.","Portulaca oleracea"
"Portulaca oleracea micrantha","Portulaca oleracea var. micrantha Eggers","Portulaca oleracea"
