"spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Rhinanthus pumilus","Rhinanthus pumilus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2135,2,"wfo-1200039125","urn:lsid:ipni.org:names:60471011-2","wcvp-2528001","Rhinanthus pumilus","species","wfo-4000032946","(Sterneck) Pau","Orobanchaceae","","","","Rhinanthus","","pumilus","","species","Valid","Actas Mem. Prim. Congr. Nat. Esp. Zaragoza : 248 (1909)","Accepted","","",NA,"","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60471011-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Rhizogemma staphylina","Rhizogemma staphylina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2136,1,"wfo-1000051867","100535834","","Rhizogemma staphylina","species","wfo-4100002661","(H.Whitehouse) Bonfim Santos, Siebel & Fedosov","Rhizogemmaceae","","","","Rhizogemma","","staphylina","","species","Valid","Plants 12(6, 1360): 14. 2023.","Accepted","","wfo-0001186571",NA,"","https://www.bryonames.org/","","Bryophyta","","",FALSE,"","",""
"Ribes uva-crispa","Ribes uva-crispa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2137,1,"wfo-0000405193","urn:lsid:ipni.org:names:793052-1","564669","Ribes uva-crispa","species","wfo-4000033210","L.","Grossulariaceae","","","","Ribes","","uva-crispa","","species","Valid","Sp. Pl. : 201 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 201 1753 to Sp. Pl. : 201 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2426619 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:793052-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2426619","",FALSE,"","",""
"Riccia","Riccia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2138,1,"wfo-4000033220","","","Riccia","genus","","","","","","","Riccia","","","","genus","","","Unchecked","","",NA,"Source in seed data: ","","rhakhis","","","",FALSE,"","",""
"Riccia","Riccia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2138,2,"wfo-4000033223","35002373","35002373","Riccia","genus","wfo-7000000528","L.","Ricciaceae","","","","Riccia","","","","genus","Conserved","Sp. Pl. 2: 1138. 1753.","Accepted","","",NA,"Source in seed data: TPL1.1 APGIV_Genera_Under_Bryophytes - Liverworts and Hornworts More details could be found in <a href=http://www.theplantlist.org/1.1/browse/B/Ricciaceae/Riccia/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantli","https://www.bryonames.org/","The Bryophyte TEN","Marchantiophyta","","",FALSE,"","",""
"Riccia sorocarpa","Riccia sorocarpa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2139,1,"wfo-0001196757","35185966","35185966","Riccia sorocarpa","species","wfo-4000033223","Bisch.","Ricciaceae","","","","Riccia","","sorocarpa","","species","Valid","Bemerk. Leberm.: 145. 1835.","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35185966 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35185966 >The Plant List v.1.0</a>","https://www.bryonames.org/","The Bryophyte TEN","Marchantiophyta","tro-35185966","",FALSE,"","",""
"Riccia warnstorfii","Riccia warnstorfii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2140,1,"wfo-0001201541","35200371","35200371","Riccia warnstorfii","species","wfo-4000033223","Limpr. ex Warnst.","Ricciaceae","","","","Riccia","","warnstorfii","","species","Valid","Verh. Bot. Vereins Prov. Brandenburg 27(2): 85. 1885.","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35200371 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35200371 >The Plant List v.1.0</a>","https://www.bryonames.org/","The Bryophyte TEN","Marchantiophyta","tro-35200371","",FALSE,"","",""
"Ridolfia segetum","Ridolfia segetum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2141,1,"wfo-0000402206","urn:lsid:ipni.org:names:847774-1","560114","Ridolfia segetum","species","wfo-4000033265","(Guss.) Moris","Apiaceae","","","","Ridolfia","","segetum","","species","Valid","Index Seminum (TO, Taurinensis) 1841: 43 (1841)","Accepted","","wfo-0000372898",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Moris to Moris, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2421971 >The Plant List v.1.1.<","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:847774-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2421971","",FALSE,"","",""
"Robinia pseudoacacia","Robinia pseudoacacia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2142,1,"wfo-0000213931","urn:lsid:ipni.org:names:30034699-2","8996","Robinia pseudoacacia","species","wfo-4000033342","L.","Fabaceae","Papilionoideae","","","Robinia","","pseudoacacia","","species","Valid","Sp. Pl. : 722 (1753)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from to Sp. Pl. : 722 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8996 >The Plant List v.1.1.</a> Ori","https://www.legumedata.org/taxonomy/taxon/2428246","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-8996","",FALSE,"","",""
"Roegneria canina","Roegneria canina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2143,1,"wfo-0000866095","urn:lsid:ipni.org:names:400197-1","410994","Elymus caninus","species","wfo-4000013270","(L.) L.","Poaceae","","","","Elymus","","caninus","","species","Valid","Fl. Suec., ed. 2: 39 (1755)","Accepted","","wfo-0000905800",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) L. to L., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-410994 >The Plant List v.1.1.</a> Ori","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:400197-1","The Poaceae TEN","A","kew-410994","",TRUE,"Synonym","wfo-0000895950","Roegneria canina"
"Roemeria argemone","Roemeria argemone",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2144,1,"wfo-0000404705","urn:lsid:ipni.org:names:962053-1","563945","Roemeria argemone","species","wfo-4000033392","(L.) C.Morales, R.Mend. & Romero García","Papaveraceae","Papaveroideae","Papavereae","","Roemeria","","argemone","","species","Valid","Lagascalia 15(Extra): 184 (1988)","Accepted","","wfo-0000480350",NA,"Source in seed data: ksu Update namepublishedIn from Lagascalia 15(Extra): 184 (1988):. to Lagascalia 15(Extra): 184 (1988), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:962053-1","The Papaveraceae TEN","A","kew-2425878","",FALSE,"","",""
"Roemeria hybrida","Roemeria hybrida",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2145,1,"wfo-0000404703","urn:lsid:ipni.org:names:673940-1","563943","Roemeria hybrida","species","wfo-4000033392","(L.) DC.","Papaveraceae","Papaveroideae","Papavereae","","Roemeria","","hybrida","","species","Valid","Syst. Nat. 2: 92 1821","Accepted","","wfo-0000600641",NA,"Source in seed data: cmp Updated taxonomicstatus from Accepted to Unchecked, information provided by Alan E. on email Nov. 08 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2425876 >The Plant List v.1.1.</a> Ori","","The Papaveraceae TEN","A","kew-2425876","",FALSE,"","",""
"Rorippa","Rorippa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2146,1,"wfo-4000033475","urn:lsid:ipni.org:names:30012174-2","40026932","Rorippa","genus","wfo-4100004715","Scop.","Brassicaceae","Brassicoideae","Cardamineae","","Rorippa","","","","genus","Valid","Fl. Carniol. : 520 (1760)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Fl. Carniol. 520. 1760. (Jun-Jul 1760) to Fl. Carniol. : 520 (1760), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/brow","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-gen-143","The Brassicaceae TEN - Brassibase","A","","",FALSE,"","",""
"Rorippa amphibia","Rorippa amphibia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2147,1,"wfo-0000399575","urn:lsid:ipni.org:names:288622-1","555419","Rorippa amphibia","species","wfo-4000033475","(L.) Besser","Brassicaceae","Brassicoideae","Cardamineae","","Rorippa","","amphibia","","species","Valid","Enum. Pl. [Besser] 27 1822","Accepted","","",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Besser to Besser, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2417224 >The Plant List v.1.1","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-26031","The Brassicaceae TEN - Brassibase","A","kew-2417224","",FALSE,"","",""
"Rorippa armoracioides","Rorippa armoracioides",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,2148,1,"wfo-0000399580","urn:lsid:ipni.org:names:288625-1","555436","Rorippa × armoracioides","species","wfo-4000033475","(Tausch) Fuss","Brassicaceae","Brassicoideae","Cardamineae","","Rorippa","","armoracioides","","species","Valid","Fl. Transsilv. : 47 (1866)","Accepted","","wfo-0001217849",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Transsilv. 47 1866 to Fl. Transsilv. : 47 (1866), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2417241 ","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-26026","The Brassicaceae TEN - Brassibase","A","kew-2417241","×",FALSE,"","",""
"Rorippa austriaca","Rorippa austriaca",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2149,1,"wfo-0001218322","","4105212","Rorippa austriaca","species","wfo-4000033475","(Crantz) Besser","Brassicaceae","Brassicoideae","Cardamineae","","Rorippa","","austriaca","","species","Valid","Enum. Pl. 103 1822","Accepted","","wfo-0000379662",NA,"Source in seed data: tro Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/288628-1, according to WCVP, information provided by Alan E. on email Dec 02 2020 More details c","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-26036","The Brassicaceae TEN - Brassibase","A","tro-4105212","",TRUE,"Synonym","wfo-0000399595","Rorippa austriaca"
"Rorippa austriaca","Rorippa austriaca",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2149,2,"wfo-0001218322","","4105212","Rorippa austriaca","species","wfo-4000033475","(Crantz) Besser","Brassicaceae","Brassicoideae","Cardamineae","","Rorippa","","austriaca","","species","Valid","Enum. Pl. 103 1822","Accepted","","wfo-0000379662",NA,"Source in seed data: tro Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/288628-1, according to WCVP, information provided by Alan E. on email Dec 02 2020 More details c","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-26036","The Brassicaceae TEN - Brassibase","A","tro-4105212","",FALSE,"","",""
"Rorippa islandica","Rorippa islandica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2150,1,"wfo-0000399609","urn:lsid:ipni.org:names:288759-1","555491","Rorippa islandica","species","wfo-4000033475","(Oeder) Borbás","Brassicaceae","Brassicoideae","Cardamineae","","Rorippa","","islandica","","species","Valid","Balaton Fl. : 392 (1900)","Accepted","","wfo-0000431926",NA,"Source in seed data: cmp Update namepublishedIn from Balaton Fl. 392 1900 to Balaton Fl. : 392 (1900), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2417297 >The","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-26063","The Brassicaceae TEN - Brassibase","A","kew-2417297","",FALSE,"","",""
"Rorippa nasturtium-aquaticum","Rorippa nasturtium-aquaticum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2151,1,"wfo-0000380323","urn:lsid:ipni.org:names:167338-2","519856","Nasturtium officinale","species","wfo-4000025368","R.Br.","Brassicaceae","Brassicoideae","Cardamineae","","Nasturtium","","officinale","","species","Valid","Hortus Kew. 4: 110 1812","Accepted","","",NA,"Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2381026 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2381026 >The Plant List v.1.0</a>","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-7333","The Brassicaceae TEN - Brassibase","A","kew-2381026","",TRUE,"Synonym","wfo-0000398907","Rorippa nasturtium-aquaticum"
"Rorippa palustris","Rorippa palustris",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2152,1,"wfo-0000399555","urn:lsid:ipni.org:names:288669-1","555370","Rorippa palustris","species","wfo-4000033475","(L.) Besser","Brassicaceae","Brassicoideae","Cardamineae","","Rorippa","","palustris","","species","Valid","Enum. Pl. Volh. : 27 (1821)","Accepted","","wfo-0000734359",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Besser to Besser, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2417173 >The Plant List v.1.1","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-26075","The Brassicaceae TEN - Brassibase","A","kew-2417173","",FALSE,"","",""
"Rorippa sylvestris","Rorippa sylvestris",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2153,1,"wfo-0000399565","urn:lsid:ipni.org:names:288692-1","555390","Rorippa sylvestris","species","wfo-4000033475","(L.) Besser","Brassicaceae","Brassicoideae","Cardamineae","","Rorippa","","sylvestris","","species","Valid","Enum. Pl. Volh. : 27 (1821)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. Volh. 27 1821 to Enum. Pl. Volh. : 27 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-241719","https://brassibase.cos.uni-heidelberg.de/bb2/names/get/id/bb-spc-26088","The Brassicaceae TEN - Brassibase","A","kew-2417195","",FALSE,"","",""
"Rosa","Rosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2154,1,"wfo-4000033476","urn:lsid:ipni.org:names:30002432-2","40026937","Rosa","genus","wfo-7000000532","L.","Rosaceae","","","","Rosa","","","","genus","Valid","Sp. Pl. : 491 (1753)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Sp. Pl. 1: 491. 1753. (1 May 1753) to Sp. Pl. : 491 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Rosa","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002432-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"Rosa agrestis","Rosa agrestis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2155,1,"wfo-0000985731","urn:lsid:ipni.org:names:731498-1","1298","Rosa agrestis","species","wfo-4000033476","Savi","Rosaceae","","","","Rosa","","agrestis","","species","Valid","Fl. Pis.  1: 475 (1798)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Fl. Pis. i. 475. to Fl. Pis. 1: 475 (1798), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-1298 >The Plant Li","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:731498-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-1298","",FALSE,"","",""
"Rosa agrestis","Rosa agrestis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2155,2,"wfo-0001001231","urn:lsid:ipni.org:names:731496-1","31448","Rosa agrestis","species","","C.C.Gmel.","Rosaceae","","","","Rosa","","agrestis","","species","","Fl. Bad. ii. 416.","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Flora badensis alsatica ; 1805 416 1806 to Fl. Bad. ii. 416. , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-31448","",FALSE,"","",""
"Rosa agrestis","Rosa agrestis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2155,3,"wfo-0001004765","urn:lsid:ipni.org:names:731497-1","36646","Rosa agrestis","species","","Sw.","Rosaceae","","","","Rosa","","agrestis","","species","","Summa Pl. 18; Adnot. Bot. 39.","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Summa vegetabilium Scandinaviae ; 1814 18 1814 to Summa Pl. 18; Adnot. Bot. 39. , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http:","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-36646","",FALSE,"","",""
"Rosa agrestis","Rosa agrestis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2155,4,"wfo-0001011729","","52883","Rosa agrestis","species","","Sw. ex Spreng.","Rosaceae","","","","Rosa","","agrestis","","species","","Systema vegetabilium ; 1824 554 1825","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-52883 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-52883 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-52883","",FALSE,"","",""
"Rosa arvensis","Rosa arvensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2156,1,"wfo-0000998150","urn:lsid:ipni.org:names:731659-1","28101","Rosa arvensis","species","","Luce","Rosaceae","","","","Rosa","","arvensis","","species","","Fl. Osil. 169.","Unchecked","","",NA,"Source in seed data: rjp Updated namepublishedIn from Topographische Nachrichten von der Insel Oesel ; 1823 169 1823 to Fl. Osil. 169. , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-28101","",FALSE,"","",""
"Rosa arvensis","Rosa arvensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2156,2,"wfo-0001004521","urn:lsid:ipni.org:names:731658-1","36394","Rosa arvensis","species","","Roth","Rosaceae","","","","Rosa","","arvensis","","species","","Tent. Fl. Germ. 2(1): 554. 1789 [Apr 1789]","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Tentamen florae germanicae ; 1788 217 1788 to Tent. Fl. Germ. 2(1): 554. 1789 [Apr 1789] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a h","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-36394","",FALSE,"","",""
"Rosa arvensis","Rosa arvensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2156,3,"wfo-0001008715","","46540","Rosa arvensis","species","","Schrank","Rosaceae","","","","Rosa","","arvensis","","species","","Flora monacensis ; 1811 t.305 1818","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-46540 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-46540 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-46540","",FALSE,"","",""
"Rosa arvensis","Rosa arvensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2156,4,"wfo-0001009057","","47255","Rosa arvensis","species","","Vill.","Rosaceae","","","","Rosa","","arvensis","","species","","Histoire des plantes de Dauphin‚ ; 1786 548 1788","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-47255 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-47255 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-47255","",FALSE,"","",""
"Rosa arvensis","Rosa arvensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2156,5,"wfo-0000984815","urn:lsid:ipni.org:names:50973643-1","11771","Rosa spinosissima var. spinosissima","variety","wfo-0001014557","","Rosaceae","","","","Rosa","","spinosissima","spinosissima","variety","Valid","Unknown","Accepted","","",NA,"Source in seed data: rjp Nomenclatural status in seed:  More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-11771 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-11771 >The Plan","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50973643-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-11771","",TRUE,"Synonym","wfo-0001012109","Rosa arvensis"
"Rosa arvensis","Rosa arvensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2156,6,"wfo-0001012155","urn:lsid:ipni.org:names:731660-1","535","Rosa arvensis","species","wfo-4000033476","Huds.","Rosaceae","","","","Rosa","","arvensis","","species","Valid","Fl. Angl. : 192 (1762)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Fl. Angl. (Hudson) 192. 1762 to Fl. Angl. : 192 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-535 >T","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:731660-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-535","",FALSE,"","",""
"Rosa canina","Rosa canina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2157,1,"wfo-0001001226","urn:lsid:ipni.org:names:731954-1","31443","Rosa canina","species","","Siev. ex Ledeb.","Rosaceae","","","","Rosa","","canina","","species","","Fl. Altaic. [Ledebour]. 2: 229. 1830 [Jul-Dec(?) 1830]","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Flora altaica ; 1829 229 1830 to Fl. Altaic. [Ledebour]. 2: 229. 1830 [Jul-Dec(?) 1830] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a hr","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-31443","",FALSE,"","",""
"Rosa canina","Rosa canina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2157,2,"wfo-0001005999","urn:lsid:ipni.org:names:731955-1","39","Rosa canina","species","wfo-4000033476","L.","Rosaceae","","","","Rosa","","canina","","species","Valid","Sp. Pl. : 491 (1753)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 491 1753 to Sp. Pl. : 491 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:731955-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-39","",FALSE,"","",""
"Rosa canina","Rosa canina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2157,3,"wfo-0001009153","","47603","Rosa canina","species","","Léman","Rosaceae","","","","Rosa","","canina","","species","","; 1818 94 1818","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-47603 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-47603 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-47603","",FALSE,"","",""
"Rosa canina","Rosa canina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2157,4,"wfo-0001011274","urn:lsid:ipni.org:names:731953-1","51847","Rosa canina","species","","Sol. ex Bab.","Rosaceae","","","","Rosa","","canina","","species","","J. Linn. Soc., Bot. 11: 304. 1870 [1871 publ. 1870]","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from ; 1871 304 1871 to J. Linn. Soc., Bot. 11: 304. 1870 [1871 publ. 1870] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.the","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-51847","",FALSE,"","",""
"Rosa canina","Rosa canina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2157,5,"wfo-0001011707","","52797","Rosa canina","species","","Sm.","Rosaceae","","","","Rosa","","canina","","species","","English botany ; 1790 t.992 1804","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-52797 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-52797 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-52797","",FALSE,"","",""
