"spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,1,"wfo-0000998124","urn:lsid:ipni.org:names:733407-1","28078","Rosa multiflora","species","","Buch.-Ham. ex Hook.f.","Rosaceae","","","","Rosa","","multiflora","","species","","Fl. Brit. India [J. D. Hooker] 2(5): 365. 1878 [Jul 1878]","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from The flora of British India (Rosaceae) ; 1878 365 1878 to Fl. Brit. India [J. D. Hooker] 2(5): 365. 1878 [Jul 1878] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More deta","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-28078","",FALSE,"","",""
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,2,"wfo-0001001251","urn:lsid:ipni.org:names:733411-1","31468","Rosa multiflora","species","","Merino","Rosaceae","","","","Rosa","","multiflora","","species","","Fl. Galic. iii. 545 (1909).","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Flora descriptiva ‚ illustrada de Galicia ; 1905 545 1909 to Fl. Galic. iii. 545 (1909). , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-31468","",FALSE,"","",""
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,3,"wfo-0001001254","urn:lsid:ipni.org:names:927374-1","31471","Rosa multiflora","species","wfo-4000033476","Thunb.","Rosaceae","","","","Rosa","","multiflora","","species","Valid","Syst. Veg., ed. 14. : 474 (1784)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Systema vegetabilium. Editio decima quarta ; 1784 474 1784 to Syst. Veg. ed. 14 : 474 (1784), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:927374-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-31471","",FALSE,"","",""
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,4,"wfo-0001001398","urn:lsid:ipni.org:names:733406-1","31630","Rosa multiflora","species","","Benth.","Rosaceae","","","","Rosa","","multiflora","","species","","Pl. Hongk. 107.","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Flora hongkongensis ; 1861 107 1861 to Pl. Hongk. 107. , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tp","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-31630","",FALSE,"","",""
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,5,"wfo-0001002108","urn:lsid:ipni.org:names:733410-1","32510","Rosa multiflora","species","","Dum.Cours.","Rosaceae","","","","Rosa","","multiflora","","species","Illegitimate","Bot. Cult.  3: 346 (1802)","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Le botaniste cultivateur ; 1802 346 1802 to Bot. Cult. 3: 346. 1802 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.thepla","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:733410-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-32510","",FALSE,"","",""
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,6,"wfo-0001003074","urn:lsid:ipni.org:names:733408-1","34007","Rosa multiflora","species","","Reyn. ex Rchb.","Rosaceae","","","","Rosa","","multiflora","","species","","Fl. Germ. Excurs. 620.","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Flora germanica excursoria ; 1830 621 1832 to Fl. Germ. Excurs. 620. , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.thepl","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-34007","",FALSE,"","",""
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,7,"wfo-0001004077","urn:lsid:ipni.org:names:733409-1","35626","Rosa multiflora","species","","Andrews","Rosaceae","","","","Rosa","","multiflora","","species","","Roses t. 83.","Unchecked","","",NA,"Source in seed data: rjp Updated Author from hort. ex Andrews to Andrews, according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-35626 >The Plant List","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-35626","",FALSE,"","",""
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,8,"wfo-0001014673","urn:lsid:ipni.org:names:732237-1","6110","Rosa damascena","species","wfo-4000033476","Mill.","Rosaceae","","","","Rosa","","damascena","","species","Valid","Gard. Dict. ed. 8 : Rosa n.º 15 (1768)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Gard. Dict., ed. 8. n. 15. 1768 [16 Apr 1768] to Gard. Dict. ed. 8 : Rosa n.º 15 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:732237-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-6110","",TRUE,"Synonym","wfo-0001004568","Rosa multiflora"
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,9,"wfo-0001018301","urn:lsid:ipni.org:names:732556-1","9115","Rosa fujisanensis","species","wfo-4000033476","(Makino) Makino","Rosaceae","","","","Rosa","","fujisanensis","","species","Valid","Bot. Mag. (Tokyo)  27: 151 (1913)","Accepted","","wfo-0001018300",NA,"Source in seed data: rjp Updated scientificnameAuthorship from (Makino) Makino to Makino, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-9115 >The Plant List v.1.","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:732556-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-9115","",TRUE,"Synonym","wfo-0001004631","Rosa multiflora"
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,10,"wfo-0000995325","urn:lsid:ipni.org:names:60447749-2","2483","Rosa multiflora var. cathayensis","variety","wfo-0001001254","Rehder & E.H.Wilson","Rosaceae","","","","Rosa","","multiflora","cathayensis","variety","Valid","Pl. Wilson.  2: 304 (1915)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Pl. Wilson. (Sargent) 2(2): 304. 1915 [28 Dec 1915] to Pl. Wilson. 2: 304 (1915), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60447749-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-2483","",TRUE,"Synonym","wfo-0001008829","Rosa multiflora"
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,11,"wfo-0001008830","","46766","Rosa multiflora","species","","Hemsl.","Rosaceae","","","","Rosa","","multiflora","","species","","; 1887 253 1887","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-46766 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-46766 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-46766","",FALSE,"","",""
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,12,"wfo-0001008831","","46767","Rosa multiflora","species","","Sims","Rosaceae","","","","Rosa","","multiflora","","species","","Curtis's botanical magazine ; 1800 t.1059 1807","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-46767 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-46767 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-46767","",FALSE,"","",""
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,13,"wfo-0001013242","","56875","Rosa multiflora","species","","Reyn.","Rosaceae","","","","Rosa","","multiflora","","species","","; 1874 70, t.6 1874","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-56875 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-56875 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-56875","",FALSE,"","",""
"Rosa multiflora","Rosa multiflora",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2158,14,"wfo-0001013337","","57012","Rosa multiflora","species","","Matsum. & Hayata","Rosaceae","","","","Rosa","","multiflora","","species","","Enumeratio plantarum in insula Formosa sponte crescentium ; 1906 128 1906","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-57012 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-57012 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-57012","",FALSE,"","",""
"Rosa rubiginosa","Rosa rubiginosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2159,1,"wfo-0001001300","urn:lsid:ipni.org:names:734072-1","31523","Rosa rubiginosa","species","","Brot.","Rosaceae","","","","Rosa","","rubiginosa","","species","","Fl. Lusit. 2: 311. 1805 [10 Jul 1805]","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Flora lusitanica ; 1804 311 1805 to Fl. Lusit. 2: 311. 1805 [10 Jul 1805] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-31523","",FALSE,"","",""
"Rosa rubiginosa","Rosa rubiginosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2159,2,"wfo-0001003433","urn:lsid:ipni.org:names:734070-1","34485","Rosa rubiginosa","species","","Coss. ex Déségl.","Rosaceae","","","","Rosa","","rubiginosa","","species","","Bull. Soc. Roy. Bot. Belgique xv. (1876) 344.","Unchecked","","",NA,"Source in seed data: rjp Updated scientificnameAuthorship from Coss. ex D‚s‚gl. to Coss. ex Déségl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-34485 >T","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-34485","",FALSE,"","",""
"Rosa rubiginosa","Rosa rubiginosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2159,3,"wfo-0001004321","urn:lsid:ipni.org:names:734069-1","360","Rosa rubiginosa","species","wfo-4000033476","L.","Rosaceae","","","","Rosa","","rubiginosa","","species","Valid","Mant. Pl.  2: 564 (1771)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Mantissa plantarum ; 1767 564 1771 to Mant. Pl. 2: 564 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:734069-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-360","",FALSE,"","",""
"Rosa rubiginosa","Rosa rubiginosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2159,4,"wfo-0001004680","urn:lsid:ipni.org:names:734071-1","36565","Rosa rubiginosa","species","","Webb ex Ball","Rosaceae","","","","Rosa","","rubiginosa","","species","","J. Linn. Soc., Bot. 16: 446. 1878","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from ; 1878 446 1878 to J. Linn. Soc., Bot. 16: 446. 1878 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-36565","",FALSE,"","",""
"Rosa rubiginosa","Rosa rubiginosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2159,5,"wfo-0001007093","","42061","Rosa rubiginosa","species","","Ledeb.","Rosaceae","","","","Rosa","","rubiginosa","","species","","Flora rossica ; 1841 80 1843","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-42061 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-42061 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-42061","",FALSE,"","",""
"Rosa rubiginosa","Rosa rubiginosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2159,6,"wfo-0001008707","","46525","Rosa rubiginosa","species","","Jacq.","Rosaceae","","","","Rosa","","rubiginosa","","species","","Flora austriacae sive Plantarum selectarum in Austriae Archiducatu sponte crescentium Icones ; 1773 31, t.50 1773","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-46525 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-46525 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-46525","",FALSE,"","",""
"Rosa rubiginosa","Rosa rubiginosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2159,7,"wfo-0001008767","","46666","Rosa rubiginosa","species","","Britton & N.E.Br.","Rosaceae","","","","Rosa","","rubiginosa","","species","","An illustrated flora of the Northern United States ; 1896 232, f.1974 1897","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-46666 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-46666 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-46666","",FALSE,"","",""
"Rosa rubiginosa","Rosa rubiginosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2159,8,"wfo-0001011710","","52803","Rosa rubiginosa","species","","Sm.","Rosaceae","","","","Rosa","","rubiginosa","","species","","English botany ; 1790 t.991 1804","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-52803 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-52803 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-52803","",FALSE,"","",""
"Rosa rubiginosa","Rosa rubiginosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2159,9,"wfo-0001011725","","52869","Rosa rubiginosa","species","","M.Bieb.","Rosaceae","","","","Rosa","","rubiginosa","","species","","Flora taurico-caucasica ; 1808 398 1808","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-52869 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-52869 >The Plant List v.1.0</a>","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-52869","",FALSE,"","",""
"Rosa sempervirens","Rosa sempervirens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2160,1,"wfo-0000992954","urn:lsid:ipni.org:names:734215-1","2209","Rosa sempervirens","species","wfo-4000033476","L.","Rosaceae","","","","Rosa","","sempervirens","","species","Valid","Sp. Pl. : 492 (1753)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Sp. Pl. 1: 492. 1753 [1 May 1753] to Sp. Pl. : 492 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-220","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:734215-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-2209","",FALSE,"","",""
"Rosa sempervirens","Rosa sempervirens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2160,2,"wfo-0000985897","urn:lsid:ipni.org:names:77231620-1","13406","Rosa longicuspis var. longicuspis","variety","wfo-0001018278","","Rosaceae","","","","Rosa","","longicuspis","longicuspis","variety","Valid","Unknown","Accepted","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-13406 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-13406 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77231620-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-13406","",TRUE,"Synonym","wfo-0001001237","Rosa sempervirens"
"Rosa sempervirens","Rosa sempervirens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2160,3,"wfo-0001001471","urn:lsid:ipni.org:names:734214-1","31714","Rosa sempervirens","species","","Roth","Rosaceae","","","","Rosa","","sempervirens","","species","Valid","Tent. Fl. Germ.  1: 218 (1788)","Unchecked","","",NA,"Source in seed data: rjp Updated namePublishedIn from Tentamen florae germanicae ; 1788 218 1788 to Tent. Fl. Germ. 1: 218. 1788 [Feb-Apr 1788] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:734214-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-31714","",FALSE,"","",""
"Rosa sempervirens","Rosa sempervirens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,2160,4,"wfo-0001003032","urn:lsid:ipni.org:names:734213-1","33953","Rosa sempervirens","species","","Dup. ex Steud.","Rosaceae","","","","Rosa","","sempervirens","","species","","Nomencl. Bot. [Steudel] 702. 1821","Unchecked","","",NA,"Source in seed data: rjp Updated Author from A.Dupont ex Steud. to Dup. ex Steud., according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-33953 >The P","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-33953","",FALSE,"","",""
