"original_taxa","accepted_taxref","taxref_key","taxref_rank","taxref_full_name","taxref_class","taxref_order","taxref_family","taxref_status","G1_INPN","G2_INPN","G3_INPN","habitat","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_taxa","full_name","accepted_rank","in_AT_VIN_SECBIVIT","in_AT_VINEDIVERS","in_BE_ANN_EXPLORE","in_DE_VIN_SECBIVIT","in_EU_HMETCALF","in_FR_ABY","in_FR_ALL_500_ENI","in_FR_ALL_LANGUEDOC","in_FR_ANN_37","in_FR_ANN_45","in_FR_ANN_BARR","in_FR_ANN_BIOVIGILANCE","in_FR_ANN_BOURGOGNE","in_FR_ANN_CASDAR","in_FR_ANN_DEEPIMPACT","in_FR_ANN_FENAY_GFPHD","in_FR_ANN_MP","in_FR_CASYS","in_FR_CBN","in_FR_OLI_GENTY","in_FR_SECBIVIT","in_FR_SUN_ENIVTH","in_FR_VIN_ALPES","in_FR_VIN_BIOVIGILANCE","in_FR_VIN_FLAVI","in_FR_VIN_GIGNAC","in_FR_VIN_HERAULT","in_FR_VIN_SAVM","in_FR_VINE_BDX","in_FR_VINE_CA33","in_RO_VIN_SECBIVIT","in_UK_ANN_Boundary_Margin_Verge"
"Himantoglossum hircinum","Himantoglossum hircinum",102797,"ES","Himantoglossum hircinum (L.) Spreng., 1826","Equisetopsida","Asparagales","Orchidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Himantoglossum hircinum",5324951,"SPECIES","Himantoglossum hircinum (L.) Spreng.","Tracheophyta","Asparagales","Orchidaceae","EXACT_ACCEPTED","Himantoglossum hircinum","Himantoglossum hircinum (L.) Spreng., 1826","SPECIES",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Himantoglossum robertianum","Himantoglossum robertianum",162131,"ES","Himantoglossum robertianum (Loisel.) P.Delforge, 1999","Equisetopsida","Asparagales","Orchidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Himantoglossum robertianum",5324959,"SPECIES","Himantoglossum robertianum (Loisel.) P.Delforge","Tracheophyta","Asparagales","Orchidaceae","EXACT_ACCEPTED","Himantoglossum robertianum","Himantoglossum robertianum (Loisel.) P.Delforge, 1999","SPECIES",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hippocrepis","Hippocrepis",193292,"GN","Hippocrepis L., 1753","Equisetopsida","Fabales","Fabaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hippocrepis",2956616,"GENUS","Hippocrepis L.","Tracheophyta","Fabales","Fabaceae","HIGHERRANK_ACCEPTED","Hippocrepis","Hippocrepis L., 1753","GENUS",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hippocrepis biflora","Hippocrepis biflora",102840,"ES","Hippocrepis biflora Spreng., 1815","Equisetopsida","Fabales","Fabaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hippocrepis biflora",5353737,"SPECIES","Hippocrepis biflora Spreng.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","Hippocrepis biflora","Hippocrepis biflora Spreng., 1815","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Hippocrepis comosa","Hippocrepis comosa",102842,"ES","Hippocrepis comosa L., 1753","Equisetopsida","Fabales","Fabaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hippocrepis comosa",5353750,"SPECIES","Hippocrepis comosa L.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","Hippocrepis comosa","Hippocrepis comosa L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hirschfeldia incana","Hirschfeldia incana",102876,"ES","Hirschfeldia incana (L.) Lagr.-Foss., 1847","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hirschfeldia incana",3050595,"SPECIES","Hirschfeldia incana (L.) Lagr.-Foss.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Hirschfeldia incana","Hirschfeldia incana (L.) Lagr.-Foss., 1847","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Holcus","Holcus",193324,"GN","Holcus L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Holcus",2706162,"GENUS","Holcus L.","Tracheophyta","Poales","Poaceae","HIGHERRANK_ACCEPTED","Holcus","Holcus L., 1753","GENUS",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Holcus lanatus","Holcus lanatus",102900,"ES","Holcus lanatus L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Holcus lanatus",2706164,"SPECIES","Holcus lanatus L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Holcus lanatus","Holcus lanatus L., 1753","SPECIES",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1
"Holcus mollis","Holcus mollis",102901,"ES","Holcus mollis L., 1759","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Holcus mollis",2706163,"SPECIES","Holcus mollis L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Holcus mollis","Holcus mollis L., 1759","SPECIES",0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
"Holcus x hybridus","Holcus x hybridus",102906,"ES","Holcus x hybridus Wein, 1913","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Holcus hybridus",4119200,"SPECIES","Holcus × hybridus Wein","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Holcus x hybridus","Holcus x hybridus Wein, 1913","SPECIES",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holosteum umbellatum","Holosteum umbellatum",102921,"ES","Holosteum umbellatum L., 1753","Equisetopsida","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Holosteum umbellatum",3085349,"SPECIES","Holosteum umbellatum L.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","Holosteum umbellatum","Holosteum umbellatum L., 1753","SPECIES",1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"Honorius nutans","Honorius nutans",102930,"ES","Honorius nutans (Sm.) Gray, 1821","Equisetopsida","Asparagales","Asparagaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ornithogalum nutans",2773281,"SPECIES","Ornithogalum nutans L.","Tracheophyta","Asparagales","Asparagaceae","EXACT_SYNONYM","Honorius nutans","Honorius nutans (Sm.) Gray, 1821","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hordelymus europaeus","Hordelymus europaeus",102934,"ES","Hordelymus europaeus (L.) Harz, 1885","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hordelymus europaeus",5674152,"SPECIES","Hordelymus europaeus (L.) Jess. ex Harz","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Hordelymus europaeus","Hordelymus europaeus (L.) Harz, 1885","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hordeum","Hordeum",193359,"GN","Hordeum L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hordeum",2706050,"GENUS","Hordeum L.","Tracheophyta","Poales","Poaceae","HIGHERRANK_ACCEPTED","Hordeum","Hordeum L., 1753","GENUS",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Hordeum distichon","Hordeum vulgare subsp. distichon",718237,"SSES","Hordeum vulgare subsp. distichon (L.) Körn., 1882","Equisetopsida","Poales","Poaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Hordeum distichon",8332019,"SPECIES","Hordeum distichon L.","Tracheophyta","Poales","Poaceae","EXACT_SYNONYM","Hordeum vulgare subsp. distichon","Hordeum vulgare subsp. distichon (L.) Körn., 1882","SUBSPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hordeum murinum","Hordeum murinum",102974,"ES","Hordeum murinum L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hordeum murinum",7886346,"SPECIES","Hordeum murinum L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Hordeum murinum","Hordeum murinum L., 1753","SPECIES",1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"Hordeum murinum leporinum","Hordeum murinum subsp. leporinum",136672,"SSES","Hordeum murinum subsp. leporinum (Link) Arcang., 1882","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hordeum murinum leporinum",4270548,"SUBSPECIES","Hordeum murinum subsp. leporinum (Link) Arcang.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Hordeum murinum subsp. leporinum","Hordeum murinum subsp. leporinum (Link) Arcang., 1882","SUBSPECIES",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hordeum murinum murinum","Hordeum murinum subsp. murinum",136673,"SSES","Hordeum murinum subsp. murinum L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hordeum murinum murinum",7226802,"SUBSPECIES","Hordeum murinum subsp. murinum Linnaeus, 1753","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Hordeum murinum subsp. murinum","Hordeum murinum subsp. murinum L., 1753","SUBSPECIES",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hordeum secalinum","Hordeum secalinum",102990,"ES","Hordeum secalinum Schreb., 1771","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hordeum secalinum",2706068,"SPECIES","Hordeum secalinum Schreb.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Hordeum secalinum","Hordeum secalinum Schreb., 1771","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hordeum vulgare","Hordeum vulgare",102999,"ES","Hordeum vulgare L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hordeum vulgare",2706056,"SPECIES","Hordeum vulgare L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Hordeum vulgare","Hordeum vulgare L., 1753","SPECIES",1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1
"Hordeum vulgare distichon","Hordeum vulgare subsp. distichon",718237,"SSES","Hordeum vulgare subsp. distichon (L.) Körn., 1882","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hordeum distichon",8332019,"SPECIES","Hordeum distichon L.","Tracheophyta","Poales","Poaceae","EXACT_SYNONYM","Hordeum vulgare subsp. distichon","Hordeum vulgare subsp. distichon (L.) Körn., 1882","SUBSPECIES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hordeum vulgare vulgare","Hordeum vulgare subsp. vulgare",612498,"SSES","Hordeum vulgare subsp. vulgare L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hordeum vulgare vulgare",4932619,"SUBSPECIES","Hordeum vulgare subsp. vulgare","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Hordeum vulgare subsp. vulgare","Hordeum vulgare subsp. vulgare L., 1753","SUBSPECIES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hornungia petraea","Hornungia petraea",103019,"ES","Hornungia petraea (L.) Rchb., 1838","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hornungia petraea",5376179,"SPECIES","Hornungia petraea (L.) Rchb.","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Hornungia petraea","Hornungia petraea (L.) Rchb., 1838","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Humulus lupulus","Humulus lupulus",103031,"ES","Humulus lupulus L., 1753","Equisetopsida","Rosales","Cannabaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Humulus lupulus",2984535,"SPECIES","Humulus lupulus L.","Tracheophyta","Rosales","Cannabaceae","EXACT_ACCEPTED","Humulus lupulus","Humulus lupulus L., 1753","SPECIES",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"Hyacinthoides","Hyacinthoides",193377,"GN","Hyacinthoides Heist. ex Fabr., 1759","Equisetopsida","Asparagales","Asparagaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hyacinthoides",5304256,"GENUS","Hyacinthoides Heist. ex Fabr.","Tracheophyta","Asparagales","Asparagaceae","HIGHERRANK_ACCEPTED","Hyacinthoides","Hyacinthoides Heist. ex Fabr., 1759","GENUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hyacinthoides non-scripta","Hyacinthoides non-scripta",103057,"ES","Hyacinthoides non-scripta (L.) Chouard ex Rothm., 1944","Equisetopsida","Asparagales","Asparagaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hyacinthoides non-scripta",5304283,"SPECIES","Hyacinthoides non-scripta (L.) Chouard ex Rothm.","Tracheophyta","Asparagales","Asparagaceae","EXACT_ACCEPTED","Hyacinthoides non-scripta","Hyacinthoides non-scripta (L.) Chouard ex Rothm., 1944","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hyacinthus orientalis","Hyacinthus orientalis",103081,"ES","Hyacinthus orientalis L., 1753","Equisetopsida","Asparagales","Asparagaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hyacinthus orientalis",2772666,"SPECIES","Hyacinthus orientalis L.","Tracheophyta","Asparagales","Asparagaceae","EXACT_ACCEPTED","Hyacinthus orientalis","Hyacinthus orientalis L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hylotelephium telephium","Hylotelephium telephium",103162,"ES","Hylotelephium telephium (L.) H.Ohba, 1977","Equisetopsida","Saxifragales","Crassulaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hylotelephium telephium",2985865,"SPECIES","Hylotelephium telephium (L.) H.Ohba","Tracheophyta","Saxifragales","Crassulaceae","EXACT_ACCEPTED","Hylotelephium telephium","Hylotelephium telephium (L.) H.Ohba, 1977","SPECIES",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hymenocarpos circinnata nummularius","Anthyllis circinnata",717086,"ES","Anthyllis circinnata (L.) D.D.Sokoloff, 2003","Equisetopsida","Fabales","Fabaceae","FUZZY_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Anthyllis circinnata",5627536,"SPECIES","Anthyllis circinnata (L.) D.D.Sokoloff","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","Anthyllis circinnata","Anthyllis circinnata (L.) D.D.Sokoloff, 2003","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hymenocarpos circinnatus","Anthyllis circinnata",717086,"ES","Anthyllis circinnata (L.) D.D.Sokoloff, 2003","Equisetopsida","Fabales","Fabaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Anthyllis circinnata",5627536,"SPECIES","Anthyllis circinnata (L.) D.D.Sokoloff","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","Anthyllis circinnata","Anthyllis circinnata (L.) D.D.Sokoloff, 2003","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyoscyamus niger","Hyoscyamus niger",103185,"ES","Hyoscyamus niger L., 1753","Equisetopsida","Solanales","Solanaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hyoscyamus niger",2928978,"SPECIES","Hyoscyamus niger L.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","Hyoscyamus niger","Hyoscyamus niger L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hyoseris radiata","Hyoseris radiata",103205,"ES","Hyoseris radiata L., 1753","Equisetopsida","Asterales","Asteraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hyoseris radiata",3134555,"SPECIES","Hyoseris radiata L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","Hyoseris radiata","Hyoseris radiata L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypecoum","Hypecoum",193494,"GN","Hypecoum L., 1753","Equisetopsida","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",NA,"Hypecoum",2888556,"GENUS","Hypecoum L.","Tracheophyta","Ranunculales","Papaveraceae","HIGHERRANK_ACCEPTED","Hypecoum","Hypecoum L., 1753","GENUS",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypecoum imberbe","Hypecoum imberbe",103229,"ES","Hypecoum imberbe Sm., 1806","Equisetopsida","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypecoum imberbe",2888557,"SPECIES","Hypecoum imberbe Sm.","Tracheophyta","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Hypecoum imberbe","Hypecoum imberbe Sm., 1806","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypecoum pendulum","Hypecoum pendulum",103233,"ES","Hypecoum pendulum L., 1753","Equisetopsida","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypecoum pendulum",2888559,"SPECIES","Hypecoum pendulum L.","Tracheophyta","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Hypecoum pendulum","Hypecoum pendulum L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypecoum procumbens","Hypecoum procumbens",103235,"ES","Hypecoum procumbens L., 1753","Equisetopsida","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypecoum procumbens",8281444,"SPECIES","Hypecoum procumbens L.","Tracheophyta","Ranunculales","Papaveraceae","EXACT_ACCEPTED","Hypecoum procumbens","Hypecoum procumbens L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypericum","Hypericum",193498,"GN","Hypericum L., 1753","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum",3189452,"GENUS","Hypericum L.","Tracheophyta","Malpighiales","Hypericaceae","HIGHERRANK_ACCEPTED","Hypericum","Hypericum L., 1753","GENUS",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hypericum androsaemum","Hypericum androsaemum",103245,"ES","Hypericum androsaemum L., 1753","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum androsaemum",3189525,"SPECIES","Hypericum androsaemum L.","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum androsaemum","Hypericum androsaemum L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hypericum australe","Hypericum australe",103246,"ES","Hypericum australe Ten., 1826","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum australe",3715162,"SPECIES","Hypericum australe Ten.","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum australe","Hypericum australe Ten., 1826","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypericum hirsutum","Hypericum hirsutum",103287,"ES","Hypericum hirsutum L., 1753","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum hirsutum",7921919,"SPECIES","Hypericum hirsutum L.","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum hirsutum","Hypericum hirsutum L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Hypericum humifusum","Hypericum humifusum",103288,"ES","Hypericum humifusum L., 1753","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum humifusum",3189543,"SPECIES","Hypericum humifusum L.","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum humifusum","Hypericum humifusum L., 1753","SPECIES",0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Hypericum linarifolium","Hypericum linariifolium",103292,"ES","Hypericum linariifolium Vahl, 1790","Equisetopsida","Malpighiales","Hypericaceae","FUZZY_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum linariifolium",4933119,"SPECIES","Hypericum linariifolium Vahl","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum linariifolium","Hypericum linariifolium Vahl, 1790","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypericum linariifolium","Hypericum linariifolium",103292,"ES","Hypericum linariifolium Vahl, 1790","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum linariifolium",4933119,"SPECIES","Hypericum linariifolium Vahl","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum linariifolium","Hypericum linariifolium Vahl, 1790","SPECIES",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypericum maculatum","Hypericum maculatum",103298,"ES","Hypericum maculatum Crantz, 1763","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum maculatum",6437017,"SPECIES","Hypericum maculatum Crantz","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum maculatum","Hypericum maculatum Crantz, 1763","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Hypericum perfoliatum","Hypericum perfoliatum",103315,"ES","Hypericum perfoliatum L., 1767","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum perfoliatum",7678225,"SPECIES","Hypericum perfoliatum L.","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum perfoliatum","Hypericum perfoliatum L., 1767","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Hypericum perforatum","Hypericum perforatum",103316,"ES","Hypericum perforatum L., 1753","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum perforatum",3189486,"SPECIES","Hypericum perforatum L.","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum perforatum","Hypericum perforatum L., 1753","SPECIES",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
"Hypericum tetrapterum","Hypericum tetrapterum",103329,"ES","Hypericum tetrapterum Fr., 1823","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum tetrapterum",6436469,"SPECIES","Hypericum tetrapterum Fr.","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum tetrapterum","Hypericum tetrapterum Fr., 1823","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hypericum triquetrifolium","Hypericum triquetrifolium",103331,"ES","Hypericum triquetrifolium Turra, 1765","Equisetopsida","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Hypericum triquetrifolium",3715163,"SPECIES","Hypericum triquetrifolium Turra","Tracheophyta","Malpighiales","Hypericaceae","EXACT_ACCEPTED","Hypericum triquetrifolium","Hypericum triquetrifolium Turra, 1765","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
