"original_taxa","accepted_taxref","taxref_key","taxref_rank","taxref_full_name","taxref_class","taxref_order","taxref_family","taxref_status","G1_INPN","G2_INPN","G3_INPN","habitat","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_taxa","full_name","accepted_rank","in_AT_VIN_SECBIVIT","in_AT_VINEDIVERS","in_BE_ANN_EXPLORE","in_DE_VIN_SECBIVIT","in_EU_HMETCALF","in_FR_ABY","in_FR_ALL_500_ENI","in_FR_ALL_LANGUEDOC","in_FR_ANN_37","in_FR_ANN_45","in_FR_ANN_BARR","in_FR_ANN_BIOVIGILANCE","in_FR_ANN_BOURGOGNE","in_FR_ANN_CASDAR","in_FR_ANN_DEEPIMPACT","in_FR_ANN_FENAY_GFPHD","in_FR_ANN_MP","in_FR_CASYS","in_FR_CBN","in_FR_OLI_GENTY","in_FR_SECBIVIT","in_FR_SUN_ENIVTH","in_FR_VIN_ALPES","in_FR_VIN_BIOVIGILANCE","in_FR_VIN_FLAVI","in_FR_VIN_GIGNAC","in_FR_VIN_HERAULT","in_FR_VIN_SAVM","in_FR_VINE_BDX","in_FR_VINE_CA33","in_RO_VIN_SECBIVIT","in_UK_ANN_Boundary_Margin_Verge"
"Agrostis curtisii","Agrostis curtisii",80605,"ES","Agrostis curtisii Kerguélen, 1976","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alpagrostis setacea",10762826,"SPECIES","Alpagrostis setacea (Poir.) P.M.Peterson, Romasch., Soreng & Sylvester","Tracheophyta","Poales","Poaceae","EXACT_SYNONYM","Agrostis curtisii","Agrostis curtisii Kerguélen, 1976","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agrostis gigantea","Agrostis gigantea",80639,"ES","Agrostis gigantea Roth, 1788","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Agrostis gigantea",2706541,"SPECIES","Agrostis gigantea Roth","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Agrostis gigantea","Agrostis gigantea Roth, 1788","SPECIES",0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Agrostis stolonifera","Agrostis stolonifera",80759,"ES","Agrostis stolonifera L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Agrostis stolonifera",2706435,"SPECIES","Agrostis stolonifera L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Agrostis stolonifera","Agrostis stolonifera L., 1753","SPECIES",0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1
"Agrostis stolonifera stolonifera","Agrostis stolonifera var. stolonifera",142987,"VAR","Agrostis stolonifera var. stolonifera L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Agrostis stolonifera",2706435,"SPECIES","Agrostis stolonifera L.","Tracheophyta","Poales","Poaceae","EXACT_SYNONYM","Agrostis stolonifera var. stolonifera","Agrostis stolonifera var. stolonifera L., 1753","VARIETY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ailanthus altissima","Ailanthus altissima",80824,"ES","Ailanthus altissima (Mill.) Swingle, 1916","Equisetopsida","Sapindales","Simaroubaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ailanthus altissima",3190653,"SPECIES","Ailanthus altissima (Mill.) Swingle","Tracheophyta","Sapindales","Simaroubaceae","EXACT_ACCEPTED","Ailanthus altissima","Ailanthus altissima (Mill.) Swingle, 1916","SPECIES",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ailanthus altissimus","Ailanthus altissima",80824,"ES","Ailanthus altissima (Mill.) Swingle, 1916","Equisetopsida","Sapindales","Simaroubaceae","FUZZY_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ailanthus altissima",3190653,"SPECIES","Ailanthus altissima (Mill.) Swingle","Tracheophyta","Sapindales","Simaroubaceae","EXACT_ACCEPTED","Ailanthus altissima","Ailanthus altissima (Mill.) Swingle, 1916","SPECIES",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aira armoricana","Aira armoricana",80846,"ES","Aira armoricana F.Albers, 1979","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Aira caryophyllea",7747216,"SPECIES","Aira caryophyllea L.","Tracheophyta","Poales","Poaceae","EXACT_SYNONYM","Aira armoricana","Aira armoricana F.Albers, 1979","SPECIES",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aira caryophyllea","Aira caryophyllea",80857,"ES","Aira caryophyllea L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Aira caryophyllea",7747216,"SPECIES","Aira caryophyllea L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Aira caryophyllea","Aira caryophyllea L., 1753","SPECIES",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Aira caryophyllea caryophyllea","Aira caryophyllea",80857,"ES","Aira caryophyllea L., 1753","Equisetopsida","Poales","Poaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Aira caryophyllea",7747216,"SPECIES","Aira caryophyllea L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Aira caryophyllea","Aira caryophyllea L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aira cupaniana","Aira cupaniana",80864,"ES","Aira cupaniana Guss., 1843","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Aira cupaniana",5673288,"SPECIES","Aira cupaniana Guss.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Aira cupaniana","Aira cupaniana Guss., 1843","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aira multiculmis","Aira multiculmis",80902,"ES","Aira multiculmis Dumort., 1824","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Aira caryophyllea",7747216,"SPECIES","Aira caryophyllea L.","Tracheophyta","Poales","Poaceae","EXACT_SYNONYM","Aira multiculmis","Aira multiculmis Dumort., 1824","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ajuga chamaepitys","Ajuga chamaepitys",80978,"ES","Ajuga chamaepitys (L.) Schreb., 1773","Equisetopsida","Lamiales","Lamiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ajuga chamaepitys",2927080,"SPECIES","Ajuga chamaepitys (L.) Schreb.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","Ajuga chamaepitys","Ajuga chamaepitys (L.) Schreb., 1773","SPECIES",0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ajuga genevensis","Ajuga genevensis",80980,"ES","Ajuga genevensis L., 1753","Equisetopsida","Lamiales","Lamiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ajuga genevensis",2927079,"SPECIES","Ajuga genevensis L.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","Ajuga genevensis","Ajuga genevensis L., 1753","SPECIES",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Ajuga iva","Ajuga iva",80983,"ES","Ajuga iva (L.) Schreb., 1773","Equisetopsida","Lamiales","Lamiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ajuga iva",7307171,"SPECIES","Ajuga iva (L.) Schreb.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","Ajuga iva","Ajuga iva (L.) Schreb., 1773","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ajuga reptans","Ajuga reptans",80990,"ES","Ajuga reptans L., 1753","Equisetopsida","Lamiales","Lamiaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Ajuga reptans",2927078,"SPECIES","Ajuga reptans L.","Tracheophyta","Lamiales","Lamiaceae","EXACT_ACCEPTED","Ajuga reptans","Ajuga reptans L., 1753","SPECIES",0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
"Alcea rosea","Alcea rosea",81023,"ES","Alcea rosea L., 1753","Equisetopsida","Malvales","Malvaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alcea rosea",5406789,"SPECIES","Alcea rosea L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","Alcea rosea","Alcea rosea L., 1753","SPECIES",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Alchemilla","Alchemilla",188940,"GN","Alchemilla L., 1753","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alchemilla",3027437,"GENUS","Alchemilla L.","Tracheophyta","Rosales","Rosaceae","HIGHERRANK_ACCEPTED","Alchemilla","Alchemilla L., 1753","GENUS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alchemilla acutiloba","Alchemilla acutiloba",81027,"ES","Alchemilla acutiloba Opiz, 1838","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alchemilla vulgaris",7890713,"SPECIES","Alchemilla vulgaris L.","Tracheophyta","Rosales","Rosaceae","EXACT_SYNONYM","Alchemilla acutiloba","Alchemilla acutiloba Opiz, 1838","SPECIES",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alchemilla xanthochlora","Alchemilla xanthochlora",81195,"ES","Alchemilla xanthochlora Rothm., 1937","Equisetopsida","Rosales","Rosaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alchemilla xanthochlora",3028198,"SPECIES","Alchemilla xanthochlora Rothm.","Tracheophyta","Rosales","Rosaceae","EXACT_ACCEPTED","Alchemilla xanthochlora","Alchemilla xanthochlora Rothm., 1937","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alisma lanceolatum","Alisma lanceolatum",81263,"ES","Alisma lanceolatum With., 1796","Equisetopsida","Alismatales","Alismataceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",7,"Alisma lanceolatum",2865125,"SPECIES","Alisma lanceolatum With.","Tracheophyta","Alismatales","Alismataceae","EXACT_ACCEPTED","Alisma lanceolatum","Alisma lanceolatum With., 1796","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alisma plantago-aquatica","Alisma plantago-aquatica",81272,"ES","Alisma plantago-aquatica L., 1753","Equisetopsida","Alismatales","Alismataceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",7,"Alisma plantago-aquatica",2865100,"SPECIES","Alisma plantago-aquatica L.","Tracheophyta","Alismatales","Alismataceae","EXACT_ACCEPTED","Alisma plantago-aquatica","Alisma plantago-aquatica L., 1753","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alkanna tinctoria","Alkanna matthioli",81287,"ES","Alkanna matthioli Tausch, 1824","Equisetopsida","Boraginales","Boraginaceae","EXACT_SYNONYM","Trachéophytes","Angiospermes","Autres",3,"Alkanna tinctoria tinctoria",7294993,"SUBSPECIES","Alkanna tinctoria subsp. tinctoria","Tracheophyta","Boraginales","Boraginaceae","EXACT_SYNONYM","Alkanna matthioli","Alkanna matthioli Tausch, 1824","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alliaria petiolata","Alliaria petiolata",81295,"ES","Alliaria petiolata (M.Bieb.) Cavara & Grande, 1913","Equisetopsida","Brassicales","Brassicaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alliaria petiolata",5376075,"SPECIES","Alliaria petiolata (M.Bieb.) Cavara & Grande","Tracheophyta","Brassicales","Brassicaceae","EXACT_ACCEPTED","Alliaria petiolata","Alliaria petiolata (M.Bieb.) Cavara & Grande, 1913","SPECIES",0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"Allium","Allium",188971,"GN","Allium L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium",9624496,"GENUS","Allium L.","Tracheophyta","Asparagales","Amaryllidaceae","HIGHERRANK_ACCEPTED","Allium","Allium L., 1753","GENUS",0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0
"Allium ampeloprasum","Allium ampeloprasum",81313,"ES","Allium ampeloprasum L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium ampeloprasum",2856037,"SPECIES","Allium ampeloprasum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium ampeloprasum","Allium ampeloprasum L., 1753","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Allium cepa","Allium cepa",81339,"ES","Allium cepa L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium cepa",2857697,"SPECIES","Allium cepa L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium cepa","Allium cepa L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Allium cyrilli","Allium cyrilli",610829,"ES","Allium cyrilli Ten., 1827","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium cyrilli",2856340,"SPECIES","Allium cyrilli Ten.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium cyrilli","Allium cyrilli Ten., 1827","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium neapolitanum","Allium neapolitanum",81445,"ES","Allium neapolitanum Cirillo, 1788","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium neapolitanum",2856348,"SPECIES","Allium neapolitanum Cirillo","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium neapolitanum","Allium neapolitanum Cirillo, 1788","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium nigrum","Allium nigrum",81449,"ES","Allium nigrum L., 1762","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium nigrum",2855823,"SPECIES","Allium nigrum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium nigrum","Allium nigrum L., 1762","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium oleraceum","Allium oleraceum",81457,"ES","Allium oleraceum L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium oleraceum",2857071,"SPECIES","Allium oleraceum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium oleraceum","Allium oleraceum L., 1753","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"Allium pallens","Allium pallens",81463,"ES","Allium pallens L., 1762","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium pallens",2855839,"SPECIES","Allium pallens L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium pallens","Allium pallens L., 1762","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium paniculatum","Allium paniculatum",81467,"ES","Allium paniculatum L., 1759","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium paniculatum",2856288,"SPECIES","Allium paniculatum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium paniculatum","Allium paniculatum L., 1759","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Allium polyanthum","Allium polyanthum",81479,"ES","Allium polyanthum Schult. & Schult.f., 1830","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium ampeloprasum",2856037,"SPECIES","Allium ampeloprasum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_SYNONYM","Allium polyanthum","Allium polyanthum Schult. & Schult.f., 1830","SPECIES",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0
"Allium porrum","Allium porrum",81483,"ES","Allium porrum L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium ampeloprasum",2856037,"SPECIES","Allium ampeloprasum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_SYNONYM","Allium porrum","Allium porrum L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium roseum","Allium roseum",81499,"ES","Allium roseum L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium roseum",2855893,"SPECIES","Allium roseum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium roseum","Allium roseum L., 1753","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium rotundum","Allium rotundum",81501,"ES","Allium rotundum L., 1762","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium rotundum",2855963,"SPECIES","Allium rotundum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium rotundum","Allium rotundum L., 1762","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium sativum","Allium sativum",81505,"ES","Allium sativum L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium sativum",2856681,"SPECIES","Allium sativum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium sativum","Allium sativum L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium scaberrimum","Allium scaberrimum",81507,"ES","Allium scaberrimum J.Serres, 1857","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium scaberrimum",2856332,"SPECIES","Allium scaberrimum M.Serres","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_SYNONYM","Allium scaberrimum","Allium scaberrimum J.Serres, 1857","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium scorodoprasum","Allium scorodoprasum",81510,"ES","Allium scorodoprasum L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium scorodoprasum",9177060,"SPECIES","Allium scorodoprasum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium scorodoprasum","Allium scorodoprasum L., 1753","SPECIES",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium sphaerocephalon","Allium sphaerocephalon",81520,"ES","Allium sphaerocephalon L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium sphaerocephalon",2857616,"SPECIES","Allium sphaerocephalon L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium sphaerocephalon","Allium sphaerocephalon L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Allium subhirsutum","Allium subhirsutum",81525,"ES","Allium subhirsutum L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium subhirsutum",2855683,"SPECIES","Allium subhirsutum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium subhirsutum","Allium subhirsutum L., 1753","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium triquetrum","Allium triquetrum",81538,"ES","Allium triquetrum L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium triquetrum",2856457,"SPECIES","Allium triquetrum L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium triquetrum","Allium triquetrum L., 1753","SPECIES",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allium vineale","Allium vineale",81544,"ES","Allium vineale L., 1753","Equisetopsida","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Allium vineale",7792960,"SPECIES","Allium vineale L.","Tracheophyta","Asparagales","Amaryllidaceae","EXACT_ACCEPTED","Allium vineale","Allium vineale L., 1753","SPECIES",0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1
"Alnus glutinosa","Alnus glutinosa",81569,"ES","Alnus glutinosa (L.) Gaertn., 1790","Equisetopsida","Fagales","Betulaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alnus glutinosa",2876213,"SPECIES","Alnus glutinosa (L.) Gaertn.","Tracheophyta","Fagales","Betulaceae","EXACT_ACCEPTED","Alnus glutinosa","Alnus glutinosa (L.) Gaertn., 1790","SPECIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alopecurus","Alopecurus",188993,"GN","Alopecurus L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alopecurus",2705236,"GENUS","Alopecurus L.","Tracheophyta","Poales","Poaceae","HIGHERRANK_ACCEPTED","Alopecurus","Alopecurus L., 1753","GENUS",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alopecurus geniculatus","Alopecurus geniculatus",81637,"ES","Alopecurus geniculatus L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alopecurus geniculatus",5290090,"SPECIES","Alopecurus geniculatus L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Alopecurus geniculatus","Alopecurus geniculatus L., 1753","SPECIES",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alopecurus myosuroides","Alopecurus myosuroides",81648,"ES","Alopecurus myosuroides Huds., 1762","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alopecurus myosuroides",5290097,"SPECIES","Alopecurus myosuroides Huds.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Alopecurus myosuroides","Alopecurus myosuroides Huds., 1762","SPECIES",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1
"Alopecurus pratensis","Alopecurus pratensis",81656,"ES","Alopecurus pratensis L., 1753","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alopecurus pratensis",5290081,"SPECIES","Alopecurus pratensis L.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Alopecurus pratensis","Alopecurus pratensis L., 1753","SPECIES",1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
"Alopecurus rendlei","Alopecurus rendlei",81658,"ES","Alopecurus rendlei Eig, 1937","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alopecurus rendlei",5290073,"SPECIES","Alopecurus rendlei Eig","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Alopecurus rendlei","Alopecurus rendlei Eig, 1937","SPECIES",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alopecurus utriculatus","Alopecurus utriculatus",81668,"ES","Alopecurus utriculatus Sol., 1794","Equisetopsida","Poales","Poaceae","EXACT_ACCEPTED","Trachéophytes","Angiospermes","Autres",3,"Alopecurus utriculatus",7990979,"SPECIES","Alopecurus utriculatus Banks & Sol.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","Alopecurus utriculatus","Alopecurus utriculatus Sol., 1794","SPECIES",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
