"accepted_taxa","original_taxa_BIEN","Flower.color_BIEN","Leaf.area_mm2_BIEN","SLA_m2.kg-1_BIEN","Leaf.carbon.to.nitrogen.content_mg.g-1_BIEN","Leaf.dry.mass_g_BIEN","Leaf.dry.mass.content_mg.g-1_BIEN","Leaf.nitrogen.content_mg.g-1_BIEN","Flowering_begin.month_BIEN","Seed.mass_mg_BIEN","Growth.form_BIEN","Plant.height_m_BIEN"
"Glyphaea brevis","Glyphaea brevis","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_shrub*_tree",NA
"Gmelina arborea","Gmelina arborea","",NA,NA,NA,NA,330.7,NA,"2",893.346666666667,"Tree",NA
"Gomphrena celosioides","Gomphrena celosioides","",NA,NA,NA,NA,NA,NA,"",3,"Herb",NA
"Gomphrena vermicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gongronemopsis angolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonolobus rostratus","Gonolobus rostratus","",NA,NA,NA,NA,NA,NA,"",NA,"Vine",NA
"Gossypium barbadense","Gossypium barbadense","",NA,NA,NA,NA,NA,NA,"",131.5,"Shrub",NA
"Gouania longipetala","Gouania longipetala","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_woody climber",NA
"Grewia carpinifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grewia mollis","Grewia mollis","",NA,NA,NA,NA,NA,NA,"",66.7,"Shrub_tree",NA
"Griffonia simplicifolia","Griffonia simplicifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_shrub_woody climber",NA
"Grona adscendens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona barbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona hirta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona ramosissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grona triflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guilandina bonduc","Guilandina bonduc","",NA,NA,NA,NA,NA,NA,"",NA,"Liana",NA
"Gymnosporia senegalensis","Gymnosporia senegalensis","",949.5,5.2565,24.044555,NA,473.4,15.65,"5",NA,"Shrub_shrub*_tree",NA
"Gynandropsis gynandra","Gynandropsis gynandra","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hackelochloa granularis","Hackelochloa granularis","",NA,NA,NA,NA,NA,NA,"",NA,"Grass",NA
"Harrisonia abyssinica","Harrisonia abyssinica","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Harungana madagascariensis","Harungana madagascariensis","",NA,NA,NA,NA,NA,NA,"",2.5,"Shrub_tree",12.5333333333333
"Hediotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedychium coronarium","Hedychium coronarium","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hedychium gardnerianum","Hedychium gardnerianum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Heisteria parvifolia","Heisteria parvifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub_tree",4
"Helichrysum luteoalbum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliconia psittacorum","Heliconia psittacorum","",NA,NA,NA,NA,NA,NA,"",127.6,"Herb",NA
"Heliotropium","Heliotropium amplexicaule_Heliotropium indicum_Heliotropium zeylanicum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Heliotropium amplexicaule","Heliotropium amplexicaule","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Heliotropium bacciferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heliotropium indicum","Heliotropium indicum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Heliotropium zeylanicum","Heliotropium zeylanicum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hermannia tigreensis","Hermannia tigreensis","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Heteranthera callifolia","Heteranthera callifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Heteropogon","Heteropogon contortus","Yellow",2189.261,6.036361465,12.122,0.094355,NA,12.5,"",1.944,"Grass_herb",0.271825
"Heteropogon contortus","Heteropogon contortus","Yellow",2189.261,6.036361465,12.122,0.094355,NA,12.5,"",1.944,"Grass_herb",0.271825
"Heterotis rotundifolia","Heterotis rotundifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hewittia malabarica","Hewittia malabarica","",NA,NA,NA,NA,NA,NA,"",NA,"Twining herb",NA
"Hexasepalum sarmentosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hexasepalum scandens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus","Hibiscus cannabinus_Hibiscus diversifolius_Hibiscus lobatus_Hibiscus panduriformis_Hibiscus physaloides_Hibiscus sabdariffa_Hibiscus sidiformis_Hibiscus surattensis","",NA,NA,NA,NA,NA,NA,"",20.0701754385965,"Herb_Herb_shrub_Shrub",NA
"Hibiscus caerulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus cannabinus","Hibiscus cannabinus","",NA,NA,NA,NA,NA,NA,"",26.4605263157895,"Herb",NA
"Hibiscus diversifolius","Hibiscus diversifolius","",NA,NA,NA,NA,NA,NA,"",13.05,"Shrub",NA
"Hibiscus lobatus","Hibiscus lobatus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hibiscus panduriformis","Hibiscus panduriformis","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Hibiscus physaloides","Hibiscus physaloides","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hibiscus sabdariffa","Hibiscus sabdariffa","",NA,NA,NA,NA,NA,NA,"",20.7,"Herb_shrub",NA
"Hibiscus sidiformis","Hibiscus sidiformis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hibiscus surattensis","Hibiscus surattensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hildegardia barteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hippobroma longiflora","Hippobroma longiflora","",NA,NA,NA,NA,NA,NA,"",0.07,"Herb",NA
"Hiptage benghalensis","Hiptage benghalensis","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_shrub_shrug_tree",NA
"Histiopteris incisa","Histiopteris incisa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Holarrhena floribunda","Holarrhena floribunda","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Holcus lanatus","Holcus lanatus","Green",904.144525,32.18407764175,12.122,0.0187527764285714,231.6947579,21.46392,"6",0.315068275862069,"Grass_herb",0.319950142857143
"Holoptelea grandis","Holoptelea grandis","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",20
"Homolepis aturensis","Homolepis aturensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hoslundia opposita","Hoslundia opposita","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub",NA
"Houttuynia cordata","Houttuynia cordata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hybanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrocotyle bonariensis","Hydrocotyle bonariensis","",NA,NA,NA,NA,NA,NA,"",1.3,"Herb",NA
"Hydrocotyle sibthorpioides","Hydrocotyle sibthorpioides","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hydrocotyle umbellata","Hydrocotyle umbellata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hydrolea palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hygrophila","Hygrophila auriculata","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic_herb",NA
"Hygrophila auriculata","Hygrophila auriculata","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic_herb",NA
"Hymenachne amplexicaulis","Hymenachne amplexicaulis","",829.2175,NA,NA,0.02623875,NA,NA,"",NA,"Aquatic_grass_herb",NA
"Hyparrhenia","Hyparrhenia diplandra_Hyparrhenia rufa","",NA,NA,NA,NA,NA,NA,"",0.3,"Grass_herb_Herb",NA
"Hyparrhenia diplandra","Hyparrhenia diplandra","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hyparrhenia rufa","Hyparrhenia rufa","",NA,NA,NA,NA,NA,NA,"",0.3,"Grass_herb",NA
"Hypericum japonicum","Hypericum japonicum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub",NA
"Hypertelis cerviana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypochaeris radicata","Hypochaeris radicata","",1264.612,22.3831801463333,15.58704165,NA,159.8055772,NA,"6",0.804389210526316,"4_forb_herb",0.3262
"Hypselodelphys violacea","Hypselodelphys violacea","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hyptis atrorubens","Hyptis atrorubens","",NA,NA,NA,NA,NA,NA,"",NA,"Hemiepiphyte_herb",NA
"Hyptis brevipes","Hyptis brevipes","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hyptis capitata","Hyptis capitata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hyptis lanceolata","Hyptis lanceolata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Icacina mannii","Icacina mannii","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Impatiens trilobata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Impatiens walleriana","Impatiens walleriana","",NA,NA,NA,NA,NA,NA,"",0.43,"Epiphyte*_herb",NA
"Imperata brasiliensis","Imperata brasiliensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Imperata cylindrica","Imperata cylindrica","",209.948333333333,17.4245,8.092,0.00585,NA,11.2833333333333,"",0.116,"Grass_herb_shrub",NA
"Indigastrum parviflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera","Indigofera berhautiana_Indigofera colutea_Indigofera dendroides_Indigofera hendecaphylla_Indigofera hirsuta_Indigofera macrophylla_Indigofera nummulariifolia_Indigofera oblongifolia_Indigofera pilosa_Indigofera spicata_Indigofera tinctoria_Indigofera trita","Purple",NA,NA,NA,NA,NA,NA,"",3.00532954545455,"4_herb_Climber_Climber*_herb_shrub*_Herb_Herb_shrub_Herb*_shrub_Shrub_Shrub_tree",NA
"Indigofera berhautiana","Indigofera berhautiana","",NA,NA,NA,NA,NA,NA,"",0.82,"",NA
"Indigofera colutea","Indigofera colutea","",NA,NA,NA,NA,NA,NA,"",1.126,"4_herb",NA
"Indigofera dendroides","Indigofera dendroides","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Indigofera geminata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera hendecaphylla","Indigofera hendecaphylla","",NA,NA,NA,NA,NA,NA,"",2.1,"Herb",NA
"Indigofera hirsuta","Indigofera hirsuta","Purple",NA,NA,NA,NA,NA,NA,"",2.16363636363636,"Shrub_tree",NA
"Indigofera macrophylla","Indigofera macrophylla","",NA,NA,NA,NA,NA,NA,"",NA,"Climber",NA
"Indigofera nummulariifolia","Indigofera nummulariifolia","",NA,NA,NA,NA,NA,NA,"",10.3,"",NA
"Indigofera oblongifolia","Indigofera oblongifolia","",NA,NA,NA,NA,NA,NA,"",1.933,"Shrub",NA
"Indigofera paniculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera pilosa","Indigofera pilosa","",NA,NA,NA,NA,NA,NA,"",1.2,"Herb",NA
"Indigofera polysphaera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera secundiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera spicata","Indigofera spicata","",NA,NA,NA,NA,NA,NA,"",NA,"Climber*_herb_shrub*",NA
"Indigofera stenophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera strobilifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera tetrasperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indigofera tinctoria","Indigofera tinctoria","",NA,NA,NA,NA,NA,NA,"",4.4,"Herb*_shrub",NA
"Indigofera trita","Indigofera trita","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub",NA
"Iphigenia pauciflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea","Ipomoea alba_Ipomoea aquatica_Ipomoea arachnosperma_Ipomoea asarifolia_Ipomoea batatas_Ipomoea bolusiana_Ipomoea cairica_Ipomoea coptica_Ipomoea eriocarpa_Ipomoea hederifolia_Ipomoea indica_Ipomoea mauritiana_Ipomoea muricata_Ipomoea nil_Ipomoea obscura_Ipomoea pes-caprae_Ipomoea pes-tigridis_Ipomoea purpurea_Ipomoea quamoclit_Ipomoea setifera_Ipomoea staphylina_Ipomoea tiliacea_Ipomoea triloba","",NA,NA,NA,NA,NA,39.8,"",22.2444444444444,"Aquatic_aquatic*_climber*_herb_vine*_Aquatic_herb_sub-shrub_Climber_Climber_climber*_climbing herb*_herb_twining herb*_Climber_climbing herb_herb_vine_Climber_forb_herb_liana_vine_Climber_herb_twiner_Climber_vine_Climber*_climbing herb*_herb_twiner*_Herb_Herb_vine_Herb_vine*_Herb*_liana_vine_Herb*_vine_Liana_vine_Twining herb_Vine",NA
"Ipomoea alba","Ipomoea alba","",NA,NA,NA,NA,NA,NA,"",NA,"Climber_vine",NA
"Ipomoea aquatica","Ipomoea aquatica","",NA,NA,NA,NA,NA,NA,"",43.5,"Aquatic_aquatic*_climber*_herb_vine*",NA
"Ipomoea arachnosperma","Ipomoea arachnosperma","",NA,NA,NA,NA,NA,NA,"",NA,"Twining herb",NA
"Ipomoea argentaurata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea asarifolia","Ipomoea asarifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic_herb_sub-shrub",NA
"Ipomoea batatas","Ipomoea batatas","",NA,NA,NA,NA,NA,39.8,"",NA,"Climber_vine",NA
"Ipomoea bolusiana","Ipomoea bolusiana","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ipomoea cairica","Ipomoea cairica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb*_liana_vine",NA
"Ipomoea carnea fistulosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea coptica","Ipomoea coptica","",NA,NA,NA,NA,NA,NA,"",8.6,"Herb_vine*",NA
"Ipomoea eriocarpa","Ipomoea eriocarpa","",NA,NA,NA,NA,NA,NA,"",9.4,"Climber_herb_twiner",NA
"Ipomoea hederifolia","Ipomoea hederifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Climber_climbing herb_herb_vine",NA
"Ipomoea heterotricha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea indica","Ipomoea indica","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_vine",NA
"Ipomoea involucrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea mauritiana","Ipomoea mauritiana","",NA,NA,NA,NA,NA,NA,"",NA,"Herb*_vine",NA
"Ipomoea muricata","Ipomoea muricata","",NA,NA,NA,NA,NA,NA,"",13,"Herb",NA
"Ipomoea nil","Ipomoea nil","",NA,NA,NA,NA,NA,NA,"",35.2,"Vine",NA
"Ipomoea obscura","Ipomoea obscura","",NA,NA,NA,NA,NA,NA,"",NA,"Climber_climber*_climbing herb*_herb_twining herb*",NA
"Ipomoea ochracea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea pes-caprae","Ipomoea pes-caprae","",NA,NA,NA,NA,NA,NA,"",NA,"Climber_forb_herb_liana_vine",NA
"Ipomoea pes-tigridis","Ipomoea pes-tigridis","",NA,NA,NA,NA,NA,NA,"",16.1,"Climber*_climbing herb*_herb_twiner*",NA
"Ipomoea purpurea","Ipomoea purpurea","",NA,NA,NA,NA,NA,NA,"",36.1,"Herb_vine",NA
"Ipomoea pyrophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea quamoclit","Ipomoea quamoclit","",NA,NA,NA,NA,NA,NA,"",22.4,"Climber_vine",NA
"Ipomoea sagittifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipomoea setifera","Ipomoea setifera","",NA,NA,NA,NA,NA,NA,"",NA,"Vine",NA
"Ipomoea staphylina","Ipomoea staphylina","",NA,NA,NA,NA,NA,NA,"",NA,"Climber",NA
"Ipomoea tiliacea","Ipomoea tiliacea","",NA,NA,NA,NA,NA,NA,"",NA,"Vine",NA
"Ipomoea triloba","Ipomoea triloba","",NA,NA,NA,NA,NA,NA,"",15.9,"Climber",NA
"Ipomoea vagans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isachne","Isachne kiyalaensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Isachne kiyalaensis","Isachne kiyalaensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ischaemum afrum","Ischaemum afrum","",515.049,NA,NA,0.015261,NA,NA,"",NA,"Herb",NA
"Ischaemum koleostachys","Ischaemum koleostachys","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Ischaemum rugosum","Ischaemum rugosum","",3632.466,NA,NA,0.121086,NA,NA,"",NA,"Herb",NA
"Isolepis fluitans","Isolepis fluitans","",13.9,44.708,NA,0.000296,217.21,NA,"7",NA,"Herb",0.0375
"Isolona campanulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isolona cooperi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacquemontia","Jacquemontia tamnifolia","",NA,NA,NA,NA,NA,NA,"",4.22,"Climber_herb_vine",NA
"Jacquemontia tamnifolia","Jacquemontia tamnifolia","",NA,NA,NA,NA,NA,NA,"",4.22,"Climber_herb_vine",NA
"Jasminum pauciflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jatropha curcas","Jatropha curcas","",NA,NA,NA,NA,NA,29.26578859,"10",450.391428571429,"Shrub_tree",NA
"Jatropha gossypiifolia","Jatropha gossypiifolia","",NA,NA,NA,NA,NA,NA,"10",NA,"Shrub",NA
"Juncus effusus","Juncus effusus","Brown",3559.5965,9.21830191226316,NA,0.5806,284.064138388889,13.24623,"6",0.02042,"Forb_herb",0.796701285714286
"Justicia anselliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justicia flava","Justicia flava","",NA,NA,NA,NA,NA,NA,"",NA,"Forb_herb",NA
"Justicia ladanoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kalanchoe crenata","Kalanchoe crenata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Kallstroemia pubescens","Kallstroemia pubescens","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Keetia leucantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khaya senegalensis","Khaya senegalensis","",NA,NA,NA,NA,NA,NA,"",243.871666666667,"Tree",NA
"Kohautia grandiflora","Kohautia grandiflora","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Kohautia tenuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lablab purpureus","Lablab purpureus","White",NA,NA,NA,NA,NA,NA,"",212.51,"Vine",NA
"Laccosperma secundiflorum","Laccosperma secundiflorum","",NA,NA,NA,NA,NA,NA,"",NA,"Liana_woody climber",NA
"Lactuca indica","Lactuca indica","",NA,NA,NA,NA,NA,NA,"",0.85,"",NA
"Lagenaria breviflora","Lagenaria breviflora","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_herbaceous climber*_liana_scrambling herb",NA
"Lagenaria guineensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laggera alata","Laggera alata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Laggera crispata","Laggera crispata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Laggera gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamium amplexicaule","Lamium amplexicaule","",167,19.7,NA,0.008462669,135,NA,"4",0.541,"Herb",0.14375
"Landolphia hirsuta","Landolphia hirsuta","",NA,NA,NA,NA,NA,NA,"",NA,"Climber",NA
"Lannea nigritana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lantana camara","Lantana camara","",NA,NA,NA,NA,308.1,NA,"1",6.34833333333333,"Shrub_tree_woody",NA
"Lantana rugosa","Lantana rugosa","",NA,NA,NA,NA,NA,NA,"",NA,"Herb*_shrub",NA
"Lantana trifolia","Lantana trifolia","",NA,NA,NA,NA,NA,20.63471656,"",NA,"Shrub",NA
"Laportea aestuans","Laportea aestuans","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Lapsana communis","Lapsana communis","",4936.01033333333,44.9232892607143,NA,0.0989792285,161.879162783333,NA,"5_6",0.826067142857143,"Forb_herb",0.507472571428571
"Lasimorpha senegalensis","Lasimorpha senegalensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Launaea","Launaea cornuta_Launaea nana_Launaea rarifolia_Launaea taraxacifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_Herb_shrub",NA
"Launaea cornuta","Launaea cornuta","",NA,NA,NA,NA,NA,NA,"",NA,"Herb_shrub",NA
"Launaea nana","Launaea nana","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Launaea rarifolia","Launaea rarifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Launaea taraxacifolia","Launaea taraxacifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Lavandula angustifolia","Lavandula angustifolia","",NA,20.8,NA,NA,NA,NA,"7",NA,"Shrub",0.3
"Lecaniodiscus cupanioides","Lecaniodiscus cupanioides","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",NA
"Ledebouria sudanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leersia hexandra","Leersia hexandra","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Lemna","Lemna aequinoctialis_Lemna minor","Green",9,18.7,NA,0.000481395,107,NA,"5",NA,"Aquatic_Herb",0.004
"Lemna aequinoctialis","Lemna aequinoctialis","",NA,NA,NA,NA,NA,NA,"",NA,"Aquatic",NA
"Lemna minor","Lemna minor","Green",9,18.7,NA,0.000481395,107,NA,"5",NA,"Herb",0.004
"Leonotis","Leonotis nepetifolia","",NA,NA,NA,NA,NA,NA,"",1.74,"Herb_shrub",NA
"Leonotis nepetifolia","Leonotis nepetifolia","",NA,NA,NA,NA,NA,NA,"",1.74,"Herb_shrub",NA
"Leonurus sibiricus","Leonurus sibiricus","",NA,NA,NA,NA,NA,22.76,"",1.2,"Herb",NA
"Lepidagathis alopecuroidea","Lepidagathis alopecuroidea","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Lepidium africanum","Lepidium africanum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Lepidium bonariense","Lepidium bonariense","",NA,NA,NA,NA,NA,NA,"",0.2856,"4_herb",NA
"Lepidium didymum","Lepidium didymum","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Lepistemon owariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptactina densiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptadenia lanceolata lanceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptadenia madagascariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptadenia pyrotechnica","Leptadenia pyrotechnica","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Leptocarydion vulpiastrum","Leptocarydion vulpiastrum","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Leptochloa","Leptochloa chinensis_Leptochloa virgata","",2527.23,NA,NA,0.084804,NA,NA,"",NA,"Grass_herb_Herb",NA
"Leptochloa caerulescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptochloa chinensis","Leptochloa chinensis","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Leptochloa scabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptochloa virgata","Leptochloa virgata","",2527.23,NA,NA,0.084804,NA,NA,"",NA,"Herb",NA
"Leptoderris ledermannii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptoderris miegei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptothrium senegalense","Leptothrium senegalense","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Lepturus radicans","Lepturus radicans","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Leucaena leucocephala","Leucaena leucocephala","White",NA,12.5481647,14.5293333333333,NA,238.8,38.075,"11_7",44.040198744186,"Shrub_tree",5.16144288577154
"Leucas lavandulifolia","Leucas lavandulifolia","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Leucas martinicensis","Leucas martinicensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Lindernia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindernia rotundifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linzia ituriensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lipotriche scandens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lippia","Lippia multiflora","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Lippia chevalieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lippia multiflora","Lippia multiflora","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Litsea glutinosa","Litsea glutinosa","",NA,NA,NA,NA,NA,NA,"10",NA,"Shrub*_tree",NA
"Litsea monopetala","Litsea monopetala","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",NA
"Lobelia cliffortiana","Lobelia cliffortiana","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Lolium perenne","Lolium perenne","Yellow",9394.07134864865,25.4071856226923,NA,0.0225346925263158,223.189216923077,31.10111,"5_6_7",1.94402248648649,"Grass_herb",0.215441571428571
"Lonchocarpus sericeus","Lonchocarpus sericeus","",NA,15.6388142857143,NA,NA,NA,NA,"",570,"Tree",NA
"Lonicera confusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lophira lanceolata","Lophira lanceolata","",NA,NA,NA,NA,NA,NA,"",NA,"Tree",NA
"Lotononis rostrata","Lotononis rostrata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Lotus arabicus","Lotus arabicus","",NA,NA,NA,NA,NA,NA,"",1.496,"Herb",NA
