"original_taxa","accepted_gbif","gbif_key","gbif_rank","gbif_full_name","gbif_phylum","gbif_order","gbif_family","gbif_status","accepted_rank","accepted_taxa"
"Schoenoplectiella senegalensis","Schoenoplectiella senegalensis",2710700,"SPECIES","Schoenoplectiella senegalensis (Steud.) Lye","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Schoenoplectiella senegalensis"
"Schwenckia americana","Schwenckia americana",7391817,"SPECIES","Schwenckia americana L.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Schwenckia americana"
"Scleria boivinii","Scleria boivinii",2712630,"SPECIES","Scleria boivinii Steud.","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Scleria boivinii"
"Scleria cyperina","Scleria cyperina",2712718,"SPECIES","Scleria cyperina Kunth","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Scleria cyperina"
"Scleria depressa","Scleria depressa",2712466,"SPECIES","Scleria depressa (C.B.Clarke) Nelmes","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Scleria depressa"
"Scleria gaertneri","Scleria gaertneri",6311944,"SPECIES","Scleria gaertneri Raddi","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Scleria gaertneri"
"Scleria pergracilis","Scleria pergracilis",2712571,"SPECIES","Scleria pergracilis (Nees) Kunth","Tracheophyta","Poales","Cyperaceae","EXACT_ACCEPTED","SPECIES","Scleria pergracilis"
"Scleromitrion diffusum","Scleromitrion diffusum",9264048,"SPECIES","Scleromitrion diffusum (Willd.) R.J.Wang","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Scleromitrion diffusum"
"Scleromitrion tenelliflorum","Scleromitrion tenelliflorum",2911955,"SPECIES","Scleromitrion tenelliflorum (Blume) Korth.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Scleromitrion tenelliflorum"
"Scoparia dulcis",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Scoparia dulcis"
"Secamone afzelii","Secamone afzelii",3579444,"SPECIES","Secamone afzelii (Roem. & Schult.) K.Schum.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Secamone afzelii"
"Secamone punctulata","Secamone punctulata",8087905,"SPECIES","Secamone punctulata Decne.","Tracheophyta","Gentianales","Apocynaceae","EXACT_ACCEPTED","SPECIES","Secamone punctulata"
"Sechium edule","Sechium edule",2874612,"SPECIES","Sechium edule (Jacq.) Sw.","Tracheophyta","Cucurbitales","Cucurbitaceae","EXACT_ACCEPTED","SPECIES","Sechium edule"
"Securidaca longepedunculata","Securidaca longepedunculata",5658133,"SPECIES","Securidaca longepedunculata Fresen.","Tracheophyta","Fabales","Polygalaceae","EXACT_ACCEPTED","SPECIES","Securidaca longepedunculata"
"Senegalia pentagona","Senegalia pentagona",8099637,"SPECIES","Senegalia pentagona (Schumach. & Thonn.) Kyal. & Boatwr.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Senegalia pentagona"
"Senna","Senna",2956904,"GENUS","Senna Mill.","Tracheophyta","Fabales","Fabaceae","HIGHERRANK_ACCEPTED","GENUS","Senna"
"Senna alata","Senna alata",2956947,"SPECIES","Senna alata (L.) Roxb.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Senna alata"
"Senna hirsuta","Senna hirsuta",2958100,"SPECIES","Senna hirsuta (L.) H.S.Irwin & Barneby","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Senna hirsuta"
"Senna obtusifolia","Senna obtusifolia",2957408,"SPECIES","Senna obtusifolia (L.) H.S.Irwin & Barneby","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Senna obtusifolia"
"Senna occidentalis","Senna occidentalis",2957966,"SPECIES","Senna occidentalis (L.) Link","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Senna occidentalis"
"Senna siamea","Senna siamea",2956905,"SPECIES","Senna siamea (Lam.) H.S.Irwin & Barneby","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Senna siamea"
"Senna tora","Senna tora",2957728,"SPECIES","Senna tora (L.) Roxb.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Senna tora"
"Sesamum indicum","Sesamum indicum",3172622,"SPECIES","Sesamum indicum L.","Tracheophyta","Lamiales","Pedaliaceae","EXACT_ACCEPTED","SPECIES","Sesamum indicum"
"Sesamum radiatum","Sesamum radiatum",3172620,"SPECIES","Sesamum radiatum Schumach. & Thonn.","Tracheophyta","Lamiales","Pedaliaceae","EXACT_ACCEPTED","SPECIES","Sesamum radiatum"
"Sesamum sesamoides","Sesamum sesamoides",9681047,"SPECIES","Sesamum sesamoides (Endl.) Byng & Christenh.","Tracheophyta","Lamiales","Pedaliaceae","EXACT_ACCEPTED","SPECIES","Sesamum sesamoides"
"Sesbania","Sesbania",7854649,"GENUS","Sesbania Adans.","Tracheophyta","Fabales","Fabaceae","HIGHERRANK_ACCEPTED","GENUS","Sesbania"
"Sesbania aculeata","Sesbania bispinosa",2970721,"SPECIES","Sesbania bispinosa (Jacq.) W.Wight","Tracheophyta","Fabales","Fabaceae","EXACT_SYNONYM","SPECIES","Sesbania bispinosa"
"Sesbania cannabina","Sesbania cannabina",7645889,"SPECIES","Sesbania cannabina (Retz.) Poir.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Sesbania cannabina"
"Sesbania herbacea","Sesbania herbacea",2970585,"SPECIES","Sesbania herbacea (Mill.) McVaugh","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Sesbania herbacea"
"Sesbania microphylla","Sesbania microphylla",7600565,"SPECIES","Sesbania microphylla Harm.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Sesbania microphylla"
"Sesbania pachycarpa","Sesbania pachycarpa",2970716,"SPECIES","Sesbania pachycarpa DC.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Sesbania pachycarpa"
"Sesbania rostrata et","Sesbania rostrata",2970714,"SPECIES","Sesbania rostrata Bremek. & Oberm.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Sesbania rostrata"
"Sesbania sericea","Sesbania sericea",2970735,"SPECIES","Sesbania sericea (Willd.) Link","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Sesbania sericea"
"Sesbania sesban","Sesbania sesban",2970648,"SPECIES","Sesbania sesban (L.) Merr.","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Sesbania sesban"
"Sesbania sesban punctata","Sesbania sesban punctata",2970662,"SUBSPECIES","Sesbania sesban subsp. punctata (DC.) J.B.Gillett","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SUBSPECIES","Sesbania sesban punctata"
"Sesbania sudanica","Sesbania sudanica",2970624,"SPECIES","Sesbania sudanica J.B.Gillett","Tracheophyta","Fabales","Fabaceae","EXACT_ACCEPTED","SPECIES","Sesbania sudanica"
"Sesuvium portulacastrum","Sesuvium portulacastrum",3084883,"SPECIES","Sesuvium portulacastrum (L.) L.","Tracheophyta","Caryophyllales","Aizoaceae","EXACT_ACCEPTED","SPECIES","Sesuvium portulacastrum"
"Setaria",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Setaria"
"Setaria barbata","Setaria barbata",5289663,"SPECIES","Setaria barbata (Lam.) Kunth","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Setaria barbata"
"Setaria geminata","Setaria geminata",4117082,"SPECIES","Setaria geminata (Forssk.) Veldkamp","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Setaria geminata"
"Setaria longiseta","Setaria longiseta",5289703,"SPECIES","Setaria longiseta P.Beauv.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Setaria longiseta"
"Setaria megaphylla","Setaria megaphylla",5289665,"SPECIES","Setaria megaphylla (Steud.) T.Durand & Schinz","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Setaria megaphylla"
"Setaria palmifolia","Setaria palmifolia",2702958,"SPECIES","Setaria palmifolia (J.Koenig) Stapf","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Setaria palmifolia"
"Setaria pumila","Setaria pumila",5289693,"SPECIES","Setaria pumila (Poir.) Roem. & Schult.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Setaria pumila"
"Setaria sphacelata","Setaria sphacelata",5289709,"SPECIES","Setaria sphacelata (Schumach.) Stapf & C.E.Hubb. ex Moss","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Setaria sphacelata"
"Setaria verticillata","Setaria verticillata",5289686,"SPECIES","Setaria verticillata (L.) P.Beauv.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Setaria verticillata"
"Setaria viridis","Setaria viridis",5289684,"SPECIES","Setaria viridis (L.) P.Beauv.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Setaria viridis"
"Sicyos angulatus","Sicyos angulatus",2874655,"SPECIES","Sicyos angulatus L.","Tracheophyta","Cucurbitales","Cucurbitaceae","EXACT_ACCEPTED","SPECIES","Sicyos angulatus"
"Sida",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Sida"
"Sida acuta","Sida acuta",3933670,"SPECIES","Sida acuta Burm.fil.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida acuta"
"Sida alba","Sida alba",5406744,"SPECIES","Sida alba L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida alba"
"Sida cordata","Sida cordata",5406739,"SPECIES","Sida cordata (Burm.fil.) Borss.Waalk.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida cordata"
"Sida cordifolia","Sida cordifolia",5406755,"SPECIES","Sida cordifolia L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida cordifolia"
"Sida glabra","Sida glabra",5406764,"SPECIES","Sida glabra Mill.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida glabra"
"Sida glutinosa","Sida glutinosa",5406746,"SPECIES","Sida glutinosa Comm. ex Cav.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida glutinosa"
"Sida hyssopifolia","Sida hyssopifolia",5618480,"SPECIES","Sida hyssopifolia C.Presl","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida hyssopifolia"
"Sida linifolia","Sida linifolia",5406748,"SPECIES","Sida linifolia Cav.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida linifolia"
"Sida ovata","Sida ovata",5617892,"SPECIES","Sida ovata Forssk.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida ovata"
"Sida rhombifolia","Sida rhombifolia",5406735,"SPECIES","Sida rhombifolia L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida rhombifolia"
"Sida rhombifolia alnifolia","Sida alnifolia",5617272,"SPECIES","Sida alnifolia L.","Tracheophyta","Malvales","Malvaceae","EXACT_SYNONYM","SPECIES","Sida alnifolia"
"Sida rhombifolia retusa","Sida alnifolia",5617272,"SPECIES","Sida alnifolia L.","Tracheophyta","Malvales","Malvaceae","EXACT_SYNONYM","SPECIES","Sida alnifolia"
"Sida spinosa","Sida spinosa",5406741,"SPECIES","Sida spinosa L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida spinosa"
"Sida ulmifolia","Sida ulmifolia",5617180,"SPECIES","Sida ulmifolia Mill.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida ulmifolia"
"Sida urens","Sida urens",5406763,"SPECIES","Sida urens L.","Tracheophyta","Malvales","Malvaceae","EXACT_ACCEPTED","SPECIES","Sida urens"
"Sieruela coeruleorosea","Sieruela coeruleorosea",9716999,"SPECIES","Sieruela coeruleorosea (Gilg & Gilg-Ben.) Roalson & J.C.Hall","Tracheophyta","Brassicales","Cleomaceae","EXACT_ACCEPTED","SPECIES","Sieruela coeruleorosea"
"Sieruela hirta","Sieruela hirta",9669819,"SPECIES","Sieruela hirta (Klotzsch) Roalson & J.C.Hall","Tracheophyta","Brassicales","Cleomaceae","EXACT_ACCEPTED","SPECIES","Sieruela hirta"
"Sieruela monophylla","Sieruela monophylla",9649267,"SPECIES","Sieruela monophylla (L.) Roalson & J.C.Hall","Tracheophyta","Brassicales","Cleomaceae","EXACT_ACCEPTED","SPECIES","Sieruela monophylla"
"Sieruela rutidosperma","Sieruela rutidosperma",9778787,"SPECIES","Sieruela rutidosperma (DC.) Roalson & J.C.Hall","Tracheophyta","Brassicales","Cleomaceae","EXACT_ACCEPTED","SPECIES","Sieruela rutidosperma"
"Sigesbeckia orientalis","Sigesbeckia orientalis",3125901,"SPECIES","Sigesbeckia orientalis L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Sigesbeckia orientalis"
"Siphonochilus aethiopicus","Siphonochilus aethiopicus",2757671,"SPECIES","Siphonochilus aethiopicus (Schweinf.) B.L.Burtt","Tracheophyta","Zingiberales","Zingiberaceae","EXACT_ACCEPTED","SPECIES","Siphonochilus aethiopicus"
"Sisyrinchium micranthum","Sisyrinchium micranthum",5296278,"SPECIES","Sisyrinchium micranthum Cav.","Tracheophyta","Asparagales","Iridaceae","EXACT_ACCEPTED","SPECIES","Sisyrinchium micranthum"
"Smilax",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Smilax"
"Smilax anceps","Smilax anceps",5295301,"SPECIES","Smilax anceps Willd.","Tracheophyta","Liliales","Smilacaceae","EXACT_ACCEPTED","SPECIES","Smilax anceps"
"Solanum","Solanum",2928997,"GENUS","Solanum L.","Tracheophyta","Solanales","Solanaceae","HIGHERRANK_ACCEPTED","GENUS","Solanum"
"Solanum americanum","Solanum americanum",2930222,"SPECIES","Solanum americanum Mill.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum americanum"
"Solanum anguivi","Solanum anguivi",2931542,"SPECIES","Solanum anguivi Lam.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum anguivi"
"Solanum cerasiferum","Solanum cerasiferum",2931374,"SPECIES","Solanum cerasiferum Dunal","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum cerasiferum"
"Solanum donianum","Solanum donianum",2929566,"SPECIES","Solanum donianum Walp.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum donianum"
"Solanum erianthum","Solanum erianthum",2931461,"SPECIES","Solanum erianthum D.Don","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum erianthum"
"Solanum lycopersicum","Solanum lycopersicum",2930137,"SPECIES","Solanum lycopersicum L.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum lycopersicum"
"Solanum mauritianum","Solanum mauritianum",2931469,"SPECIES","Solanum mauritianum Scop.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum mauritianum"
"Solanum melongena","Solanum melongena",2930617,"SPECIES","Solanum melongena L.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum melongena"
"Solanum nigrum","Solanum nigrum",9150405,"SPECIES","Solanum nigrum L.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum nigrum"
"Solanum seaforthianum","Solanum seaforthianum",2932040,"SPECIES","Solanum seaforthianum Andrews","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum seaforthianum"
"Solanum stramoniifolium","Solanum",2928997,"GENUS","Solanum L.","Tracheophyta","Solanales","Solanaceae","HIGHERRANK_ACCEPTED","GENUS","Solanum"
"Solanum subinerme","Solanum subinerme",2932599,"SPECIES","Solanum subinerme Jacq.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum subinerme"
"Solanum torvum","Solanum torvum",2932389,"SPECIES","Solanum torvum Sw.","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum torvum"
"Solanum violaceum","Solanum violaceum",2929848,"SPECIES","Solanum violaceum Ortega","Tracheophyta","Solanales","Solanaceae","EXACT_ACCEPTED","SPECIES","Solanum violaceum"
"Sonchus asper","Sonchus asper",3105782,"SPECIES","Sonchus asper (L.) Hill","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Sonchus asper"
"Sonchus oleraceus","Sonchus oleraceus",8228544,"SPECIES","Sonchus oleraceus L.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Sonchus oleraceus"
"Sopubia parviflora","Sopubia parviflora",7332347,"SPECIES","Sopubia parviflora Engl.","Tracheophyta","Lamiales","Orobanchaceae","EXACT_ACCEPTED","SPECIES","Sopubia parviflora"
"Sorghum","Sorghum",2705180,"GENUS","Sorghum Moench","Tracheophyta","Poales","Poaceae","HIGHERRANK_ACCEPTED","GENUS","Sorghum"
"Sorghum arundinaceum","Sorghum arundinaceum",4108497,"SPECIES","Sorghum arundinaceum (Desv.) Stapf","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sorghum arundinaceum"
"Sorghum bicolor","Sorghum bicolor",2705181,"SPECIES","Sorghum bicolor (L.) Moench","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sorghum bicolor"
"Sorghum halepense","Sorghum halepense",2705185,"SPECIES","Sorghum halepense (L.) Pers.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sorghum halepense"
"Spathodea campanulata","Spathodea campanulata",3172574,"SPECIES","Spathodea campanulata Beauverd","Tracheophyta","Lamiales","Bignoniaceae","EXACT_ACCEPTED","SPECIES","Spathodea campanulata"
"Spergula arvensis","Spergula arvensis",3085810,"SPECIES","Spergula arvensis L.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","SPECIES","Spergula arvensis"
"Spermacoce","Spermacoce",2918053,"GENUS","Spermacoce L.","Tracheophyta","Gentianales","Rubiaceae","HIGHERRANK_ACCEPTED","GENUS","Spermacoce"
"Spermacoce alata","Spermacoce alata",2918871,"SPECIES","Spermacoce alata Aubl.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce alata"
"Spermacoce chaetocephala","Spermacoce chaetocephala",2918396,"SPECIES","Spermacoce chaetocephala DC.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce chaetocephala"
"Spermacoce confusa","Spermacoce confusa",2918849,"SPECIES","Spermacoce confusa Rendle","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce confusa"
"Spermacoce filifolia","Spermacoce filifolia",2918504,"SPECIES","Spermacoce filifolia (Schumach. & Thonn.) J.-P.Lebrun & Stork","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce filifolia"
"Spermacoce intricans","Spermacoce intricans",2918643,"SPECIES","Spermacoce intricans (Hepper) H.M.Burkill","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce intricans"
"Spermacoce ocymoides","Spermacoce ocymoides",2918700,"SPECIES","Spermacoce ocymoides Burm.f.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce ocymoides"
"Spermacoce pusilla","Spermacoce pusilla",2918384,"SPECIES","Spermacoce pusilla Wall.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce pusilla"
"Spermacoce radiata","Spermacoce radiata",2918233,"SPECIES","Spermacoce radiata (DC.) Sieber ex Hiern","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce radiata"
"Spermacoce ruelliae","Spermacoce ruelliae",2918087,"SPECIES","Spermacoce ruelliae DC.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce ruelliae"
"Spermacoce stachydea","Spermacoce stachydea",2918146,"SPECIES","Spermacoce stachydea DC.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce stachydea"
"Spermacoce tenuior","Spermacoce tenuior",2918843,"SPECIES","Spermacoce tenuior L.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce tenuior"
"Spermacoce verticillata","Spermacoce verticillata",2918574,"SPECIES","Spermacoce verticillata L.","Tracheophyta","Gentianales","Rubiaceae","EXACT_ACCEPTED","SPECIES","Spermacoce verticillata"
"Sphaeranthus flexuosus","Sphaeranthus flexuosus",3094701,"SPECIES","Sphaeranthus flexuosus O.Hoffm. ex De Wild.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Sphaeranthus flexuosus"
"Sphaeranthus senegalensis","Sphaeranthus senegalensis",3094648,"SPECIES","Sphaeranthus senegalensis DC.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Sphaeranthus senegalensis"
"Sphaeropteris cooperi","Sphaeropteris cooperi",5274893,"SPECIES","Sphaeropteris cooperi (Hook. ex F.Muell.) R.M.Tryon","Tracheophyta","Cyatheales","Cyatheaceae","EXACT_ACCEPTED","SPECIES","Sphaeropteris cooperi"
"Sphagneticola trilobata","Sphagneticola trilobata",3116842,"SPECIES","Sphagneticola trilobata (L.) Pruski","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Sphagneticola trilobata"
"Sphenocentrum jollyanum","Sphenocentrum jollyanum",3829666,"SPECIES","Sphenocentrum jollyanum Pierre","Tracheophyta","Ranunculales","Menispermaceae","EXACT_ACCEPTED","SPECIES","Sphenocentrum jollyanum"
"Sphenoclea zeylanica","Sphenoclea zeylanica",3158672,"SPECIES","Sphenoclea zeylanica Gaertn.","Tracheophyta","Solanales","Sphenocleaceae","EXACT_ACCEPTED","SPECIES","Sphenoclea zeylanica"
"Spigelia anthelmia","Spigelia anthelmia",5414391,"SPECIES","Spigelia anthelmia L.","Tracheophyta","Gentianales","Loganiaceae","EXACT_ACCEPTED","SPECIES","Spigelia anthelmia"
"Spilanthes","Spilanthes",3092842,"GENUS","Spilanthes Jacq.","Tracheophyta","Asterales","Asteraceae","HIGHERRANK_ACCEPTED","GENUS","Spilanthes"
"Spilanthes costata","Spilanthes costata",3092843,"SPECIES","Spilanthes costata Benth.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Spilanthes costata"
"Spilanthes urens","Spilanthes urens",3092873,"SPECIES","Spilanthes urens Jacq.","Tracheophyta","Asterales","Asteraceae","EXACT_ACCEPTED","SPECIES","Spilanthes urens"
"Spirodela polyrhiza","Spirodela polyrhiza",4097481,"SPECIES","Spirodela polyrhiza (L.) Schleid.","Tracheophyta","Alismatales","Araceae","EXACT_ACCEPTED","SPECIES","Spirodela polyrhiza"
"Spondias mombin","Spondias mombin",8185571,"SPECIES","Spondias mombin Jacq.","Tracheophyta","Sapindales","Anacardiaceae","EXACT_ACCEPTED","SPECIES","Spondias mombin"
"Sporobolus","Sporobolus",2704744,"GENUS","Sporobolus R.Br.","Tracheophyta","Poales","Poaceae","HIGHERRANK_ACCEPTED","GENUS","Sporobolus"
"Sporobolus africanus","Sporobolus africanus",4152259,"SPECIES","Sporobolus africanus (Poir.) Robyns & Tournay","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sporobolus africanus"
"Sporobolus cordofanus","Sporobolus cordofanus",4150973,"SPECIES","Sporobolus cordofanus (Hochst. ex Steud.) Hérincq ex Coss.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sporobolus cordofanus"
"Sporobolus festivus","Sporobolus festivus",4150265,"SPECIES","Sporobolus festivus Hochst. ex A.Rich.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sporobolus festivus"
"Sporobolus indicus","Sporobolus indicus",2704757,"SPECIES","Sporobolus indicus (L.) R.Br.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sporobolus indicus"
"Sporobolus microprotus","Sporobolus microprotus",4148844,"SPECIES","Sporobolus microprotus Stapf","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sporobolus microprotus"
"Sporobolus paniculatus","Sporobolus paniculatus",4148283,"SPECIES","Sporobolus paniculatus (Trin.) T.Durand & Schinz","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sporobolus paniculatus"
"Sporobolus pyramidalis","Sporobolus pyramidalis",4117345,"SPECIES","Sporobolus pyramidalis P.Beauv.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sporobolus pyramidalis"
"Sporobolus robustus","Sporobolus robustus",4147632,"SPECIES","Sporobolus robustus Kunth","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Sporobolus robustus"
"Stachytarpheta cayennensis","Stachytarpheta cayennensis",2925454,"SPECIES","Stachytarpheta cayennensis (Rich.) Vahl","Tracheophyta","Lamiales","Verbenaceae","EXACT_ACCEPTED","SPECIES","Stachytarpheta cayennensis"
"Stachytarpheta indica","Stachytarpheta indica",2925465,"SPECIES","Stachytarpheta indica (L.) Vahl","Tracheophyta","Lamiales","Verbenaceae","EXACT_ACCEPTED","SPECIES","Stachytarpheta indica"
"Stachytarpheta jamaicensis","Stachytarpheta jamaicensis",2925463,"SPECIES","Stachytarpheta jamaicensis (L.) Vahl","Tracheophyta","Lamiales","Verbenaceae","EXACT_ACCEPTED","SPECIES","Stachytarpheta jamaicensis"
"Stachytarpheta urticifolia","Stachytarpheta urticifolia",2925457,"SPECIES","Stachytarpheta urticifolia Sims","Tracheophyta","Lamiales","Verbenaceae","EXACT_ACCEPTED","SPECIES","Stachytarpheta urticifolia"
"Steinchisma laxum","Steinchisma laxum",4933007,"SPECIES","Steinchisma laxum (Sw.) Zuloaga","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Steinchisma laxum"
"Stellaria media","Stellaria media",5384604,"SPECIES","Stellaria media (L.) Vill.","Tracheophyta","Caryophyllales","Caryophyllaceae","EXACT_ACCEPTED","SPECIES","Stellaria media"
"Stemodia verticillata","Stemodia verticillata",3171751,"SPECIES","Stemodia verticillata (Mill.) Hassl.","Tracheophyta","Lamiales","Plantaginaceae","EXACT_ACCEPTED","SPECIES","Stemodia verticillata"
"Stenotaphrum","Stenotaphrum",2702869,"GENUS","Stenotaphrum Trin.","Tracheophyta","Poales","Poaceae","HIGHERRANK_ACCEPTED","GENUS","Stenotaphrum"
"Stenotaphrum dimidiatum","Stenotaphrum dimidiatum",4119008,"SPECIES","Stenotaphrum dimidiatum (L.) Brongn.","Tracheophyta","Poales","Poaceae","EXACT_ACCEPTED","SPECIES","Stenotaphrum dimidiatum"
"Stephania",NA,NA,NA,NA,NA,NA,NA,"NONE_NA","GENUS","Stephania"
